,timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target,time_sec,segment_time_sec,segment_id
75,951722,0.2464,0.1189,0.9982,-0.6212,1.2513,0.5688,1001.356,hard_decel,13.38,4.5,0
76,951782,0.2513,-0.0098,0.9568,0.6475,0.7788,-0.035,1001.3586,hard_decel,13.44,4.56,0
77,951842,0.2749,0.0681,0.9728,1.68,0.1838,0.245,1001.366,hard_decel,13.5,4.62,0
78,951902,0.2555,0.0624,1.0041,-0.385,1.3563,0.2625,1001.3716,hard_decel,13.56,4.68,0
79,951962,0.2516,0.0542,1.0355,0.6212,1.2425,0.14,1001.374,hard_decel,13.62,4.74,0
80,952022,0.2479,0.0781,1.0485,-1.1725,-0.6125,0.7613,1001.3723,hard_decel,13.68,4.8,0
81,952082,0.1945,0.0644,0.9941,0.2362,0.2275,0.5163,1001.3699,hard_decel,13.74,4.86,0
82,952142,0.1603,0.0654,1.0562,-0.0525,1.2862,0.2275,1001.3828,hard_decel,13.8,4.92,0
83,952202,0.0969,0.0295,1.0089,0.6037,0.91,0.14,1001.3899,hard_decel,13.86,4.98,0
84,952262,0.0669,0.0486,0.9982,0.5163,0.7875,0.0525,1001.374,hard_decel,13.92,5.04,0
85,952322,0.0274,0.0427,1.004,0.42,1.5137,0.63,1001.3652,hard_decel,13.98,5.1,0
86,960602,0.0048,-0.0644,1.0426,1.4875,2.8963,0.1575,1000.0349,hard_decel,22.26,0.0,1
87,960662,0.0068,-0.0622,0.6429,-3.5438,-3.8063,0.4988,1000.0032,hard_decel,22.32,0.06,1
88,960722,0.035,0.0293,0.8454,-1.7325,-3.6137,0.6125,1000.009,hard_decel,22.38,0.12,1
89,960782,0.1915,0.2457,0.9201,-2.7037,2.275,-0.455,999.9924,hard_decel,22.44,0.18,1
90,960842,0.1364,0.1227,0.8528,-1.4963,-7.91,0.385,999.9846,hard_decel,22.5,0.24,1
91,960902,-0.0956,-0.012,0.7637,-1.5662,0.8225,-0.105,1000.0039,hard_decel,22.56,0.3,1
92,960962,0.1891,0.0675,1.1946,3.2462,2.2838,-0.6562,1000.0073,hard_decel,22.62,0.36,1
93,961022,0.095,0.1537,0.8877,0.9362,-6.8775,-0.8225,1000.0364,hard_decel,22.68,0.42,1
94,961082,0.071,-0.0227,0.6517,-0.98,-10.8062,0.1488,1000.0603,hard_decel,22.74,0.48,1
95,961142,0.3013,0.0861,1.107,3.22,-1.7237,-0.5337,1000.0496,hard_decel,22.8,0.54,1
96,961202,0.2815,0.064,0.9941,-0.35,-2.7738,0.8138,1000.0654,hard_decel,22.86,0.6,1
97,961262,0.3326,-0.0825,1.218,-1.4438,5.7225,-0.6562,1000.0918,hard_decel,22.92,0.66,1
98,961322,0.2242,0.154,0.8377,-1.295,-4.865,0.7262,1000.093,hard_decel,22.98,0.72,1
99,961382,0.263,0.0732,0.977,1.9425,-3.3425,0.1312,1000.137,hard_decel,23.04,0.78,1
100,961442,0.2894,0.0752,1.0102,-1.82,-1.015,0.945,1000.1333,hard_decel,23.1,0.84,1
101,961502,0.154,0.0199,0.7793,-0.2625,5.845,-0.1138,1000.1609,hard_decel,23.16,0.9,1
102,961562,0.2543,0.1022,0.7977,-3.3425,-0.3938,-0.315,1000.1711,hard_decel,23.22,0.96,1
103,961622,0.4785,0.1281,1.1262,3.85,2.2313,0.0787,1000.188,hard_decel,23.28,1.02,1
104,961682,0.4136,0.1216,1.2027,3.6837,5.5738,-0.105,1000.2158,hard_decel,23.34,1.08,1
105,961742,0.4218,-0.0631,1.1046,3.8763,-2.6163,0.6388,1000.2319,hard_decel,23.4,1.14,1
106,961802,0.4897,0.1815,1.0997,-3.1588,2.065,0.7875,1000.2771,hard_decel,23.46,1.2,1
