index,timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target,segment_id,time_sec,segment_time_sec
1585,3486362,0.0176,-0.053,0.8655,-0.1312,-1.9775,1.365,1000.0637,smooth_accel_decel,2,139.02,36.18
1586,3486422,0.004,-0.05,1.0302,1.3038,-2.695,0.4812,1000.0435,smooth_accel_decel,2,139.08,36.24
1587,3486482,0.0529,-0.0833,1.0191,-1.7325,-3.6312,0.21,1000.0381,smooth_accel_decel,2,139.14,36.3
1588,3486542,0.0605,-0.0703,1.0331,-0.945,-1.3125,1.47,1000.032,smooth_accel_decel,2,139.2,36.36
1589,3486602,0.1506,-0.0715,1.2321,2.555,-2.73,-0.3675,1000.0442,smooth_accel_decel,2,139.26,36.42
1590,3486662,0.1677,0.0956,1.1072,4.41,1.5312,1.3125,1000.0244,smooth_accel_decel,2,139.32,36.48
1591,3486722,0.0922,-0.0583,1.0943,2.0038,2.555,0.1925,1000.0234,smooth_accel_decel,2,139.38,36.54
1592,3486782,-0.0459,-0.1403,1.0166,2.6775,0.6125,0.3938,1000.0054,smooth_accel_decel,2,139.44,36.6
1593,3486842,0.0078,0.0362,0.7925,-0.3413,-1.6187,0.7437,999.9995,smooth_accel_decel,2,139.5,36.66
1594,3486902,0.014,0.0188,1.0101,-1.61,1.6537,0.9625,1000.0046,smooth_accel_decel,2,139.56,36.72
1595,3486962,0.0653,0.0493,0.9655,0.2362,0.2537,0.3587,1000.0054,smooth_accel_decel,2,139.62,36.78
1596,3487022,0.0766,0.0127,1.1774,0.3325,-4.48,-0.9975,1000.0173,smooth_accel_decel,2,139.68,36.84
1597,3487082,-0.0237,-0.1711,0.8541,3.955,0.3325,-0.6125,1000.0378,smooth_accel_decel,2,139.74,36.9
1598,3487142,0.0669,-0.1081,0.9784,3.1762,-2.065,0.2887,1000.04,smooth_accel_decel,2,139.8,36.96
1599,3487202,0.2416,0.0282,1.1212,-0.14,-2.2838,0.5775,1000.0522,smooth_accel_decel,2,139.86,37.02
1600,3487262,0.083,0.0098,0.9172,2.4062,0.1138,0.0,1000.0425,smooth_accel_decel,2,139.92,37.08
1601,3487322,0.1786,0.04,0.9683,-4.5938,2.0475,0.1488,999.9929,smooth_accel_decel,2,139.98,37.14
1602,3487382,0.1394,0.0418,1.165,-2.0825,1.8112,0.7437,999.9941,smooth_accel_decel,2,140.04,37.2
1603,3487442,0.059,0.0198,0.9213,0.1838,0.98,-0.0525,1000.0088,smooth_accel_decel,2,140.1,37.26
1604,3487502,0.1108,-0.0723,1.0033,0.1225,-1.1988,-0.2713,999.9973,smooth_accel_decel,2,140.16,37.32
1605,3487562,0.0429,0.0544,0.9127,3.5,-2.6775,-0.0437,1000.0173,smooth_accel_decel,2,140.22,37.38
1606,3487622,0.0661,0.0766,1.0372,0.9975,0.455,0.175,1000.0337,smooth_accel_decel,2,140.28,37.44
1607,3487682,0.0403,-0.0817,1.0072,1.6625,0.2188,0.175,1000.0269,smooth_accel_decel,2,140.34,37.5
1608,3487742,0.0129,0.0844,0.8748,-1.82,1.2687,0.105,1000.0288,smooth_accel_decel,2,140.4,37.56
1609,3487802,-0.0232,-0.0193,0.7993,-1.6187,0.4988,0.42,1000.0327,smooth_accel_decel,2,140.46,37.62
1610,3487862,0.1705,0.0566,1.1675,0.6825,-3.6137,-0.0525,1000.0479,smooth_accel_decel,2,140.52,37.68
1611,3487922,0.1101,-0.0475,1.0103,4.06,-0.21,-0.1488,1000.072,smooth_accel_decel,2,140.58,37.74
1612,3487982,0.0644,-0.0034,0.7935,0.1488,-4.6988,-0.1838,1000.0657,smooth_accel_decel,2,140.64,37.8
1613,3488042,0.0332,-0.1022,0.7484,-1.9775,0.9538,0.4988,1000.0652,smooth_accel_decel,2,140.7,37.86
1614,3488102,0.082,-0.0366,1.1289,0.07,2.1525,0.7875,1000.0571,smooth_accel_decel,2,140.76,37.92
1615,3488162,0.094,-0.0518,1.0009,-1.4088,0.9975,0.4288,1000.1001,smooth_accel_decel,2,140.82,37.98
1616,3488222,0.114,0.0295,1.0246,-0.8487,-0.6913,0.1312,1000.0874,smooth_accel_decel,2,140.88,38.04
1617,3488282,0.0426,0.035,0.881,0.2625,-1.4612,0.0262,1000.093,smooth_accel_decel,2,140.94,38.1
1618,3488342,0.0102,-0.0447,0.9277,-0.4725,2.3187,-0.1838,1000.1182,smooth_accel_decel,2,141.0,38.16
1619,3488402,0.0263,0.0196,0.9143,0.5075,1.5137,-0.1138,1000.1045,smooth_accel_decel,2,141.06,38.22
1620,3488462,0.1112,-0.0088,1.0607,0.7525,0.14,-0.14,1000.113,smooth_accel_decel,2,141.12,38.28
1621,3488522,0.0436,-0.0778,0.9296,0.2362,1.2075,-0.665,1000.1262,smooth_accel_decel,2,141.18,38.34
1622,3488582,0.099,0.0544,0.9074,0.3063,-2.1875,-1.2513,1000.1284,smooth_accel_decel,2,141.24,38.4
1623,3488642,0.0972,-0.031,1.0353,-2.6163,-0.28,-0.0088,1000.1145,smooth_accel_decel,2,141.3,38.46
1624,3488702,0.0059,0.1166,0.8591,1.75,-1.3475,0.2537,1000.1335,smooth_accel_decel,2,141.36,38.52
1625,3488762,0.0622,-0.0639,1.0169,1.3475,0.7088,-0.1312,1000.1348,smooth_accel_decel,2,141.42,38.58
1626,3488822,-0.0532,-0.0509,0.7423,1.1725,-0.035,-0.9975,1000.1221,smooth_accel_decel,2,141.48,38.64
1627,3488882,0.1557,0.0715,1.1295,0.385,0.1312,-0.5688,1000.123,smooth_accel_decel,2,141.54,38.7
1628,3488942,0.0127,-0.034,0.822,-0.0175,-1.9162,-0.315,1000.1304,smooth_accel_decel,2,141.6,38.76
1629,3489002,0.059,-0.0407,1.03,1.3737,0.735,-0.4725,1000.1409,smooth_accel_decel,2,141.66,38.82
1630,3489062,0.084,0.0115,0.9312,1.8112,-2.8612,-0.1225,1000.1431,smooth_accel_decel,2,141.72,38.88
1631,3489122,0.0694,0.0794,0.9489,-0.0262,0.0787,0.0613,1000.1355,smooth_accel_decel,2,141.78,38.94
1632,3489182,0.0425,-0.044,1.008,0.2625,0.7175,-0.0262,1000.1399,smooth_accel_decel,2,141.84,39.0
1633,3489242,0.0531,0.0822,0.9731,0.4638,-1.435,-0.0962,1000.1509,smooth_accel_decel,2,141.9,39.06
1634,3489302,0.1037,-0.0323,1.2964,0.7525,0.1488,-0.35,1000.1409,smooth_accel_decel,2,141.96,39.12
1635,3489362,0.0429,-0.0317,1.1505,1.645,0.8925,-0.2275,1000.1479,smooth_accel_decel,2,142.02,39.18
1636,3489422,-0.0554,-0.019,0.8054,2.3537,0.0262,0.2013,1000.1033,smooth_accel_decel,2,142.08,39.24
1637,3489482,0.0137,-0.002,0.8889,-0.0962,0.8662,0.3675,1000.0959,smooth_accel_decel,2,142.14,39.3
1638,3489542,0.0649,0.1679,1.0277,3.045,-0.77,0.2362,1000.1025,smooth_accel_decel,2,142.2,39.36
1639,3489602,0.0866,-0.0032,1.0531,-1.3737,-0.0613,-0.21,1000.1155,smooth_accel_decel,2,142.26,39.42
1640,3489662,0.0776,0.1015,0.9418,-2.835,0.3237,-0.5075,1000.1226,smooth_accel_decel,2,142.32,39.48
1641,3489722,0.0364,-0.0775,0.8811,1.4875,-0.2275,-1.26,1000.1462,smooth_accel_decel,2,142.38,39.54
1642,3489782,0.0308,0.0224,1.0131,1.96,2.4938,-0.49,1000.1426,smooth_accel_decel,2,142.44,39.6
1643,3489842,0.1022,0.1638,1.0558,2.9488,-2.555,-1.7062,1000.1477,smooth_accel_decel,2,142.5,39.66
1644,3489902,0.0592,0.0342,1.1084,3.2725,3.4913,-0.5163,1000.1296,smooth_accel_decel,2,142.56,39.72
1645,3489962,0.0261,-0.0136,0.8362,1.05,0.175,-1.2862,1000.1309,smooth_accel_decel,2,142.62,39.78
1646,3490022,0.0827,0.095,1.0438,-0.5775,1.0938,-2.0387,1000.127,smooth_accel_decel,2,142.68,39.84
1647,3490082,0.1872,0.0813,1.1638,3.4475,0.4812,-1.5488,1000.1321,smooth_accel_decel,2,142.74,39.9
1648,3490142,0.1228,0.0725,1.0807,-2.5375,-0.8225,-1.085,1000.1072,smooth_accel_decel,2,142.8,39.96
1649,3490202,0.0664,0.031,1.0487,-2.415,1.8375,-0.7788,1000.1116,smooth_accel_decel,2,142.86,40.02
1650,3490262,0.0624,-0.03,0.8306,1.2425,0.5075,-1.05,1000.1467,smooth_accel_decel,2,142.92,40.08
1651,3490322,0.0761,-0.0418,0.9645,-1.0063,-1.1812,-1.5662,1000.1394,smooth_accel_decel,2,142.98,40.14
1652,3490382,0.064,0.0014,0.9909,2.03,-0.455,-1.435,1000.1531,smooth_accel_decel,2,143.04,40.2
1653,3490442,0.0694,0.0938,0.9921,-0.9362,-1.1988,-0.875,1000.1438,smooth_accel_decel,2,143.1,40.26
1654,3490502,0.0205,-0.0022,0.997,1.9162,-2.7213,-0.945,1000.144,smooth_accel_decel,2,143.16,40.32
1655,3490562,0.0646,0.103,1.0451,-0.7,1.3125,-1.1287,1000.1418,smooth_accel_decel,2,143.22,40.38
1656,3490622,0.0517,0.0383,0.9326,-1.19,-0.0437,-1.8025,1000.1482,smooth_accel_decel,2,143.28,40.44
1657,3490682,0.0546,-0.0629,1.016,0.8662,-0.7962,-1.225,1000.1538,smooth_accel_decel,2,143.34,40.5
1658,3490742,-0.1022,-0.08,0.7574,-0.735,2.1525,-0.6037,1000.1416,smooth_accel_decel,2,143.4,40.56
1659,3490802,0.101,-0.0613,1.0292,-1.8025,0.5863,-0.665,1000.1538,smooth_accel_decel,2,143.46,40.62
1660,3490862,0.0841,0.1291,1.1212,-2.9488,0.3938,-0.9013,1000.1565,smooth_accel_decel,2,143.52,40.68
1661,3490922,0.1017,0.0735,1.0739,1.6187,0.8313,-1.6625,1000.1423,smooth_accel_decel,2,143.58,40.74
1662,3490982,0.0708,-0.1101,1.0049,-0.2975,-1.0938,-0.7875,1000.1418,smooth_accel_decel,2,143.64,40.8
1663,3491042,0.1191,0.1781,1.1158,3.57,1.1988,-0.8138,1000.1548,smooth_accel_decel,2,143.7,40.86
1664,3491102,0.0512,-0.0307,1.0192,-0.84,-0.9975,-0.455,1000.1514,smooth_accel_decel,2,143.76,40.92
1665,3491162,0.0693,0.0874,1.0699,0.8662,0.8662,-0.9625,1000.1482,smooth_accel_decel,2,143.82,40.98
1666,3491222,0.1095,-0.0553,1.0236,-2.1263,1.295,-0.8138,1000.1543,smooth_accel_decel,2,143.88,41.04
1667,3491282,0.1244,0.0654,1.0175,-0.3325,-1.7325,-1.2337,1000.1602,smooth_accel_decel,2,143.94,41.1
1668,3491342,0.1691,0.0008,1.1197,2.0563,-1.2162,-1.1287,1000.1589,smooth_accel_decel,2,144.0,41.16
1669,3491402,0.1257,-0.0463,0.938,-0.2975,-0.2537,-1.1025,1000.1677,smooth_accel_decel,2,144.06,41.22
1670,3491462,0.0956,0.0676,0.8367,-0.3237,-1.8813,-0.3237,1000.1692,smooth_accel_decel,2,144.12,41.28
1671,3491522,0.0586,-0.0265,0.824,-2.065,1.2775,-0.1925,1000.1814,smooth_accel_decel,2,144.18,41.34
1672,3491582,0.1269,0.0027,0.9997,-1.4,-0.3762,-1.1638,1000.1738,smooth_accel_decel,2,144.24,41.4
1673,3491642,0.1405,-0.0081,1.0399,0.8138,0.175,-1.3737,1000.208,smooth_accel_decel,2,144.3,41.46
1674,3491702,0.1054,-0.0485,1.0046,1.7763,-1.4787,-1.4438,1000.2073,smooth_accel_decel,2,144.36,41.52
1675,3491762,0.0897,0.0232,0.9162,0.5688,-0.385,-0.7262,1000.2197,smooth_accel_decel,2,144.42,41.58
1676,3491822,0.1681,-0.0409,0.9235,2.2575,-0.6737,-0.6825,1000.2192,smooth_accel_decel,2,144.48,41.64
1677,3491882,0.1549,-0.024,0.9597,-1.61,-0.3938,-0.5775,1000.2251,smooth_accel_decel,2,144.54,41.7
1678,3491942,0.1066,0.0692,0.9941,-1.0588,2.7738,-0.3237,1000.207,smooth_accel_decel,2,144.6,41.76
1679,3492002,0.1774,0.0183,0.9933,-3.4825,0.42,-0.9712,1000.2253,smooth_accel_decel,2,144.66,41.82
1680,3492062,0.1491,0.014,1.0284,-1.9775,-1.2513,-1.5312,1000.2393,smooth_accel_decel,2,144.72,41.88
1681,3492122,0.1206,-0.0824,1.0224,-0.3762,0.2625,-1.3825,1000.2402,smooth_accel_decel,2,144.78,41.94
1682,3492182,0.1322,-0.0076,0.9572,-0.5775,-0.4638,-1.33,1000.2444,smooth_accel_decel,2,144.84,42.0
1683,3492242,0.1245,-0.0234,0.9816,0.28,-0.3413,0.63,1000.2373,smooth_accel_decel,2,144.9,42.06
1684,3492302,0.1442,0.1379,1.0419,-3.5525,0.035,-0.1663,1000.2314,smooth_accel_decel,2,144.96,42.12
1685,3492362,0.0874,-0.0115,1.1142,0.56,1.54,-0.8138,1000.2471,smooth_accel_decel,2,145.02,42.18
1686,3492422,0.0898,-0.0476,0.9885,1.2687,0.9887,-0.5512,1000.2546,smooth_accel_decel,2,145.08,42.24
1687,3492482,0.1139,-0.072,0.9736,-1.645,0.2625,-0.4025,1000.2676,smooth_accel_decel,2,145.14,42.3
1688,3492542,0.141,0.0081,1.1022,0.2013,-0.8313,1.5838,1000.2588,smooth_accel_decel,2,145.2,42.36
1689,3492602,0.1768,0.0127,1.0214,-2.5812,0.6212,1.9338,1000.2644,smooth_accel_decel,2,145.26,42.42
1690,3504902,-0.1205,0.0525,1.0025,1.0237,-0.1663,1.015,1000.4094,smooth_accel_decel,3,157.56,0.0
1691,3504962,-0.1039,0.0566,1.015,0.91,0.035,0.455,1000.4165,smooth_accel_decel,3,157.62,0.06
1692,3505022,-0.1105,0.0488,1.0094,0.5075,0.0437,-0.3587,1000.4102,smooth_accel_decel,3,157.68,0.12
1693,3505082,-0.0298,0.0314,1.0081,0.3587,-0.4988,-0.4462,1000.4148,smooth_accel_decel,3,157.74,0.18
1694,3505142,0.0296,0.0178,0.9755,-0.6562,-0.84,-0.3413,1000.4133,smooth_accel_decel,3,157.8,0.24
1695,3505202,0.067,0.0098,0.9866,-0.5775,-0.525,0.0088,1000.4036,smooth_accel_decel,3,157.86,0.3
1696,3505262,0.0429,-0.0083,1.0148,0.5863,-0.525,0.035,1000.4175,smooth_accel_decel,3,157.92,0.36
1697,3505322,0.0268,0.0166,1.0216,0.735,-0.8575,-0.455,1000.4207,smooth_accel_decel,3,157.98,0.42
1698,3505382,-0.0093,0.04,1.0406,1.4,-0.6562,-0.6212,1000.4133,smooth_accel_decel,3,158.04,0.48
1699,3505442,-0.065,0.0129,1.0011,1.2162,0.7613,-0.2188,1000.4253,smooth_accel_decel,3,158.1,0.54
1700,3505502,0.0178,0.0525,1.0336,0.63,-1.1638,-0.2625,1000.4216,smooth_accel_decel,3,158.16,0.6
1701,3505562,0.0195,-0.0196,1.0271,1.015,-0.945,-0.175,1000.4104,smooth_accel_decel,3,158.22,0.66
1702,3505622,0.0273,0.0035,0.9945,0.7437,0.0962,-0.3413,1000.4182,smooth_accel_decel,3,158.28,0.72
1703,3505682,0.0112,0.0112,1.0085,0.4462,-0.2362,-0.4725,1000.4158,smooth_accel_decel,3,158.34,0.78
1704,3505742,-0.0061,0.024,1.0096,0.4375,-0.1838,-0.28,1000.4175,smooth_accel_decel,3,158.4,0.84
1705,3505802,-0.0073,0.0082,0.9909,0.28,-0.0088,0.0262,1000.4153,smooth_accel_decel,3,158.46,0.9
1706,3505862,0.0144,0.0168,0.9961,0.49,-0.49,0.0175,1000.4128,smooth_accel_decel,3,158.52,0.96
1707,3505922,0.0198,0.0161,1.0002,0.7875,-0.1838,-0.2362,1000.4172,smooth_accel_decel,3,158.58,1.02
1708,3505982,0.0183,0.028,1.0016,0.9275,-0.1488,-0.1925,1000.4229,smooth_accel_decel,3,158.64,1.08
1709,3506042,-0.0008,0.0288,1.0075,0.8838,0.3413,-0.2362,1000.418,smooth_accel_decel,3,158.7,1.14
1710,3506102,0.0039,0.0237,1.0045,0.5775,-0.14,-0.1575,1000.4182,smooth_accel_decel,3,158.76,1.2
1711,3506162,0.0054,0.0145,0.9963,0.1925,-0.3325,-0.2188,1000.4268,smooth_accel_decel,3,158.82,1.26
1712,3506222,0.0427,0.0382,1.007,1.0588,-0.91,-0.3675,1000.418,smooth_accel_decel,3,158.88,1.32
1713,3506282,0.0188,0.0204,1.038,1.1988,-0.14,-0.0437,1000.4238,smooth_accel_decel,3,158.94,1.38
1714,3506342,0.0068,0.0215,0.9936,0.7088,-0.2013,-0.1925,1000.415,smooth_accel_decel,3,159.0,1.44
1715,3506402,0.0059,0.0315,1.0058,0.7175,-0.28,-0.2713,1000.4197,smooth_accel_decel,3,159.06,1.5
1716,3506462,0.0114,0.0271,1.0009,0.6212,-0.245,-0.2713,1000.4131,smooth_accel_decel,3,159.12,1.56
1717,3506522,0.0159,0.02,1.0138,0.7175,-0.1838,-0.1838,1000.4136,smooth_accel_decel,3,159.18,1.62
1718,3506582,0.011,0.0163,1.0053,0.6125,-0.315,-0.2625,1000.4177,smooth_accel_decel,3,159.24,1.68
1719,3506642,0.0008,0.0176,1.0067,0.7525,-0.0262,-0.3063,1000.4158,smooth_accel_decel,3,159.3,1.74
1720,3506702,0.0027,0.0204,0.9821,0.2975,0.4638,-0.3762,1000.4126,smooth_accel_decel,3,159.36,1.8
1721,3506762,-0.0349,0.031,1.0014,0.4988,0.0787,-0.525,1000.4126,smooth_accel_decel,3,159.42,1.86
1722,3506822,-0.0381,0.0264,1.0122,0.8225,0.4638,-0.6125,1000.4292,smooth_accel_decel,3,159.48,1.92
1723,3506882,-0.0645,0.0229,0.9984,-0.0175,0.2887,-0.6212,1000.4104,smooth_accel_decel,3,159.54,1.98
1724,3506942,-0.0661,0.0293,0.9806,0.2275,0.175,-0.805,1000.4165,smooth_accel_decel,3,159.6,2.04
1725,3507002,-0.0493,0.0268,1.0119,0.6125,0.0875,-0.8662,1000.4136,smooth_accel_decel,3,159.66,2.1
1726,3507062,-0.0659,0.0268,0.9816,0.6825,-0.7,-1.2513,1000.4221,smooth_accel_decel,3,159.72,2.16
1727,3507122,-0.0511,0.01,1.0007,0.7175,0.1225,-0.9887,1000.4182,smooth_accel_decel,3,159.78,2.22
1728,3507182,-0.0752,0.0032,0.9538,0.7613,-0.945,-1.2687,1000.4209,smooth_accel_decel,3,159.84,2.28
1729,3507242,-0.0587,0.0004,1.0017,0.4725,-0.945,-0.9712,1000.4268,smooth_accel_decel,3,159.9,2.34
1730,3507302,-0.0522,0.0248,0.9955,0.8838,-0.35,-0.8838,1000.4287,smooth_accel_decel,3,159.96,2.4
1731,3507362,-0.0498,0.0078,1.0128,1.015,-0.0437,-0.5075,1000.4148,smooth_accel_decel,3,160.02,2.46
1732,3507422,-0.055,-0.0347,0.9999,0.1575,-0.7525,-0.2362,1000.4146,smooth_accel_decel,3,160.08,2.52
1733,3507482,-0.0591,0.0292,0.9792,0.63,-0.0613,-0.3413,1000.4199,smooth_accel_decel,3,160.14,2.58
1734,3507542,-0.0464,0.0228,1.0233,1.505,0.0175,0.28,1000.4287,smooth_accel_decel,3,160.2,2.64
1735,3507602,-0.0579,0.0204,0.9777,0.5863,0.3587,0.1488,1000.4155,smooth_accel_decel,3,160.26,2.7
1736,3507662,-0.0517,0.0015,1.0126,0.6737,-0.245,0.4725,1000.4131,smooth_accel_decel,3,160.32,2.76
1737,3507722,-0.0493,0.0309,1.0234,1.085,-0.1312,0.4025,1000.4048,smooth_accel_decel,3,160.38,2.82
1738,3507782,-0.0465,0.0093,1.0023,0.6388,-0.3938,0.3063,1000.415,smooth_accel_decel,3,160.44,2.88
1739,3507842,-0.0493,0.0215,1.0058,0.3325,-1.05,0.2975,1000.4119,smooth_accel_decel,3,160.5,2.94
1740,3507902,-0.0459,0.0156,1.0033,0.3063,-0.5337,0.245,1000.4146,smooth_accel_decel,3,160.56,3.0
1741,3507962,-0.0439,0.012,0.9994,0.4375,-0.455,0.3237,1000.4114,smooth_accel_decel,3,160.62,3.06
1742,3508022,-0.0386,0.0173,1.0036,0.735,-0.2887,0.3325,1000.4167,smooth_accel_decel,3,160.68,3.12
1743,3508082,-0.0346,0.0174,1.0075,1.19,-0.4112,0.2887,1000.4197,smooth_accel_decel,3,160.74,3.18
1744,3508142,-0.0342,0.0112,0.9975,0.8925,-0.2713,0.4375,1000.4248,smooth_accel_decel,3,160.8,3.24
1745,3508202,-0.031,0.0249,1.0092,0.8225,-0.1225,0.4462,1000.4102,smooth_accel_decel,3,160.86,3.3
1746,3508262,-0.029,0.0219,1.0058,0.7262,-0.21,0.2975,1000.4224,smooth_accel_decel,3,160.92,3.36
1747,3508322,-0.0332,0.0173,1.0058,0.6825,-0.28,0.1838,1000.4204,smooth_accel_decel,3,160.98,3.42
1748,3508382,-0.0337,0.0001,0.998,0.7088,-0.2975,0.3587,1000.4229,smooth_accel_decel,3,161.04,3.48
1749,3508442,-0.0326,0.0158,1.0114,0.5688,-0.2975,0.5163,1000.4116,smooth_accel_decel,3,161.1,3.54
1750,3508502,-0.0325,0.0046,1.0099,0.6388,-0.3237,0.6913,1000.4136,smooth_accel_decel,3,161.16,3.6
1751,3508562,-0.0367,0.0134,1.017,0.7613,-0.2275,0.6562,1000.417,smooth_accel_decel,3,161.22,3.66
1752,3508622,-0.0617,0.0144,0.9862,0.665,-0.2975,0.49,1000.4128,smooth_accel_decel,3,161.28,3.72
1753,3508682,-0.0456,0.031,0.9965,0.6475,-0.2625,0.3675,1000.4163,smooth_accel_decel,3,161.34,3.78
1754,3508742,-0.0667,0.0087,1.0143,0.7613,0.0262,0.525,1000.4226,smooth_accel_decel,3,161.4,3.84
1755,3508802,-0.0966,0.0213,1.0116,0.49,0.245,0.6388,1000.4211,smooth_accel_decel,3,161.46,3.9
1756,3508862,-0.102,0.0346,1.0058,0.7788,0.4638,0.6475,1000.4153,smooth_accel_decel,3,161.52,3.96
1757,3508922,-0.1269,0.0193,0.9956,0.7,0.84,0.7,1000.4104,smooth_accel_decel,3,161.58,4.02
1758,3508982,-0.1337,0.0115,0.9959,0.7962,0.28,0.5163,1000.4165,smooth_accel_decel,3,161.64,4.08
1759,3509042,-0.1376,0.042,1.009,0.4375,0.14,0.5863,1000.4126,smooth_accel_decel,3,161.7,4.14
1760,3509102,-0.142,0.022,1.0014,0.5425,-0.1925,0.9975,1000.4185,smooth_accel_decel,3,161.76,4.2
1761,3509162,-0.1444,0.0415,0.9944,0.1575,-0.315,0.91,1000.4165,smooth_accel_decel,3,161.82,4.26
1762,3509222,-0.1243,0.0317,1.0106,0.4288,-0.385,0.9887,1000.4192,smooth_accel_decel,3,161.88,4.32
1763,3509282,-0.1322,-0.0025,1.0063,0.21,-0.4025,0.9625,1000.4128,smooth_accel_decel,3,161.94,4.38
1764,3509342,-0.1464,-0.0064,1.0024,0.4112,-0.5337,0.9013,1000.4187,smooth_accel_decel,3,162.0,4.44
1765,3509402,-0.1278,0.0567,1.0139,1.5488,-0.5512,0.7262,1000.4116,smooth_accel_decel,3,162.06,4.5
1766,3509462,-0.1039,-0.0115,1.0221,1.6187,-0.2625,1.33,1000.4104,smooth_accel_decel,3,162.12,4.56
1767,3509522,-0.1401,0.0579,1.0089,1.7587,-0.6212,1.3737,1000.4089,smooth_accel_decel,3,162.18,4.62
1768,3509582,-0.1472,-0.0124,1.006,1.1638,-0.3587,1.3737,1000.394,smooth_accel_decel,3,162.24,4.68
1769,3509642,-0.1479,0.021,0.974,0.875,-0.4462,1.6275,1000.3999,smooth_accel_decel,3,162.3,4.74
1770,3509702,-0.1385,0.0092,1.0004,-0.2537,-0.63,1.6625,1000.4084,smooth_accel_decel,3,162.36,4.8
1771,3509762,-0.1161,-0.0032,1.0066,0.2975,-0.5163,1.4438,1000.4011,smooth_accel_decel,3,162.42,4.86
1772,3509822,-0.1171,0.0517,1.0187,-1.26,-0.035,1.295,1000.4084,smooth_accel_decel,3,162.48,4.92
1773,3509882,-0.1584,-0.0295,0.9955,-0.4112,0.07,1.4963,1000.3965,smooth_accel_decel,3,162.54,4.98
1774,3509942,-0.1562,0.0276,1.0432,-0.8575,-0.1575,1.61,1000.406,smooth_accel_decel,3,162.6,5.04
1775,3510002,-0.1354,-0.0156,1.0008,0.4638,-1.6537,1.3913,1000.4006,smooth_accel_decel,3,162.66,5.1
1776,3510062,-0.1307,-0.0473,1.0063,0.4725,0.2188,1.61,1000.4067,smooth_accel_decel,3,162.72,5.16
1777,3510122,-0.1586,-0.0083,0.9518,1.6363,-0.4638,1.7325,1000.3943,smooth_accel_decel,3,162.78,5.22
1778,3510182,-0.142,-0.0241,0.9843,1.8725,0.42,2.1175,1000.4004,smooth_accel_decel,3,162.84,5.28
1779,3510242,-0.1651,0.019,0.9909,0.9712,-0.2713,1.9775,1000.3923,smooth_accel_decel,3,162.9,5.34
1780,3510302,-0.1208,0.0369,0.9606,0.6212,-1.1638,1.715,1000.3938,smooth_accel_decel,3,162.96,5.4
1781,3510362,-0.1568,0.0217,0.9836,-0.0262,-0.2975,1.5925,1000.3945,smooth_accel_decel,3,163.02,5.46
1782,3510422,-0.1655,0.0102,1.0108,1.7763,0.3587,1.6625,1000.3792,smooth_accel_decel,3,163.08,5.52
1783,3510482,-0.1666,0.0203,0.9692,-0.2625,-0.0262,1.0412,1000.3992,smooth_accel_decel,3,163.14,5.58
1784,3510542,-0.0796,-0.0364,0.9892,-0.0262,-0.8575,1.4262,1000.3811,smooth_accel_decel,3,163.2,5.64
1785,3510602,-0.1269,0.0456,1.0675,1.6888,1.3212,1.6275,1000.3948,smooth_accel_decel,3,163.26,5.7
1786,3510662,-0.1291,0.0419,1.0346,0.9712,1.1812,1.4612,1000.3779,smooth_accel_decel,3,163.32,5.76
1787,3510722,-0.1371,0.0171,0.9755,0.0437,0.035,1.3212,1000.3831,smooth_accel_decel,3,163.38,5.82
1788,3510782,-0.1663,0.0066,0.9628,0.7088,-1.0237,1.2687,1000.3833,smooth_accel_decel,3,163.44,5.88
1789,3510842,-0.1386,0.032,1.0775,-0.3325,0.945,0.9013,1000.3752,smooth_accel_decel,3,163.5,5.94
1790,3510902,-0.1684,-0.0598,1.0186,0.5425,0.665,0.4375,1000.3589,smooth_accel_decel,3,163.56,6.0
1791,3510962,-0.1347,0.0268,1.0101,1.82,-2.7475,0.7175,1000.3684,smooth_accel_decel,3,163.62,6.06
1792,3511022,-0.1127,0.034,0.9689,0.3325,0.4375,0.7875,1000.3406,smooth_accel_decel,3,163.68,6.12
1793,3511082,-0.1174,0.0115,1.0443,0.4288,-1.0588,1.0938,1000.3303,smooth_accel_decel,3,163.74,6.18
1794,3511142,-0.1281,0.0542,1.0128,0.245,0.9975,0.6913,1000.3323,smooth_accel_decel,3,163.8,6.24
1795,3511202,-0.1113,0.0234,0.9684,-0.3325,-1.19,0.875,1000.3472,smooth_accel_decel,3,163.86,6.3
1796,3511262,-0.1651,0.0232,0.9584,0.105,-0.735,0.7525,1000.3391,smooth_accel_decel,3,163.92,6.36
1797,3511322,-0.1149,0.0129,1.0011,-1.33,-0.2713,1.1025,1000.3401,smooth_accel_decel,3,163.98,6.42
1798,3511382,-0.0766,-0.0115,1.0461,0.4462,-0.7175,1.4875,1000.3625,smooth_accel_decel,3,164.04,6.48
1799,3511442,-0.1386,0.023,0.9504,-0.4812,-1.8987,0.7525,1000.354,smooth_accel_decel,3,164.1,6.54
1800,3511502,-0.1834,-0.057,0.9592,-0.3675,0.0613,0.7437,1000.3745,smooth_accel_decel,3,164.16,6.6
1801,3511562,-0.1918,0.0673,0.9018,0.7962,0.3587,0.3413,1000.3745,smooth_accel_decel,3,164.22,6.66
