index,timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target,segment_id,time_sec,segment_time_sec
2638,3581402,0.1276,0.2011,1.1512,2.1875,0.5075,-0.175,999.9919,smooth_accel_decel,4,234.06,21.96
2639,3581462,0.0337,0.0854,0.8935,1.0762,-0.9362,0.0,999.9888,smooth_accel_decel,4,234.12,22.02
2640,3581522,0.0095,-0.0434,0.9416,0.1312,3.22,-0.2713,999.9939,smooth_accel_decel,4,234.18,22.08
2641,3581582,0.0152,0.0174,0.9221,-0.56,0.2275,-0.4025,999.999,smooth_accel_decel,4,234.24,22.14
2642,3581642,0.0978,0.0703,1.0468,0.595,0.0175,0.175,1000.0132,smooth_accel_decel,4,234.3,22.2
2643,3581702,0.0715,-0.0459,1.1619,0.5512,1.995,-0.2975,1000.0356,smooth_accel_decel,4,234.36,22.26
2644,3581762,0.1147,0.0245,1.0865,-0.7525,0.4375,0.1925,1000.0398,smooth_accel_decel,4,234.42,22.32
2645,3581822,0.1067,0.0383,1.0826,2.1437,1.1638,0.6913,1000.0261,smooth_accel_decel,4,234.48,22.38
2646,3581882,0.1038,-0.0407,1.0265,0.2013,1.365,0.3063,1000.0146,smooth_accel_decel,4,234.54,22.44
2647,3581942,0.0256,-0.1118,0.7776,1.7763,-2.3625,0.3938,999.9922,smooth_accel_decel,4,234.6,22.5
2648,3582002,0.0147,-0.0348,0.9453,0.8575,2.555,1.0762,999.9941,smooth_accel_decel,4,234.66,22.56
2649,3582062,0.1329,0.0464,1.054,-1.7763,-0.0962,-0.0175,1000.0044,smooth_accel_decel,4,234.72,22.62
2650,3582122,0.2018,0.0774,1.2708,2.415,-0.8225,0.105,999.9973,smooth_accel_decel,4,234.78,22.68
2651,3582182,0.1426,-0.0902,1.1009,-4.025,5.495,-0.2537,999.9905,smooth_accel_decel,4,234.84,22.74
2652,3582242,0.0554,-0.0097,0.8282,-0.735,-2.3275,0.4638,1000.0046,smooth_accel_decel,4,234.9,22.8
2653,3582302,-0.0581,-0.1449,0.8738,1.1287,0.385,0.6388,999.9978,smooth_accel_decel,4,234.96,22.86
2654,3582362,0.0337,0.0644,0.8518,1.5137,-0.3587,-0.35,999.9905,smooth_accel_decel,4,235.02,22.92
2655,3582422,0.0619,0.0207,1.0058,1.2337,2.1962,0.0787,999.9995,smooth_accel_decel,4,235.08,22.98
2656,3582482,0.1069,0.0303,0.9636,1.3038,-1.7413,0.84,1000.0154,smooth_accel_decel,4,235.14,23.04
2657,3582542,0.091,0.1549,1.0058,-0.84,3.4037,0.35,1000.0283,smooth_accel_decel,4,235.2,23.1
2658,3582602,0.0354,-0.0539,1.0879,0.8925,1.8025,0.0787,1000.0222,smooth_accel_decel,4,235.26,23.16
2659,3582662,0.0681,0.0156,0.9429,-1.9162,-0.1312,0.4725,1000.0505,smooth_accel_decel,4,235.32,23.22
2660,3582722,0.1893,0.0545,1.1112,1.9512,-1.3212,0.9538,1000.0571,smooth_accel_decel,4,235.38,23.28
2661,3582782,0.1049,0.0508,0.8762,-0.875,-4.795,0.1138,1000.041,smooth_accel_decel,4,235.44,23.34
2662,3582842,0.0573,0.1174,0.9787,1.2425,0.1838,-0.2188,1000.0439,smooth_accel_decel,4,235.5,23.4
2663,3582902,0.1513,0.0693,1.1066,0.2013,-0.2362,-0.2975,1000.052,smooth_accel_decel,4,235.56,23.46
2664,3582962,0.0266,-0.0614,0.9499,-1.5137,1.1988,-0.2887,1000.0466,smooth_accel_decel,4,235.62,23.52
2665,3583022,0.0281,-0.0131,0.9379,0.8662,-1.1113,0.2188,1000.0637,smooth_accel_decel,4,235.68,23.58
2666,3583082,0.0212,-0.07,0.9736,1.8025,-0.945,-0.0875,1000.072,smooth_accel_decel,4,235.74,23.64
2667,3583142,0.0242,-0.0073,0.9268,2.2225,0.8487,0.5163,1000.0681,smooth_accel_decel,4,235.8,23.7
2668,3583202,0.1472,0.0893,0.9712,0.0962,-1.1025,0.1312,1000.0786,smooth_accel_decel,4,235.86,23.76
2669,3583262,0.1129,0.0461,1.1287,-0.3237,0.805,0.4812,1000.0811,smooth_accel_decel,4,235.92,23.82
2670,3583322,0.0959,-0.1224,0.8089,-2.3363,2.555,-0.2537,1000.0784,smooth_accel_decel,4,235.98,23.88
2671,3583382,0.078,-0.003,0.9726,-0.7262,-1.295,0.4725,1000.0698,smooth_accel_decel,4,236.04,23.94
2672,3583442,0.0444,-0.0625,0.9716,0.1225,1.6187,-0.175,1000.0803,smooth_accel_decel,4,236.1,24.0
2673,3583502,0.0038,-0.0163,0.9552,1.1287,1.19,0.3938,1000.0759,smooth_accel_decel,4,236.16,24.06
2674,3583562,0.0563,0.0315,0.8006,-0.8225,-0.0613,0.6475,1000.0808,smooth_accel_decel,4,236.22,24.12
2675,3583622,0.0551,0.0034,0.9419,1.4612,-0.6212,-0.07,1000.0808,smooth_accel_decel,4,236.28,24.18
2676,3583682,0.108,-0.0217,1.1143,0.6125,0.8662,-0.3413,1000.0786,smooth_accel_decel,4,236.34,24.24
2677,3583742,0.0988,0.0354,1.1192,-0.6913,2.135,-0.1225,1000.0686,smooth_accel_decel,4,236.4,24.3
2678,3583802,0.0905,-0.0017,0.9442,-1.155,-0.07,-0.4375,1000.0532,smooth_accel_decel,4,236.46,24.36
2679,3583862,0.1135,0.0634,1.1466,0.0875,0.3237,0.4112,1000.0659,smooth_accel_decel,4,236.52,24.42
2680,3583922,0.0359,0.0154,0.9297,0.4288,-1.3475,-0.07,1000.0686,smooth_accel_decel,4,236.58,24.48
2681,3583982,0.125,-0.0486,1.0355,1.295,-1.8637,0.5688,1000.0688,smooth_accel_decel,4,236.64,24.54
2682,3584042,0.0415,-0.0351,0.9799,0.5512,-1.435,-0.2275,1000.0566,smooth_accel_decel,4,236.7,24.6
2683,3584102,0.0832,-0.0085,1.0061,0.105,-2.1263,0.0175,1000.0505,smooth_accel_decel,4,236.76,24.66
2684,3584162,0.1083,-0.0256,0.9174,1.9512,3.92,0.5512,1000.0674,smooth_accel_decel,4,236.82,24.72
2685,3584222,-0.0063,-0.0412,0.9157,-0.245,-0.4462,-0.2013,1000.0664,smooth_accel_decel,4,236.88,24.78
2686,3584282,0.1296,0.0813,1.1215,-2.1437,0.1838,-0.07,1000.0811,smooth_accel_decel,4,236.94,24.84
2687,3584342,0.0592,-0.011,1.0995,0.2887,1.0325,0.0787,1000.0828,smooth_accel_decel,4,237.0,24.9
2688,3584402,0.0764,0.0612,0.9711,-0.0088,-0.63,-0.1838,1000.0872,smooth_accel_decel,4,237.06,24.96
2689,3584462,0.1332,0.0324,0.972,-0.8138,0.1925,0.2537,1000.0735,smooth_accel_decel,4,237.12,25.02
2690,3584522,0.0515,-0.07,1.0914,2.1613,2.94,-0.2975,1000.0781,smooth_accel_decel,4,237.18,25.08
2691,3584582,0.034,0.0208,1.0082,1.9688,0.3675,-0.7788,1000.0959,smooth_accel_decel,4,237.24,25.14
2692,3584642,0.1632,-0.009,1.0923,-0.0962,-2.03,0.2013,1000.1011,smooth_accel_decel,4,237.3,25.2
2693,3584702,0.0264,0.0268,0.8736,1.2862,-0.0088,0.7875,1000.0876,smooth_accel_decel,4,237.36,25.26
2694,3584762,-0.0122,0.0242,0.9209,-0.2537,0.6475,0.5075,1000.1106,smooth_accel_decel,4,237.42,25.32
2695,3584822,0.0574,-0.0004,1.0763,-0.5163,0.2975,-0.0525,1000.0967,smooth_accel_decel,4,237.48,25.38
2696,3584882,0.0446,-0.0307,0.9573,1.6712,-1.9075,0.455,1000.1147,smooth_accel_decel,4,237.54,25.44
2697,3584942,0.0564,0.0065,1.1006,3.4125,-1.1025,0.1575,1000.1228,smooth_accel_decel,4,237.6,25.5
2698,3585002,0.0149,0.0422,0.9457,-0.385,0.9275,0.0437,1000.1155,smooth_accel_decel,4,237.66,25.56
2699,3585062,0.102,0.0088,1.1161,-0.1663,-1.6275,-0.0613,1000.1289,smooth_accel_decel,4,237.72,25.62
2700,3585122,0.0888,-0.0461,1.0563,1.1463,1.0063,0.6562,1000.1187,smooth_accel_decel,4,237.78,25.68
2701,3585182,0.0443,0.0481,0.8876,-1.2337,0.6037,0.4112,1000.1255,smooth_accel_decel,4,237.84,25.74
2702,3585242,0.0441,0.0354,1.0399,-0.3587,2.0475,0.2275,1000.1155,smooth_accel_decel,4,237.9,25.8
2703,3585302,0.0673,-0.0444,1.0888,-0.0613,0.2625,-0.105,1000.1367,smooth_accel_decel,4,237.96,25.86
2704,3585362,0.0461,-0.0107,0.9308,0.245,1.7587,-0.0262,1000.1367,smooth_accel_decel,4,238.02,25.92
2705,3585422,0.0603,0.0539,0.9335,0.1663,-0.1225,0.1925,1000.1125,smooth_accel_decel,4,238.08,25.98
2706,3585482,0.1,0.0034,1.2114,1.5312,2.1,0.7,1000.135,smooth_accel_decel,4,238.14,26.04
2707,3585542,0.0106,0.0132,0.9121,-0.3237,0.98,-0.28,1000.1418,smooth_accel_decel,4,238.2,26.1
2708,3585602,0.0886,-0.0735,1.0199,0.1138,0.7525,0.2362,1000.1348,smooth_accel_decel,4,238.26,26.16
2709,3585662,0.092,0.0466,1.0336,0.2887,0.6212,0.4812,1000.1375,smooth_accel_decel,4,238.32,26.22
2710,3585722,0.04,-0.0719,1.0073,-0.77,1.2337,0.4638,1000.1426,smooth_accel_decel,4,238.38,26.28
2711,3585782,0.1049,0.0461,1.0926,0.3762,0.6562,0.1312,1000.1375,smooth_accel_decel,4,238.44,26.34
2712,3585842,0.0876,-0.0391,0.9657,-0.8138,-2.38,0.3938,1000.1335,smooth_accel_decel,4,238.5,26.4
2713,3585902,0.0404,0.1279,0.9075,1.6363,0.0088,0.0525,1000.1409,smooth_accel_decel,4,238.56,26.46
2714,3585962,0.0161,0.05,0.9473,1.3125,0.7088,0.0525,1000.1487,smooth_accel_decel,4,238.62,26.52
2715,3586022,0.1562,0.0336,1.1166,-0.9625,-1.2337,0.0437,1000.1438,smooth_accel_decel,4,238.68,26.58
2716,3586082,0.1333,-0.0186,1.1363,1.12,0.5425,0.3325,1000.1377,smooth_accel_decel,4,238.74,26.64
2717,3586142,-0.0026,-0.1176,0.8006,-1.89,-2.0213,0.0525,1000.1531,smooth_accel_decel,4,238.8,26.7
2718,3586202,0.091,0.0084,1.0408,1.05,-1.6275,0.595,1000.1589,smooth_accel_decel,4,238.86,26.76
2719,3586262,0.1047,-0.0199,1.1161,-0.2887,3.29,0.5163,1000.1628,smooth_accel_decel,4,238.92,26.82
2720,3586322,0.0476,0.0024,0.8696,0.84,0.0,0.4725,1000.1631,smooth_accel_decel,4,238.98,26.88
2721,3586382,0.039,0.0933,0.9318,0.4725,-1.61,0.1663,1000.1697,smooth_accel_decel,4,239.04,26.94
2722,3586442,0.0988,0.0632,1.0119,0.7175,-0.3413,0.49,1000.1763,smooth_accel_decel,4,239.1,27.0
2723,3586502,0.049,-0.0407,1.0019,-1.82,-1.19,0.0175,1000.1636,smooth_accel_decel,4,239.16,27.06
2724,3586562,0.0486,-0.0513,0.9387,1.6712,-1.4175,0.455,1000.1787,smooth_accel_decel,4,239.22,27.12
2725,3586622,0.0928,-0.0608,1.1067,0.6125,-1.3388,0.0437,1000.1792,smooth_accel_decel,4,239.28,27.18
2726,3586682,0.0571,0.0646,0.9948,2.5725,1.6537,-0.0437,1000.1807,smooth_accel_decel,4,239.34,27.24
2727,3586742,0.0773,0.0392,1.0077,0.9625,-1.9338,-0.315,1000.1704,smooth_accel_decel,4,239.4,27.3
2728,3586802,0.0551,-0.0563,0.9831,1.89,2.31,-0.07,1000.1875,smooth_accel_decel,4,239.46,27.36
2729,3586862,0.0565,0.014,1.0397,1.8375,-0.3413,0.2537,1000.1838,smooth_accel_decel,4,239.52,27.42
2730,3586922,0.0012,0.0041,0.905,1.2775,-0.0437,-0.525,1000.1846,smooth_accel_decel,4,239.58,27.48
2731,3586982,0.0828,-0.016,1.0294,-1.3038,-2.9838,-0.1225,1000.1897,smooth_accel_decel,4,239.64,27.54
2732,3587042,0.0337,0.0515,1.0582,0.7,-2.8175,0.035,1000.2029,smooth_accel_decel,4,239.7,27.6
2733,3587102,0.0368,-0.0085,0.9984,1.68,-1.4963,-0.2713,1000.1978,smooth_accel_decel,4,239.76,27.66
2734,3587162,0.061,-0.0262,0.9709,1.3388,-0.4025,-0.4812,1000.1956,smooth_accel_decel,4,239.82,27.72
2735,3587222,0.0918,-0.0425,1.0221,0.3938,0.0,0.0088,1000.1958,smooth_accel_decel,4,239.88,27.78
2736,3587282,0.1186,0.1075,1.0736,0.5863,-0.3063,0.2275,1000.1899,smooth_accel_decel,4,239.94,27.84
2737,3587342,0.1264,0.0525,0.9516,0.2362,-1.2687,-0.2275,1000.1929,smooth_accel_decel,4,240.0,27.9
2738,3587402,0.0893,0.0575,0.8846,1.435,-2.0825,0.1488,1000.1938,smooth_accel_decel,4,240.06,27.96
2739,3587462,0.1077,0.0329,1.0929,0.5163,1.925,0.3237,1000.187,smooth_accel_decel,4,240.12,28.02
2740,3587522,0.1101,0.0537,1.0243,-0.5512,-2.1962,0.0437,1000.1958,smooth_accel_decel,4,240.18,28.08
2741,3587582,0.0027,-0.0229,0.8707,0.5512,-1.47,0.4375,1000.2019,smooth_accel_decel,4,240.24,28.14
2742,3587642,0.1551,0.0363,1.0873,1.7675,-1.0588,-0.49,1000.2046,smooth_accel_decel,4,240.3,28.2
2743,3587702,0.0757,-0.0437,0.9986,1.925,0.3938,0.5775,1000.2004,smooth_accel_decel,4,240.36,28.26
2744,3587762,0.0005,0.1459,0.9446,-0.42,-1.3825,0.4725,1000.1975,smooth_accel_decel,4,240.42,28.32
2745,3587822,0.0361,-0.0595,0.9731,-0.63,2.8263,-0.4725,1000.1931,smooth_accel_decel,4,240.48,28.38
2746,3587882,0.1376,0.0414,0.8775,0.9187,-3.395,-0.0875,1000.1956,smooth_accel_decel,4,240.54,28.44
2747,3587942,0.1291,0.0185,1.1129,1.9863,-1.7587,-0.4025,1000.2053,smooth_accel_decel,4,240.6,28.5
2748,3588002,-0.0056,-0.0459,0.8588,0.875,0.1312,0.0088,1000.1902,smooth_accel_decel,4,240.66,28.56
2749,3588062,0.0681,0.0218,0.9105,0.1838,-1.6275,0.35,1000.2107,smooth_accel_decel,4,240.72,28.62
2750,3588122,0.0637,-0.0426,0.905,0.2887,0.525,-0.0088,1000.2114,smooth_accel_decel,4,240.78,28.68
2751,3588182,0.0827,0.0358,1.0072,1.8725,-2.3712,-0.4025,1000.2031,smooth_accel_decel,4,240.84,28.74
2752,3588242,0.1344,0.0747,1.2212,1.4,3.3775,0.07,1000.21,smooth_accel_decel,4,240.9,28.8
2753,3588302,-0.0162,0.041,0.7928,0.0437,-1.1725,0.4988,1000.2136,smooth_accel_decel,4,240.96,28.86
2754,3588362,0.0327,0.0056,0.8176,-0.595,-0.9538,-0.4812,1000.2258,smooth_accel_decel,4,241.02,28.92
2755,3588422,0.0834,-0.0239,1.168,1.2425,-0.1138,-0.1663,1000.2253,smooth_accel_decel,4,241.08,28.98
2756,3588482,0.0456,-0.0486,0.8994,1.155,0.8313,-0.5163,1000.2239,smooth_accel_decel,4,241.14,29.04
2757,3588542,0.0563,0.0742,0.9062,0.0525,-4.0512,0.1488,1000.2227,smooth_accel_decel,4,241.2,29.1
2758,3588602,0.0734,-0.0306,1.0536,-0.28,1.6363,0.0962,1000.2319,smooth_accel_decel,4,241.26,29.16
2759,3588662,0.0402,0.0561,0.9643,-0.7175,-0.245,0.0875,1000.2322,smooth_accel_decel,4,241.32,29.22
2760,3588722,0.092,0.0318,1.0973,-1.3388,-2.24,0.1925,1000.2385,smooth_accel_decel,4,241.38,29.28
2761,3588782,0.0115,0.0634,0.9287,-0.0962,-0.5425,-0.5688,1000.2488,smooth_accel_decel,4,241.44,29.34
2762,3588842,0.0692,0.0042,1.0368,1.7413,0.3587,-1.1638,1000.2515,smooth_accel_decel,4,241.5,29.4
2763,3588902,0.0949,0.1286,0.8599,0.9013,-2.3625,-0.385,1000.239,smooth_accel_decel,4,241.56,29.46
2764,3588962,0.0881,0.0142,0.9465,0.4025,-0.2975,0.1838,1000.2468,smooth_accel_decel,4,241.62,29.52
2765,3589022,0.0451,0.0273,1.0358,1.785,1.1025,0.2887,1000.2573,smooth_accel_decel,4,241.68,29.58
2766,3589082,0.1249,-0.0547,1.0226,-2.52,-0.63,0.1225,1000.2534,smooth_accel_decel,4,241.74,29.64
2767,3589142,0.1303,0.064,1.1065,2.0738,1.7413,0.385,1000.2493,smooth_accel_decel,4,241.8,29.7
2768,3589202,0.091,0.0966,1.0656,2.0213,2.0125,-0.2887,1000.2551,smooth_accel_decel,4,241.86,29.76
2769,3589262,0.0888,0.0712,1.0168,-0.315,-0.9013,0.735,1000.2366,smooth_accel_decel,4,241.92,29.82
2770,3589322,0.0035,-0.0154,0.8881,-2.8438,1.9863,0.1225,1000.2415,smooth_accel_decel,4,241.98,29.88
2771,3589382,0.0178,0.0771,1.1058,3.045,-1.96,0.0962,1000.2498,smooth_accel_decel,4,242.04,29.94
2772,3589442,0.0653,-0.0464,1.0016,0.805,1.05,-0.5512,1000.24,smooth_accel_decel,4,242.1,30.0
2773,3589502,0.0857,-0.0244,1.0452,-0.175,-0.6475,-0.1488,1000.2427,smooth_accel_decel,4,242.16,30.06
2774,3589562,0.0386,0.0708,0.9719,1.7413,-0.98,0.2362,1000.2493,smooth_accel_decel,4,242.22,30.12
2775,3589622,0.0515,0.0112,1.017,0.14,0.0875,0.35,1000.239,smooth_accel_decel,4,242.28,30.18
2776,3589682,0.0627,-0.0215,0.9396,-0.5775,2.1088,-0.0525,1000.2488,smooth_accel_decel,4,242.34,30.24
2777,3589742,0.0356,-0.0242,1.0363,-0.4638,-0.7788,-0.4812,1000.2471,smooth_accel_decel,4,242.4,30.3
2778,3589802,-0.0279,0.0273,0.9148,4.3488,1.5137,-0.6562,1000.2561,smooth_accel_decel,4,242.46,30.36
2779,3589862,0.1028,-0.0171,1.0813,-1.1113,-2.6688,0.0437,1000.2407,smooth_accel_decel,4,242.52,30.42
2780,3589922,0.0868,0.0479,1.0775,1.1113,-0.4112,-0.3413,1000.2463,smooth_accel_decel,4,242.58,30.48
2781,3589982,0.0861,-0.0786,0.9751,-0.3587,-0.6562,-0.42,1000.2432,smooth_accel_decel,4,242.64,30.54
2782,3590042,0.0537,0.0151,0.9066,-0.7788,-0.7788,0.385,1000.2429,smooth_accel_decel,4,242.7,30.6
2783,3590102,0.1018,0.0349,0.9357,0.2275,-1.3825,-0.0787,1000.2361,smooth_accel_decel,4,242.76,30.66
2784,3590162,0.0337,-0.0505,1.056,1.0588,0.98,-0.455,1000.2263,smooth_accel_decel,4,242.82,30.72
2785,3590222,0.0356,0.0576,0.9989,0.9712,1.3737,-0.2975,1000.2246,smooth_accel_decel,4,242.88,30.78
2786,3590282,0.0085,-0.0495,1.0124,-0.455,-0.3063,-0.1138,1000.2117,smooth_accel_decel,4,242.94,30.84
2787,3590342,0.0121,-0.0203,0.9463,1.4612,-0.8225,0.0787,1000.2278,smooth_accel_decel,4,243.0,30.9
2788,3590402,0.0994,0.0332,0.9579,0.2975,1.19,-0.7437,1000.2224,smooth_accel_decel,4,243.06,30.96
2789,3590462,0.0061,0.0364,0.9475,1.4875,1.2775,-0.2362,1000.2246,smooth_accel_decel,4,243.12,31.02
2790,3590522,0.1505,0.0752,1.0689,-1.0762,0.455,0.035,1000.2202,smooth_accel_decel,4,243.18,31.08
2791,3590582,0.0456,-0.0217,0.9279,-1.925,-1.96,0.4462,1000.2207,smooth_accel_decel,4,243.24,31.14
2792,3590642,-0.012,-0.0088,0.9764,-0.7175,1.0325,-0.3063,1000.2097,smooth_accel_decel,4,243.3,31.2
2793,3590702,0.0002,-0.0846,0.893,-1.9075,-1.015,-0.7788,1000.2007,smooth_accel_decel,4,243.36,31.26
2794,3590762,0.0332,-0.04,0.9765,0.6037,-0.0875,-0.0875,1000.2173,smooth_accel_decel,4,243.42,31.32
2795,3590822,0.0281,0.0833,1.003,0.4988,-1.4175,0.0525,1000.2083,smooth_accel_decel,4,243.48,31.38
2796,3590882,0.0376,-0.0542,0.8337,-0.9275,-1.995,-0.0613,1000.2131,smooth_accel_decel,4,243.54,31.44
2797,3590942,0.0603,0.0341,1.0188,0.7,-0.5688,0.4375,1000.2305,smooth_accel_decel,4,243.6,31.5
2798,3591002,0.0634,0.0615,1.1456,0.0525,0.2362,-0.2013,1000.1978,smooth_accel_decel,4,243.66,31.56
2799,3591062,0.0281,-0.0777,0.8312,-0.3938,0.35,-1.4,1000.2026,smooth_accel_decel,4,243.72,31.62
2800,3591122,0.0103,0.0173,1.0648,0.91,-1.8637,-0.2188,1000.2017,smooth_accel_decel,4,243.78,31.68
2801,3591182,0.0459,-0.0008,0.9552,0.77,-0.5863,-0.2625,1000.2065,smooth_accel_decel,4,243.84,31.74
2802,3591242,0.0478,0.0179,1.0592,-0.735,1.925,0.56,1000.2051,smooth_accel_decel,4,243.9,31.8
2803,3591302,0.0208,-0.0694,0.9699,-1.575,0.0,0.2887,1000.2097,smooth_accel_decel,4,243.96,31.86
2804,3591362,0.0276,0.0574,0.9955,0.49,-0.6913,0.0175,1000.2061,smooth_accel_decel,4,244.02,31.92
2805,3591422,0.0244,0.0022,0.9784,-0.63,-1.3563,-0.0088,1000.2124,smooth_accel_decel,4,244.08,31.98
2806,3591482,0.0557,-0.0048,0.9482,0.9625,-1.05,-0.5863,1000.2178,smooth_accel_decel,4,244.14,32.04
2807,3591542,0.08,0.0387,0.9872,0.455,0.4112,0.0962,1000.2153,smooth_accel_decel,4,244.2,32.1
2808,3591602,0.0261,-0.0571,0.9135,-0.0525,-0.4812,0.2537,1000.2156,smooth_accel_decel,4,244.26,32.16
2809,3591662,0.0257,-0.0713,1.0482,0.1312,1.2862,-0.5337,1000.2122,smooth_accel_decel,4,244.32,32.22
2810,3591722,0.063,0.0614,1.0019,0.84,1.7325,0.2362,1000.2214,smooth_accel_decel,4,244.38,32.28
2811,3591782,0.0603,0.0032,0.9035,-0.6125,-1.5137,0.56,1000.2148,smooth_accel_decel,4,244.44,32.34
2812,3591842,0.0901,0.0043,1.009,-1.0938,-0.0787,-0.1838,1000.2175,smooth_accel_decel,4,244.5,32.4
2813,3591902,0.0645,0.0223,1.0058,0.77,0.9975,-0.2625,1000.2283,smooth_accel_decel,4,244.56,32.46
2814,3591962,0.0288,0.0117,0.9569,0.2188,-0.3413,-0.21,1000.2283,smooth_accel_decel,4,244.62,32.52
2815,3592022,0.0658,-0.0666,0.9369,-1.0762,0.0525,-0.1225,1000.2224,smooth_accel_decel,4,244.68,32.58
2816,3592082,0.0876,-0.0402,0.9997,0.6212,1.68,-0.105,1000.2249,smooth_accel_decel,4,244.74,32.64
2817,3592142,0.0961,0.0539,1.0599,0.3237,0.9975,-0.0962,1000.2161,smooth_accel_decel,4,244.8,32.7
2818,3592202,0.1188,0.0174,1.0843,-0.6475,0.3063,0.4462,1000.2266,smooth_accel_decel,4,244.86,32.76
2819,3592262,0.072,-0.0301,1.003,-1.155,1.4175,0.5425,1000.2278,smooth_accel_decel,4,244.92,32.82
2820,3592322,0.0214,0.0515,1.0467,-0.1488,0.2537,0.0875,1000.2051,smooth_accel_decel,4,244.98,32.88
2821,3592382,0.1071,0.0173,1.0992,0.0613,-0.2537,0.14,1000.2175,smooth_accel_decel,4,245.04,32.94
2822,3592442,0.1049,0.0461,1.059,1.2075,-0.98,-0.0525,1000.2217,smooth_accel_decel,4,245.1,33.0
2823,3592502,0.1213,-0.0144,0.9982,-0.5425,-1.12,0.1925,1000.2239,smooth_accel_decel,4,245.16,33.06
2824,3592562,0.0459,0.0654,1.1112,1.4262,2.8175,-0.1925,1000.2236,smooth_accel_decel,4,245.22,33.12
2825,3592622,0.0411,0.0207,1.008,1.2425,-0.0787,0.0787,1000.23,smooth_accel_decel,4,245.28,33.18
2826,3592682,0.0777,-0.0547,0.9517,-0.4025,-0.1488,0.0088,1000.2263,smooth_accel_decel,4,245.34,33.24
2827,3592742,0.0612,0.0132,0.946,1.0237,-0.4025,-0.0437,1000.2249,smooth_accel_decel,4,245.4,33.3
2828,3592802,0.016,-0.0227,0.9811,0.5163,-0.6913,0.035,1000.2373,smooth_accel_decel,4,245.46,33.36
2829,3592862,0.0045,0.0056,0.9216,0.3237,-1.155,0.3938,1000.2368,smooth_accel_decel,4,245.52,33.42
2830,3592922,0.0464,-0.0085,0.957,0.6475,-1.2862,0.3325,1000.2351,smooth_accel_decel,4,245.58,33.48
2831,3592982,0.0188,-0.0185,0.937,0.1138,1.3475,0.0787,1000.2329,smooth_accel_decel,4,245.64,33.54
2832,3593042,0.0872,0.0087,1.038,-0.6737,0.8487,-0.175,1000.2195,smooth_accel_decel,4,245.7,33.6
2833,3593102,0.0766,0.0505,0.9764,-2.0475,0.5075,-0.0088,1000.2146,smooth_accel_decel,4,245.76,33.66
2834,3593162,-0.0008,-0.0692,0.9956,2.345,-1.3913,-0.2188,1000.2224,smooth_accel_decel,4,245.82,33.72
2835,3593222,0.0484,0.0137,1.078,2.6425,0.0088,-0.035,1000.2358,smooth_accel_decel,4,245.88,33.78
2836,3593282,0.0557,-0.0159,0.9545,-0.7262,0.3762,-0.0088,1000.2434,smooth_accel_decel,4,245.94,33.84
2837,3593342,0.0266,-0.0085,0.9355,1.0325,0.6825,0.0437,1000.2493,smooth_accel_decel,4,246.0,33.9
2838,3593402,0.0708,0.0068,1.0074,-0.5425,-0.7262,0.0262,1000.2393,smooth_accel_decel,4,246.06,33.96
2839,3593462,0.03,0.0376,0.9829,-1.3038,0.5512,-0.2013,1000.2295,smooth_accel_decel,4,246.12,34.02
2840,3593522,0.0877,0.051,0.965,-2.905,-1.6187,-0.0613,1000.2307,smooth_accel_decel,4,246.18,34.08
2841,3593582,0.1078,-0.068,1.1031,-2.6425,-0.5075,0.4988,1000.2446,smooth_accel_decel,4,246.24,34.14
2842,3593642,0.0351,-0.0251,1.0611,-0.6825,1.6712,-0.6475,1000.2485,smooth_accel_decel,4,246.3,34.2
2843,3593702,0.0552,0.0284,1.0108,1.0063,1.2162,-0.3237,1000.2356,smooth_accel_decel,4,246.36,34.26
2844,3593762,0.0186,0.0154,0.9077,0.6388,-0.3413,-0.0962,1000.2458,smooth_accel_decel,4,246.42,34.32
2845,3593822,0.0411,-0.0142,0.9408,0.1663,-1.0938,0.3325,1000.2341,smooth_accel_decel,4,246.48,34.38
2846,3593882,0.0617,0.011,0.9837,1.295,-0.5688,-0.0088,1000.2368,smooth_accel_decel,4,246.54,34.44
2847,3593942,0.2133,0.022,1.0843,0.7088,0.77,-0.0962,1000.23,smooth_accel_decel,4,246.6,34.5
2848,3594002,0.1569,-0.0317,1.0167,-0.21,1.015,-0.0088,1000.2454,smooth_accel_decel,4,246.66,34.56
2849,3594062,0.0907,0.0793,0.9784,-1.7325,-2.7037,-0.5163,1000.2466,smooth_accel_decel,4,246.72,34.62
2850,3594122,0.1235,-0.0236,1.0375,-0.315,-0.8225,0.0875,1000.2458,smooth_accel_decel,4,246.78,34.68
2851,3594182,0.0671,-0.081,0.9963,0.0437,0.5775,-0.0437,1000.2468,smooth_accel_decel,4,246.84,34.74
2852,3594242,0.0927,-0.0308,0.944,-0.9362,-1.295,0.0613,1000.2417,smooth_accel_decel,4,246.9,34.8
2853,3594302,0.1001,0.0102,0.9781,-0.3063,1.155,0.455,1000.2458,smooth_accel_decel,4,246.96,34.86
2854,3594362,0.0671,0.0505,0.9428,-2.9575,-0.595,0.3675,1000.2336,smooth_accel_decel,4,247.02,34.92
2855,3594422,0.1158,0.0176,1.0875,-2.9575,1.155,0.35,1000.2468,smooth_accel_decel,4,247.08,34.98
