index,timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target,time_sec,segment_id,time_sec_segment
0,3870962,-0.0771,0.0495,0.975,0.7525,0.945,-4.8387,1000.3528,hard_accel_decel,7.26,0,0.0
1,3871022,-0.0954,0.0207,1.0185,0.1663,-0.1138,-3.7013,1000.3574,hard_accel_decel,7.32,0,0.06
2,3871082,-0.1713,-0.0319,0.964,-0.665,0.2713,-2.6337,1000.354,hard_accel_decel,7.38,0,0.12
3,3871142,-0.1465,-0.0214,1.0133,-0.1925,0.7613,-1.8813,1000.3462,hard_accel_decel,7.44,0,0.18
4,3871202,-0.1659,-0.0127,0.9825,-1.19,1.365,-1.6275,1000.355,hard_accel_decel,7.5,0,0.24
5,3871262,-0.1646,-0.0512,0.9601,-1.3563,-0.4288,-0.8925,1000.3469,hard_accel_decel,7.56,0,0.3
6,3871322,-0.1903,-0.0356,1.0582,2.0475,1.2513,-0.4112,1000.3557,hard_accel_decel,7.62,0,0.36
7,3871382,-0.2093,-0.0339,1.0573,3.0013,0.6825,-0.42,1000.3557,hard_accel_decel,7.68,0,0.42
8,3871442,-0.2487,0.0875,0.9977,0.595,0.6475,-1.2337,1000.3438,hard_accel_decel,7.74,0,0.48
9,3871502,-0.2666,0.0232,0.9414,2.94,1.5925,-0.9013,1000.3372,hard_accel_decel,7.8,0,0.54
10,3871562,-0.2406,0.0769,1.0863,0.525,-0.8838,-1.0237,1000.3525,hard_accel_decel,7.86,0,0.6
11,3871622,-0.3245,0.1571,0.985,-2.3187,0.8575,-1.4525,1000.3484,hard_accel_decel,7.92,0,0.66
12,3871682,-0.3572,0.0093,0.9126,2.5638,-1.05,-1.3125,1000.3491,hard_accel_decel,7.98,0,0.72
13,3871742,-0.2518,0.0718,0.9823,-2.485,1.3475,-1.54,1000.3254,hard_accel_decel,8.04,0,0.78
14,3871802,-0.2967,0.0531,1.0995,-1.2862,1.3212,-1.0325,1000.3191,hard_accel_decel,8.1,0,0.84
15,3871862,-0.343,0.0195,0.8943,4.2962,-2.4762,-1.3125,1000.3157,hard_accel_decel,8.16,0,0.9
16,3871922,-0.2494,0.1047,1.0106,-5.6962,-2.415,-2.2313,1000.3284,hard_accel_decel,8.22,0,0.96
17,3871982,-0.3036,0.0727,0.9096,-0.0787,0.91,-1.9512,1000.3081,hard_accel_decel,8.28,0,1.02
18,3872042,-0.2333,0.0373,1.0026,2.0563,-0.7,-1.7587,1000.3079,hard_accel_decel,8.34,0,1.08
19,3872102,-0.3636,0.0051,0.998,1.4963,1.5488,-1.2775,1000.2966,hard_accel_decel,8.4,0,1.14
20,3872162,-0.3251,0.1698,1.0297,4.7688,0.0262,-1.6013,1000.2959,hard_accel_decel,8.46,0,1.2
21,3872222,-0.343,0.0363,1.0858,2.0038,-1.3913,-1.33,1000.291,hard_accel_decel,8.52,0,1.26
22,3872282,-0.296,-0.0429,0.9299,-4.0862,2.0825,-1.505,1000.2808,hard_accel_decel,8.58,0,1.32
23,3872342,-0.2225,-0.0127,0.9525,-0.4375,-1.155,-1.8375,1000.2761,hard_accel_decel,8.64,0,1.38
24,3872402,-0.1267,-0.1582,1.0662,-4.06,-2.205,-1.3563,1000.27,hard_accel_decel,8.7,0,1.44
25,3872462,-0.3453,-0.1286,1.0643,1.2075,5.04,-1.3125,1000.2788,hard_accel_decel,8.76,0,1.5
26,3872522,-0.2302,-0.1387,1.2093,-0.3413,-0.8575,-0.9362,1000.27,hard_accel_decel,8.82,0,1.56
27,3872582,-0.3151,0.0132,0.8796,5.4338,-3.4213,-0.8487,1000.2493,hard_accel_decel,8.88,0,1.62
28,3872642,-0.367,-0.1251,0.6449,2.1263,3.1675,-0.8925,1000.2529,hard_accel_decel,8.94,0,1.68
29,3872702,-0.2333,0.3382,1.3452,2.5287,2.625,-0.8138,1000.2678,hard_accel_decel,9.0,0,1.74
30,3872762,-0.5446,0.2228,0.5566,-0.2975,3.4213,0.5425,1000.23,hard_accel_decel,9.06,0,1.8
31,3872822,-0.3279,0.0183,0.708,-4.5237,-1.4088,-1.1463,1000.2188,hard_accel_decel,9.12,0,1.86
32,3872882,-0.2059,-0.022,1.0217,-5.6438,0.0613,-1.1988,1000.2361,hard_accel_decel,9.18,0,1.92
33,3872942,-0.3458,0.1426,1.1234,-1.12,2.6163,-1.2862,1000.2075,hard_accel_decel,9.24,0,1.98
34,3873002,-0.4172,-0.0547,0.8862,1.33,5.0837,-1.575,1000.1887,hard_accel_decel,9.3,0,2.04
35,3873062,-0.3572,-0.011,1.0987,1.4787,3.5612,-1.575,1000.1902,hard_accel_decel,9.36,0,2.1
36,3873122,-0.3313,0.1037,0.8927,-1.8813,1.9338,-0.6737,1000.1931,hard_accel_decel,9.42,0,2.16
37,3873182,-0.3184,0.0872,0.9002,1.3563,0.4725,-0.2975,1000.1931,hard_accel_decel,9.48,0,2.22
38,3873242,-0.2394,-0.0526,0.9899,0.7788,-1.7237,-1.0325,1000.1826,hard_accel_decel,9.54,0,2.28
39,3873302,-0.3148,0.0342,0.9002,0.5075,-1.7413,-1.1287,1000.1672,hard_accel_decel,9.6,0,2.34
40,3873362,-0.266,0.0539,1.0773,-0.35,0.14,-0.6037,1000.1748,hard_accel_decel,9.66,0,2.4
41,3873422,-0.1954,-0.022,1.1239,-0.3675,0.56,-0.175,1000.1724,hard_accel_decel,9.72,0,2.46
42,3873482,-0.235,0.0603,0.9206,-1.3563,-1.855,-0.4725,1000.1741,hard_accel_decel,9.78,0,2.52
43,3873542,-0.2547,0.0842,0.9892,0.3762,0.56,-0.5337,1000.1606,hard_accel_decel,9.84,0,2.58
44,3873602,-0.2042,0.1125,1.0634,1.855,-1.89,-0.4725,1000.1414,hard_accel_decel,9.9,0,2.64
45,3873662,-0.2689,-0.0559,1.0062,1.3825,0.7613,-0.3587,1000.1379,hard_accel_decel,9.96,0,2.7
46,3873722,-0.1674,0.1256,1.0904,-0.6562,-1.0938,-0.6913,1000.1489,hard_accel_decel,10.02,0,2.76
47,3873782,-0.3048,-0.0354,0.722,-1.785,2.24,-0.455,1000.1226,hard_accel_decel,10.08,0,2.82
48,3873842,-0.1908,0.002,1.0904,-0.8138,-2.3888,-0.175,1000.106,hard_accel_decel,10.14,0,2.88
49,3873902,-0.2848,-0.0135,1.0326,0.0962,-0.1663,-0.665,1000.1143,hard_accel_decel,10.2,0,2.94
50,3873962,-0.2537,0.0093,0.9401,1.0588,0.385,-0.8662,1000.0986,hard_accel_decel,10.26,0,3.0
51,3874022,-0.1411,0.0868,1.0901,0.1488,-0.14,-0.2013,1000.0867,hard_accel_decel,10.32,0,3.06
52,3874082,-0.2804,0.0709,0.8933,-1.2862,-1.4787,-0.63,1000.0896,hard_accel_decel,10.38,0,3.12
53,3874142,-0.209,-0.0701,1.1112,0.105,-0.4988,-0.49,1000.0754,hard_accel_decel,10.44,0,3.18
54,3874202,-0.1823,0.1383,1.0617,0.14,0.2013,-0.245,1000.0613,hard_accel_decel,10.5,0,3.24
55,3874262,-0.2091,-0.0378,1.006,1.4963,1.0325,-0.2537,1000.051,hard_accel_decel,10.56,0,3.3
56,3874322,-0.2294,0.0167,0.927,-1.0412,-1.1725,-0.3938,1000.0449,hard_accel_decel,10.62,0,3.36
57,3874382,-0.2442,0.007,1.076,1.2687,-1.155,0.3938,1000.0056,hard_accel_decel,10.68,0,3.42
58,3874442,-0.2779,0.0359,0.8484,1.6625,0.7525,-0.7262,1000.0007,hard_accel_decel,10.74,0,3.48
59,3874502,-0.2325,-0.0087,1.0507,0.28,-0.1312,0.1575,999.9854,hard_accel_decel,10.8,0,3.54
60,3874562,-0.132,0.0166,0.976,1.5662,2.1525,0.665,999.9866,hard_accel_decel,10.86,0,3.6
61,3874622,-0.1784,0.1415,1.1586,1.9162,1.4,-0.0088,999.9668,hard_accel_decel,10.92,0,3.66
62,3874682,-0.2979,-0.0192,0.8542,-0.3413,1.9162,0.1925,999.9587,hard_accel_decel,10.98,0,3.72
63,3874742,-0.2164,-0.0318,0.9669,-2.0387,2.45,0.0525,999.9583,hard_accel_decel,11.04,0,3.78
64,3874802,-0.1557,0.0286,1.4264,1.3913,1.8813,-0.2013,999.9253,hard_accel_decel,11.1,0,3.84
65,3874862,-0.308,-0.0232,1.0004,2.1788,0.5688,-0.0787,999.9282,hard_accel_decel,11.16,0,3.9
66,3874922,-0.2997,-0.0462,0.9716,0.5688,0.4112,-0.6212,999.895,hard_accel_decel,11.22,0,3.96
67,3874982,-0.1821,0.0349,1.1769,1.3212,-0.2537,-0.6125,999.9058,hard_accel_decel,11.28,0,4.02
68,3875042,-0.2325,0.0537,1.0774,1.0675,-1.4262,-0.525,999.8621,hard_accel_decel,11.34,0,4.08
69,3875102,-0.2425,0.0198,1.0167,-0.8225,-2.2838,-0.91,999.8772,hard_accel_decel,11.4,0,4.14
70,3875162,-0.2619,-0.0261,1.0294,-1.6975,1.9512,-0.28,999.855,hard_accel_decel,11.46,0,4.2
71,3875222,-0.27,0.0278,1.0605,-1.6187,1.3125,-0.9275,999.8403,hard_accel_decel,11.52,0,4.26
72,3875282,-0.1422,0.059,1.1127,-3.1588,-0.14,-0.0262,999.824,hard_accel_decel,11.58,0,4.32
73,3875342,-0.2016,0.0166,1.0202,2.6512,1.5312,0.49,999.8171,hard_accel_decel,11.64,0,4.38
74,3875402,-0.3138,-0.0016,0.8652,0.1838,2.24,-0.1925,999.8271,hard_accel_decel,11.7,0,4.44
75,3875462,-0.1718,-0.0613,1.1034,-2.275,-1.3212,-0.1488,999.8093,hard_accel_decel,11.76,0,4.5
76,3875522,-0.2519,-0.003,0.8879,-1.1463,-3.6837,0.2713,999.7871,hard_accel_decel,11.82,0,4.56
77,3875582,-0.2733,-0.1012,0.8298,4.0425,0.0175,0.4288,999.7957,hard_accel_decel,11.88,0,4.62
78,3875642,-0.2592,-0.0046,0.76,2.9575,-3.85,-0.7088,999.7837,hard_accel_decel,11.94,0,4.68
79,3875702,-0.2597,0.0432,0.8979,5.6788,-0.8925,0.1225,999.7776,hard_accel_decel,12.0,0,4.74
80,3875762,-0.2236,0.1162,0.9782,1.8375,-2.8087,0.1838,999.7852,hard_accel_decel,12.06,0,4.8
81,3875822,-0.1301,0.0107,1.2324,2.765,1.4963,-0.6212,999.7681,hard_accel_decel,12.12,0,4.86
82,3875882,-0.1749,0.0462,1.0674,3.7887,1.4612,0.0262,999.7419,hard_accel_decel,12.18,0,4.92
83,3875942,-0.1347,0.2943,1.167,1.715,3.8063,-0.1575,999.7351,hard_accel_decel,12.24,0,4.98
84,3876002,-0.2593,0.1928,0.7913,0.0175,-0.2537,-0.4812,999.7441,hard_accel_decel,12.3,0,5.04
85,3876062,-0.1686,-0.2605,0.8354,4.095,-5.11,0.1838,999.7178,hard_accel_decel,12.36,0,5.1
86,3876122,-0.0375,0.2425,1.098,1.0675,-8.1812,-0.6913,999.7166,hard_accel_decel,12.42,0,5.16
87,3876182,-0.0554,-0.0178,1.2529,-4.4887,2.87,-1.505,999.6938,hard_accel_decel,12.48,0,5.22
88,3876242,-0.0913,-0.1437,0.9837,-1.0588,0.49,-0.8487,999.6729,hard_accel_decel,12.54,0,5.28
89,3876302,-0.0319,0.1301,1.3576,1.925,5.3113,-0.1575,999.6755,hard_accel_decel,12.6,0,5.34
90,3876362,-0.1512,0.0754,1.0652,-0.7088,0.4812,-0.7962,999.676,hard_accel_decel,12.66,0,5.4
91,3876422,-0.0801,0.1914,1.1893,-0.7613,-0.4638,-0.1663,999.6682,hard_accel_decel,12.72,0,5.46
92,3876482,-0.2067,-0.0617,0.9209,0.9887,-2.03,-1.0237,999.6633,hard_accel_decel,12.78,0,5.52
93,3876542,-0.1654,-0.0723,0.781,-2.1263,-4.795,-0.49,999.6399,hard_accel_decel,12.84,0,5.58
94,3876602,-0.2104,0.0024,0.9049,1.1025,-3.2287,-0.91,999.6306,hard_accel_decel,12.9,0,5.64
95,3876662,-0.1505,-0.0766,0.9018,1.6013,-0.42,-1.0938,999.6362,hard_accel_decel,12.96,0,5.7
96,3876722,-0.1476,-0.0146,1.0236,3.5612,1.4175,0.07,999.6433,hard_accel_decel,13.02,0,5.76
97,3876782,-0.0935,-0.019,0.8662,0.91,-2.625,-0.4725,999.6165,hard_accel_decel,13.08,0,5.82
98,3876842,-0.0756,-0.0281,1.1622,-0.4462,2.3363,-0.6913,999.6064,hard_accel_decel,13.14,0,5.88
99,3876902,-0.1788,0.0046,0.9526,1.7062,1.26,-1.1725,999.5952,hard_accel_decel,13.2,0,5.94
100,3876962,-0.1493,0.0198,0.9143,-1.33,-0.735,-0.3938,999.5854,hard_accel_decel,13.26,0,6.0
101,3877022,-0.1684,0.0327,1.0199,0.6913,1.5137,-0.4112,999.5396,hard_accel_decel,13.32,0,6.06
102,3877082,-0.236,-0.0545,0.9409,0.7437,0.035,-1.1638,999.5137,hard_accel_decel,13.38,0,6.12
103,3877142,-0.2023,-0.0131,0.8594,4.2263,-1.2687,-0.175,999.4932,hard_accel_decel,13.44,0,6.18
104,3877202,-0.0456,0.0027,1.1802,0.2975,0.4112,-0.98,999.4663,hard_accel_decel,13.5,0,6.24
105,3877262,-0.1693,0.051,0.9016,0.035,-0.2975,-0.3675,999.4634,hard_accel_decel,13.56,0,6.3
106,3877322,-0.1273,-0.0703,0.866,3.5612,-3.675,0.1488,999.459,hard_accel_decel,13.62,0,6.36
107,3877382,-0.1112,0.1181,1.0222,2.4588,0.3063,-0.4725,999.4763,hard_accel_decel,13.68,0,6.42
108,3877442,-0.148,-0.0537,0.7955,0.2188,0.5425,-0.2362,999.4873,hard_accel_decel,13.74,0,6.48
109,3877502,-0.1239,0.0812,0.8905,2.31,-2.1263,0.0787,999.4856,hard_accel_decel,13.8,0,6.54
110,3877562,-0.1052,0.0398,1.0683,5.2675,1.4088,-0.2362,999.4775,hard_accel_decel,13.86,0,6.6
111,3877622,-0.0808,0.0366,1.2885,0.9187,-1.05,0.4988,999.481,hard_accel_decel,13.92,0,6.66
112,3877682,-0.1591,-0.1849,0.6808,1.26,-2.0738,-1.61,999.5017,hard_accel_decel,13.98,0,6.72
113,3877742,-0.1279,-0.088,0.9843,-2.2313,-0.49,0.1312,999.4609,hard_accel_decel,14.04,0,6.78
114,3877802,-0.1777,0.0915,1.2388,0.9362,4.83,-1.3825,999.4019,hard_accel_decel,14.1,0,6.84
115,3877862,-0.2042,0.0154,0.8391,-0.6125,4.76,-0.2013,999.3916,hard_accel_decel,14.16,0,6.9
116,3877922,-0.0598,0.0204,1.0472,-0.42,-0.6475,-0.3413,999.4004,hard_accel_decel,14.22,0,6.96
117,3877982,-0.0473,0.0937,0.8991,-2.2313,-7.56,-0.7088,999.3494,hard_accel_decel,14.28,0,7.02
118,3878042,-0.1173,-0.0529,0.8547,1.085,-4.9612,-0.4812,999.3416,hard_accel_decel,14.34,0,7.08
119,3878102,-0.1593,-0.0134,0.7896,-2.5812,1.1463,-0.6037,999.3372,hard_accel_decel,14.4,0,7.14
120,3878162,-0.1227,-0.0175,0.9235,1.9688,2.0825,-0.1925,999.2815,hard_accel_decel,14.46,0,7.2
121,3878222,-0.1416,0.0536,0.8999,1.155,-1.6537,-0.3587,999.2471,hard_accel_decel,14.52,0,7.26
122,3878282,-0.141,0.2513,0.974,-1.3388,1.4,-0.63,999.2424,hard_accel_decel,14.58,0,7.32
123,3878342,-0.1323,-0.1147,1.1378,1.5225,-1.3913,-0.98,999.2119,hard_accel_decel,14.64,0,7.38
124,3878402,-0.0527,-0.0938,0.923,1.3125,-3.7362,-0.4462,999.197,hard_accel_decel,14.7,0,7.44
125,3878462,-0.1606,0.0576,0.7096,-2.0125,-4.8562,-0.49,999.1841,hard_accel_decel,14.76,0,7.5
126,3878522,-0.0977,0.0393,1.0741,1.5838,2.5725,-0.0787,999.1416,hard_accel_decel,14.82,0,7.56
127,3878582,-0.1061,0.0447,0.8708,2.7562,-2.3012,-0.3938,999.1072,hard_accel_decel,14.88,0,7.62
128,3878642,-0.1039,0.0486,0.8462,-0.805,-6.3612,-0.8138,999.0918,hard_accel_decel,14.94,0,7.68
129,3878702,0.1391,0.0634,1.4942,1.75,3.5087,-0.805,999.0771,hard_accel_decel,15.0,0,7.74
130,3878762,-0.0024,0.011,1.0055,1.3563,6.0025,-0.315,999.0718,hard_accel_decel,15.06,0,7.8
131,3878822,0.0022,0.0527,0.8067,4.6025,-3.3338,-0.1488,999.0596,hard_accel_decel,15.12,0,7.86
132,3878882,0.2153,0.1286,1.2725,-0.5163,-4.2,0.7613,999.0452,hard_accel_decel,15.18,0,7.92
133,3878942,0.0391,-0.0339,0.9931,2.8263,2.1175,-0.2013,999.0251,hard_accel_decel,15.24,0,7.98
134,3879002,0.1347,0.0202,1.2279,1.4175,2.6075,-0.1925,998.9917,hard_accel_decel,15.3,0,8.04
135,3879062,0.0817,0.052,0.993,-0.7962,-1.6275,-0.63,999.0037,hard_accel_decel,15.36,0,8.1
136,3879122,0.0683,-0.0229,0.946,1.9863,-2.0387,0.1138,999.0059,hard_accel_decel,15.42,0,8.16
137,3879182,0.0047,0.0654,1.078,0.105,2.7475,0.9275,999.0083,hard_accel_decel,15.48,0,8.22
138,3879242,0.0329,-0.0486,1.0379,2.0213,-0.07,-0.56,999.0112,hard_accel_decel,15.54,0,8.28
139,3879302,0.0235,-0.0739,0.812,0.0437,-4.305,-0.4112,999.0305,hard_accel_decel,15.6,0,8.34
140,3879362,0.0173,-0.1072,0.7242,-0.3675,1.4262,-0.4112,999.0293,hard_accel_decel,15.66,0,8.4
141,3879422,0.0752,-0.0307,0.7854,0.4375,-3.22,0.0,999.0251,hard_accel_decel,15.72,0,8.46
142,3879482,0.1069,-0.0247,1.0109,-1.1638,2.1788,-0.1138,999.021,hard_accel_decel,15.78,0,8.52
143,3879542,0.0566,-0.0639,0.927,1.9512,-2.0387,0.2713,999.0139,hard_accel_decel,15.84,0,8.58
144,3879602,0.0778,0.0117,1.0316,-0.5163,-0.3762,-0.875,999.0437,hard_accel_decel,15.9,0,8.64
145,3879662,0.0864,0.0624,1.0598,1.7062,-2.7825,-0.5863,999.0576,hard_accel_decel,15.96,0,8.7
146,3879722,0.0285,0.0929,1.0982,2.4062,1.4175,-0.4025,999.0718,hard_accel_decel,16.02,0,8.76
147,3879782,0.0495,0.1017,1.0033,1.8288,0.14,-0.2275,999.0635,hard_accel_decel,16.08,0,8.82
148,3879842,0.021,0.0132,0.8828,0.945,0.6212,-0.5512,999.0828,hard_accel_decel,16.14,0,8.88
149,3879902,0.1796,0.1554,1.065,1.1287,-2.5375,-0.455,999.074,hard_accel_decel,16.2,0,8.94
150,3879962,0.0439,-0.2012,0.8608,-0.5163,-0.1575,-0.35,999.1128,hard_accel_decel,16.26,0,9.0
151,3880022,0.0093,0.0683,1.1394,2.4325,4.62,0.105,999.0957,hard_accel_decel,16.32,0,9.06
152,3880082,-0.0023,0.0479,0.8508,2.1962,-1.4525,-0.0525,999.123,hard_accel_decel,16.38,0,9.12
153,3880142,0.1398,-0.0603,1.167,1.6625,-0.3413,-0.0962,999.1421,hard_accel_decel,16.44,0,9.18
154,3880202,0.0655,-0.0556,0.9565,0.77,-2.3187,0.56,999.1577,hard_accel_decel,16.5,0,9.24
155,3880262,0.0344,0.0407,1.0113,1.4438,1.3038,-0.49,999.168,hard_accel_decel,16.56,0,9.3
156,3880322,0.0315,-0.0215,0.8137,1.0237,-0.805,-0.4638,999.178,hard_accel_decel,16.62,0,9.36
157,3880382,0.0146,0.0537,0.7635,-1.2162,-2.0475,-0.07,999.2471,hard_accel_decel,16.68,0,9.42
158,3880442,0.1086,-0.0288,1.0367,1.8725,0.21,-0.175,999.2759,hard_accel_decel,16.74,0,9.48
159,3880502,0.0664,-0.0092,1.1361,1.5488,0.7525,-0.035,999.3125,hard_accel_decel,16.8,0,9.54
160,3880562,0.0722,0.0332,0.9726,1.4612,0.4288,-0.7613,999.3335,hard_accel_decel,16.86,0,9.6
161,3880622,0.162,-0.0235,1.1121,2.2662,-2.2838,0.07,999.355,hard_accel_decel,16.92,0,9.66
162,3880682,0.0673,-0.0525,0.8215,0.2188,-1.3737,0.0,999.3867,hard_accel_decel,16.98,0,9.72
163,3880742,0.1039,-0.0014,1.1021,0.6125,2.5463,-0.1925,999.4033,hard_accel_decel,17.04,0,9.78
164,3880802,0.074,0.1093,1.0387,0.6475,1.7062,-0.5425,999.3909,hard_accel_decel,17.1,0,9.84
165,3880862,0.0769,0.0917,1.0519,0.8925,1.4875,-0.3762,999.3997,hard_accel_decel,17.16,0,9.9
166,3880922,0.0532,-0.0254,0.9611,-1.6975,-1.4963,-0.3938,999.3948,hard_accel_decel,17.22,0,9.96
167,3880982,0.1857,0.0198,0.9747,-0.3762,-4.2,-0.6475,999.4084,hard_accel_decel,17.28,0,10.02
168,3881042,0.106,-0.0143,0.9845,0.9538,-1.9338,-0.175,999.4053,hard_accel_decel,17.34,0,10.08
169,3881102,0.0397,0.0051,0.9584,-0.385,2.0738,-0.1575,999.3894,hard_accel_decel,17.4,0,10.14
170,3881162,0.0569,0.0586,0.8447,0.2975,-1.12,-0.5337,999.4106,hard_accel_decel,17.46,0,10.2
171,3881222,0.1625,0.007,1.1131,0.3938,-2.3625,0.0088,999.4207,hard_accel_decel,17.52,0,10.26
172,3881282,0.0586,0.1196,0.9748,3.5525,-0.9538,-0.6212,999.4224,hard_accel_decel,17.58,0,10.32
173,3881342,0.1016,-0.0849,0.9755,2.065,-0.4462,-0.2275,999.4265,hard_accel_decel,17.64,0,10.38
174,3881402,0.1395,-0.019,0.8719,-1.085,-2.38,-0.8313,999.4465,hard_accel_decel,17.7,0,10.44
175,3881462,0.2059,0.0305,1.0829,3.7362,-1.2775,-0.3237,999.4629,hard_accel_decel,17.76,0,10.5
176,3881522,0.1956,-0.0851,1.1373,0.0,0.6825,-0.105,999.468,hard_accel_decel,17.82,0,10.56
177,3881582,0.2359,0.1313,0.8281,-0.7437,-0.8487,-0.2013,999.5037,hard_accel_decel,17.88,0,10.62
178,3881642,0.2104,-0.0937,0.9838,0.6737,-0.8138,0.0262,999.5063,hard_accel_decel,17.94,0,10.68
179,3881702,0.2237,0.11,0.9443,1.8987,-2.8263,-0.8313,999.4983,hard_accel_decel,18.0,0,10.74
180,3881762,0.2286,-0.0705,1.0516,-0.2887,1.0938,0.1838,999.5151,hard_accel_decel,18.06,0,10.8
181,3881822,0.2714,0.1107,0.9685,2.52,0.1925,-0.5512,999.5244,hard_accel_decel,18.12,0,10.86
182,3881882,0.2813,-0.0517,1.1652,0.4288,-0.7088,0.2013,999.5083,hard_accel_decel,18.18,0,10.92
183,3881942,0.3034,0.1304,1.0696,2.975,-0.49,-0.4725,999.4993,hard_accel_decel,18.24,0,10.98
184,3882002,0.284,-0.0476,0.9419,0.0525,-3.6575,0.1225,999.488,hard_accel_decel,18.3,0,11.04
185,3882062,0.2032,-0.0023,0.9316,3.08,3.1412,-0.8138,999.5354,hard_accel_decel,18.36,0,11.1
186,3882122,0.1406,0.0112,0.8797,3.0013,-1.1113,-0.3938,999.532,hard_accel_decel,18.42,0,11.16
187,3882182,0.2569,-0.0573,0.9567,2.6862,1.5312,-0.5075,999.5522,hard_accel_decel,18.48,0,11.22
188,3882242,0.302,0.0589,1.1702,3.5,1.505,0.0962,999.562,hard_accel_decel,18.54,0,11.28
189,3882302,0.2277,-0.0342,0.7491,-0.5775,-1.33,-0.42,999.5781,hard_accel_decel,18.6,0,11.34
190,3882362,0.3622,0.1247,1.0453,2.1788,-4.0512,-0.2975,999.623,hard_accel_decel,18.66,0,11.4
191,3882422,0.2906,0.0849,1.0428,0.9975,-2.2225,-1.0063,999.6536,hard_accel_decel,18.72,0,11.46
192,3882482,0.2505,-0.0151,1.009,0.7875,-0.2713,-0.2887,999.6509,hard_accel_decel,18.78,0,11.52
193,3882542,0.3145,0.0529,0.9905,0.0787,-0.1575,-0.4025,999.6619,hard_accel_decel,18.84,0,11.58
194,3882602,0.2563,-0.0332,1.007,2.45,-0.0613,-0.2537,999.6917,hard_accel_decel,18.9,0,11.64
195,3882662,0.2503,0.0276,1.0638,3.2638,0.4812,-0.2625,999.7041,hard_accel_decel,18.96,0,11.7
196,3882722,0.2569,0.0805,0.9984,1.7325,1.8375,-0.1838,999.7122,hard_accel_decel,19.02,0,11.76
197,3882782,0.1967,0.0359,0.9113,1.19,2.1175,-0.035,999.7129,hard_accel_decel,19.08,0,11.82
198,3882842,0.2457,0.0708,1.027,2.1875,1.0237,-0.1663,999.7346,hard_accel_decel,19.14,0,11.88
199,3882902,0.2718,-0.0393,1.0485,1.2862,2.0213,-0.385,999.7263,hard_accel_decel,19.2,0,11.94
200,3882962,0.1322,-0.1093,0.8782,0.9275,1.1988,-0.8225,999.7175,hard_accel_decel,19.26,0,12.0
201,3883022,0.2433,0.0397,0.9467,2.135,0.2887,-0.42,999.7087,hard_accel_decel,19.32,0,12.06
202,3883082,0.2788,0.0139,1.0501,1.8637,-0.2013,-0.3762,999.6772,hard_accel_decel,19.38,0,12.12
203,3883142,0.2257,0.0808,0.9073,3.5963,-0.8838,-0.9975,999.6746,hard_accel_decel,19.44,0,12.18
204,3883202,0.2984,0.0908,1.0701,1.715,-1.3388,-0.4375,999.6875,hard_accel_decel,19.5,0,12.24
205,3883262,0.3057,0.093,1.1104,1.1375,-1.3212,0.21,999.7161,hard_accel_decel,19.56,0,12.3
206,3883322,0.2689,0.0036,0.9865,1.8288,-0.5337,-0.4375,999.729,hard_accel_decel,19.62,0,12.36
207,3883382,0.3111,0.091,1.0375,-0.7088,-1.785,-0.1225,999.7495,hard_accel_decel,19.68,0,12.42
208,3883442,0.2544,0.0205,1.0877,2.8875,0.5863,0.4375,999.7861,hard_accel_decel,19.74,0,12.48
209,3883502,0.3797,0.0054,1.0957,0.3237,0.0,0.315,999.7974,hard_accel_decel,19.8,0,12.54
210,3883562,0.3148,0.0803,0.8974,-1.26,-3.7975,0.1488,999.7874,hard_accel_decel,19.86,0,12.6
211,3883622,0.3853,-0.0174,1.1668,-3.1325,2.6775,-0.4725,999.8125,hard_accel_decel,19.92,0,12.66
212,3883682,0.3131,0.0845,1.1829,0.875,1.89,-0.1225,999.8396,hard_accel_decel,19.98,0,12.72
213,3883742,0.2681,-0.0308,1.0418,2.0825,0.07,0.1838,999.8457,hard_accel_decel,20.04,0,12.78
214,3883802,0.2411,0.1029,0.8996,2.0038,0.6913,-0.5163,999.863,hard_accel_decel,20.1,0,12.84
215,3883862,0.2624,-0.1106,1.0297,4.1737,-0.455,0.35,999.8789,hard_accel_decel,20.16,0,12.9
216,3883922,0.1158,-0.2445,0.7269,1.6013,0.1488,0.1138,999.9026,hard_accel_decel,20.22,0,12.96
217,3883982,0.2358,0.0544,1.0168,-1.2337,-0.595,-0.595,999.9126,hard_accel_decel,20.28,0,13.02
218,3884042,0.3174,-0.0144,1.0021,0.3762,-3.7013,0.8662,999.9448,hard_accel_decel,20.34,0,13.08
219,3884102,0.295,-0.0098,0.9236,5.04,-1.3212,-0.5863,999.9314,hard_accel_decel,20.4,0,13.14
220,3884162,0.4202,-0.0398,1.0718,1.1287,0.9538,-1.0588,999.9526,hard_accel_decel,20.46,0,13.2
221,3884222,0.3248,0.1778,1.0344,0.945,0.84,0.3237,999.9641,hard_accel_decel,20.52,0,13.26
222,3884282,0.2277,0.022,0.8688,1.3388,-0.2537,-0.1575,999.981,hard_accel_decel,20.58,0,13.32
223,3884342,0.2662,-0.029,0.8294,0.2537,0.385,0.14,999.9771,hard_accel_decel,20.64,0,13.38
224,3884402,0.2513,-0.0049,0.9109,0.6125,-0.4288,-0.1225,999.988,hard_accel_decel,20.7,0,13.44
