,timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target,time_sec,segment_id,segment_time_sec
46,974582,0.0857,-0.1669,1.0331,0.7175,-3.2462,29.9688,1001.0203,left_u_turn,9.0,0,2.76
47,974642,0.0428,-0.1356,0.9846,0.8838,-0.0437,29.9075,1001.0203,left_u_turn,9.06,0,2.82
48,974702,0.0669,-0.1754,1.0482,0.56,0.315,29.89,1001.0137,left_u_turn,9.12,0,2.88
49,974762,0.042,-0.1691,0.891,-0.385,-0.4375,30.7388,1001.0112,left_u_turn,9.18,0,2.94
50,974822,0.0727,-0.154,1.0056,1.5225,0.3325,31.1675,1001.0173,left_u_turn,9.24,0,3.0
51,974882,0.1077,-0.1864,1.0116,0.7788,-1.0325,31.325,1001.01,left_u_turn,9.3,0,3.06
52,974942,0.0034,-0.1899,0.8337,1.8112,-2.5988,31.7275,1001.0166,left_u_turn,9.36,0,3.12
53,975002,0.0598,-0.1554,1.0165,-0.035,2.4762,31.6488,1001.0088,left_u_turn,9.42,0,3.18
54,975062,0.1078,-0.1872,1.0377,-0.1663,0.875,32.8037,1001.0105,left_u_turn,9.48,0,3.24
55,975122,0.014,-0.1891,0.9609,-0.1488,2.345,33.145,1001.0195,left_u_turn,9.54,0,3.3
56,975182,0.0366,-0.19,0.9843,0.245,0.455,33.0137,1001.0193,left_u_turn,9.6,0,3.36
57,975242,0.0691,-0.1762,1.0324,-0.035,1.1638,33.565,1001.0159,left_u_turn,9.66,0,3.42
58,975302,0.051,-0.1803,0.9346,-0.5163,-0.0613,33.6525,1001.0242,left_u_turn,9.72,0,3.48
59,975362,0.0637,-0.1683,1.0363,0.0437,1.0762,34.2475,1001.0205,left_u_turn,9.78,0,3.54
60,975422,0.0502,-0.2616,0.9753,0.1575,-0.1575,34.5713,1001.0317,left_u_turn,9.84,0,3.6
61,975482,0.0456,-0.1889,1.0296,-0.105,1.715,34.6325,1001.0222,left_u_turn,9.9,0,3.66
62,975542,0.0586,-0.1776,1.132,-0.0262,0.9887,35.0962,1001.0208,left_u_turn,9.96,0,3.72
63,975602,0.0003,-0.3321,1.0165,0.56,0.3325,35.9625,1001.0266,left_u_turn,10.02,0,3.78
64,975662,0.0534,-0.2154,1.006,0.175,-0.0262,35.7262,1001.0183,left_u_turn,10.08,0,3.84
65,975722,0.0024,-0.2352,0.9943,0.1225,1.9338,35.5425,1001.0164,left_u_turn,10.14,0,3.9
66,975782,0.0427,-0.2096,1.0365,-0.2188,0.1488,36.1025,1001.02,left_u_turn,10.2,0,3.96
67,975842,0.0496,-0.1786,1.0978,-1.0938,1.3212,36.26,1001.0334,left_u_turn,10.26,0,4.02
68,975902,0.0448,-0.1955,0.9823,-0.35,0.175,36.1375,1001.0317,left_u_turn,10.32,0,4.08
69,975962,0.0625,-0.2247,1.007,-0.4025,1.12,36.1813,1001.0181,left_u_turn,10.38,0,4.14
70,976022,0.0078,-0.1832,0.9894,1.1725,0.665,36.2163,1001.0137,left_u_turn,10.44,0,4.2
71,976082,0.0411,-0.1791,0.9485,1.0063,0.0613,36.085,1001.0181,left_u_turn,10.5,0,4.26
72,976142,0.011,-0.1862,0.9696,-1.2162,1.47,36.4787,1001.0227,left_u_turn,10.56,0,4.32
73,976202,-0.0087,-0.2492,0.9362,-1.435,-2.0125,36.575,1001.0234,left_u_turn,10.62,0,4.38
74,976262,0.0123,-0.2377,1.0404,-0.14,0.7437,36.3475,1001.0073,left_u_turn,10.68,0,4.44
75,976322,0.0834,-0.2505,1.0146,-1.1463,0.0613,36.4963,1001.0222,left_u_turn,10.74,0,4.5
76,976382,0.0351,-0.2118,0.9443,1.505,-2.1525,36.1813,1001.0105,left_u_turn,10.8,0,4.56
77,976442,0.029,-0.2367,1.1056,1.7325,-1.54,35.9188,1001.0142,left_u_turn,10.86,0,4.62
78,976502,0.1015,-0.1883,1.1439,1.8375,0.0875,36.2513,1001.0193,left_u_turn,10.92,0,4.68
79,976562,0.0327,-0.2376,0.9775,3.8238,1.5575,36.6975,1001.0208,left_u_turn,10.98,0,4.74
80,976622,0.0754,-0.2611,1.0219,3.8412,-0.665,35.9538,1001.03,left_u_turn,11.04,0,4.8
81,976682,-0.0267,-0.2279,1.0197,5.5738,0.8925,35.7788,1001.0229,left_u_turn,11.1,0,4.86
82,976742,0.0137,-0.0854,0.9695,1.0237,0.9625,35.5687,1001.0166,left_u_turn,11.16,0,4.92
83,976802,0.0342,-0.1447,0.9591,1.3737,0.4288,35.84,1001.012,left_u_turn,11.22,0,4.98
84,976862,0.0249,-0.1439,0.9365,-1.68,0.1925,36.1463,1001.0032,left_u_turn,11.28,0,5.04
