index,timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target,segment_id
1140,3438242,0.0714,-0.0383,0.9484,-1.0762,-0.3587,0.2713,1000.2615,smooth_accel_decel,1
1141,3438302,0.1074,-0.0064,1.0980,1.3125,-1.2862,-0.0088,1000.2661,smooth_accel_decel,1
1142,3438362,0.0400,0.0425,0.9884,0.8050,2.4938,0.2887,1000.2676,smooth_accel_decel,1
1143,3438422,0.1338,0.0503,0.9538,-2.9925,1.8900,0.0613,1000.2708,smooth_accel_decel,1
1144,3438482,0.0748,0.0063,1.0780,-3.2725,2.2925,0.0787,1000.2766,smooth_accel_decel,1
1145,3438542,0.0770,0.0178,0.9961,0.2013,2.4762,-0.4200,1000.2698,smooth_accel_decel,1
1146,3438602,0.0578,-0.1135,0.9517,0.5512,-0.9975,-0.5512,1000.2783,smooth_accel_decel,1
1147,3438662,0.0319,-0.0450,0.9731,1.7763,0.4288,-0.0875,1000.2852,smooth_accel_decel,1
1148,3438722,0.0773,-0.0151,0.9504,-0.0700,-1.1988,0.0000,1000.2834,smooth_accel_decel,1
1149,3438782,0.0342,0.0337,0.9651,-0.4988,0.4462,0.2800,1000.2678,smooth_accel_decel,1
1150,3438842,0.0139,-0.0922,0.9089,0.1050,1.6100,0.5250,1000.2742,smooth_accel_decel,1
1151,3438902,0.1157,0.0183,1.1539,-5.1363,-0.1663,-0.2800,1000.2766,smooth_accel_decel,1
1152,3438962,0.1762,-0.0742,0.9870,0.5075,1.8987,-1.7413,1000.2966,smooth_accel_decel,1
1153,3439022,0.0755,-0.0422,1.0085,1.5488,0.4462,-0.3237,1000.2949,smooth_accel_decel,1
1154,3439082,0.0363,-0.0758,0.9199,-1.8025,0.9625,0.1400,1000.2917,smooth_accel_decel,1
1155,3439142,0.0610,-0.0320,0.9565,-0.3325,0.6125,-0.1138,1000.2959,smooth_accel_decel,1
1156,3439202,0.1090,-0.0605,0.9614,-2.3100,-0.2887,-0.8050,1000.3035,smooth_accel_decel,1
1157,3439262,0.0975,0.0575,1.0932,-0.5075,-0.2887,-1.3475,1000.2883,smooth_accel_decel,1
1158,3450182,0.1666,0.0366,1.0097,0.1838,0.4462,1.1200,1000.2815,smooth_accel_decel,2
1159,3460802,0.0231,0.0077,0.9904,0.8575,0.8225,1.0850,1000.2961,smooth_accel_decel,2
1160,3460862,0.0398,0.0162,1.0136,1.1725,1.4787,0.3938,1000.3105,smooth_accel_decel,2
1161,3460922,0.0493,0.0379,1.0060,1.6800,0.3675,0.2713,1000.3059,smooth_accel_decel,2
1162,3460982,0.0090,0.0634,0.9729,-0.0437,1.6975,0.7175,1000.2959,smooth_accel_decel,2
1163,3461042,-0.0302,0.0286,0.9758,-0.3587,1.5137,0.5337,1000.3020,smooth_accel_decel,2
1164,3461102,-0.0364,0.0161,0.9825,0.0000,0.9800,-0.0525,1000.3079,smooth_accel_decel,2
1165,3461162,-0.0346,0.0215,1.0347,-0.3063,0.8925,-0.1400,1000.3103,smooth_accel_decel,2
1166,3461222,-0.0583,0.0206,0.9638,-0.1838,0.4112,-0.0875,1000.3105,smooth_accel_decel,2
1167,3461282,-0.0218,0.0290,1.0179,-0.3325,0.3063,0.1312,1000.3079,smooth_accel_decel,2
1168,3461342,-0.0483,0.0217,1.0097,0.3938,1.1463,0.2537,1000.2979,smooth_accel_decel,2
1169,3461402,-0.0732,-0.0212,1.0034,-0.6825,0.0437,0.3413,1000.2988,smooth_accel_decel,2
1170,3461462,-0.0807,0.0319,0.9938,0.7175,-0.1050,-0.0262,1000.3037,smooth_accel_decel,2
1171,3461522,-0.1177,-0.0051,1.0072,1.2075,-0.4025,-0.4200,1000.3088,smooth_accel_decel,2
1172,3461582,-0.1005,0.0407,1.0086,1.5838,-0.0262,0.0262,1000.3120,smooth_accel_decel,2
1173,3461642,-0.0983,0.0935,0.9862,-0.8487,1.3825,0.7350,1000.2942,smooth_accel_decel,2
1174,3461702,-0.1269,0.0745,0.9579,-1.0850,0.8487,0.7613,1000.2949,smooth_accel_decel,2
1175,3461762,-0.1457,-0.0069,1.0882,-0.1312,1.5050,0.2188,1000.3037,smooth_accel_decel,2
1176,3461822,-0.1728,-0.0125,0.9672,-1.8288,-0.2362,-0.8662,1000.3010,smooth_accel_decel,2
1177,3461882,-0.1457,0.0425,1.0119,-0.8487,0.2625,-0.3675,1000.3037,smooth_accel_decel,2
1178,3461942,-0.1818,0.0007,1.0289,0.3675,0.9887,0.4462,1000.3076,smooth_accel_decel,2
1179,3462002,-0.1318,0.0041,1.0316,0.7437,0.7613,0.5075,1000.2966,smooth_accel_decel,2
1180,3462062,-0.1428,-0.0095,0.9597,0.5163,-0.7000,0.1400,1000.2864,smooth_accel_decel,2
1181,3462122,-0.1262,0.0400,0.9725,0.3500,-0.5950,-0.0613,1000.2913,smooth_accel_decel,2
1182,3462182,-0.1340,0.0429,1.0325,1.7850,1.0237,-0.0962,1000.2927,smooth_accel_decel,2
1183,3462242,-0.1738,-0.0073,0.9677,0.3762,0.8925,0.2975,1000.2773,smooth_accel_decel,2
1184,3462302,-0.1286,0.0042,0.9780,0.2100,0.4725,0.6300,1000.2874,smooth_accel_decel,2
1185,3462362,-0.1715,0.0488,0.9820,-0.1663,1.0675,0.2975,1000.2810,smooth_accel_decel,2
1186,3462422,-0.1815,0.0078,1.0285,-0.3413,1.0500,0.1925,1000.2856,smooth_accel_decel,2
1187,3462482,-0.1289,0.0081,0.9599,-0.2975,-1.3212,0.4200,1000.2732,smooth_accel_decel,2
1188,3462542,-0.1832,-0.0093,0.9103,-0.8487,-0.7700,0.1050,1000.2773,smooth_accel_decel,2
1189,3462602,-0.1164,0.0084,1.0739,1.8987,-0.3500,0.4812,1000.2646,smooth_accel_decel,2
1190,3462662,-0.1127,-0.0176,0.9326,-1.1638,0.7962,0.4112,1000.2678,smooth_accel_decel,2
1191,3462722,-0.1081,-0.0018,1.0497,-0.9800,0.6300,0.4812,1000.2590,smooth_accel_decel,2
1192,3462782,-0.1810,0.0115,1.0231,1.4525,0.2625,0.4462,1000.2576,smooth_accel_decel,2
1193,3462842,-0.1729,-0.0054,1.0031,0.9800,-1.7413,0.2537,1000.2610,smooth_accel_decel,2
1194,3462902,-0.1169,0.0430,0.9894,0.3938,-0.6212,0.4025,1000.2554,smooth_accel_decel,2
1195,3462962,-0.1656,0.0849,0.8804,2.2313,0.5075,0.3762,1000.2507,smooth_accel_decel,2
1196,3463022,-0.1174,-0.0017,0.9118,-0.8662,-1.8987,0.3850,1000.2471,smooth_accel_decel,2
1197,3463082,-0.1718,0.0095,0.9463,-0.6737,-1.1550,0.4550,1000.2422,smooth_accel_decel,2
1198,3463142,-0.1386,-0.0201,0.9104,-0.0175,-1.6625,0.0175,1000.2283,smooth_accel_decel,2
1199,3463202,-0.1247,0.0899,0.9624,0.8138,1.1463,0.4550,1000.2356,smooth_accel_decel,2
1200,3463262,-0.1779,-0.0188,0.9331,0.4812,0.1925,0.2975,1000.2205,smooth_accel_decel,2
1201,3463322,-0.1317,0.0246,1.0826,2.1263,1.1900,0.5075,1000.2046,smooth_accel_decel,2
1202,3463382,-0.1479,0.0023,0.8888,0.5775,-0.0350,0.8925,1000.2078,smooth_accel_decel,2
1203,3463442,-0.1623,-0.0251,0.9262,0.6125,-0.2362,0.8313,1000.1941,smooth_accel_decel,2
1204,3463502,-0.2455,0.0537,1.0522,-1.0500,-1.1988,0.7700,1000.2000,smooth_accel_decel,2
1205,3463562,-0.1615,0.0135,1.0458,1.6363,1.5488,-0.3675,1000.1929,smooth_accel_decel,2
1206,3463622,-0.0900,0.0569,1.0487,-1.1638,-0.9187,0.6037,1000.1892,smooth_accel_decel,2
1207,3463682,-0.1302,0.0475,1.0224,0.3063,0.5688,0.6037,1000.1846,smooth_accel_decel,2
1208,3463742,-0.1240,0.0464,1.0807,0.2275,-0.1750,0.4112,1000.1819,smooth_accel_decel,2
1209,3463802,-0.1520,-0.1012,0.9637,-1.2075,-0.4200,0.3063,1000.1750,smooth_accel_decel,2
1210,3463862,-0.1655,0.0615,0.8786,-0.2625,-1.8987,0.2887,1000.1716,smooth_accel_decel,2
1211,3463922,-0.1258,-0.0053,1.1083,-0.1750,2.0300,0.7613,1000.1731,smooth_accel_decel,2
1212,3463982,-0.1530,0.0703,0.9258,-0.1312,-0.2713,0.1138,1000.1606,smooth_accel_decel,2
1213,3464042,-0.1369,-0.0625,1.0033,0.1575,0.6913,0.7875,1000.1445,smooth_accel_decel,2
1214,3464102,-0.2057,0.0461,0.9202,-0.8838,0.5163,0.1488,1000.1523,smooth_accel_decel,2
1215,3464162,-0.1893,-0.0651,0.8503,0.4725,-2.6688,-0.0262,1000.1206,smooth_accel_decel,2
1216,3464222,-0.0623,0.0853,1.1436,-1.2687,0.1138,0.3063,1000.1226,smooth_accel_decel,2
1217,3464282,-0.2194,-0.0254,0.8150,0.1925,2.2225,0.1225,1000.1218,smooth_accel_decel,2
1218,3464342,-0.2126,-0.0079,0.8804,-0.1663,-0.4375,-0.0787,1000.1179,smooth_accel_decel,2
1219,3464402,-0.1013,0.0195,1.1183,0.3150,0.9975,0.2887,1000.1111,smooth_accel_decel,2
1220,3464462,-0.0944,0.0583,1.0807,-2.0387,1.7325,-0.2975,1000.0986,smooth_accel_decel,2
1221,3464522,-0.1437,-0.1094,0.9900,-0.6737,-0.8838,0.3938,1000.1096,smooth_accel_decel,2
1222,3464582,-0.1372,0.0398,0.9650,-1.0150,0.3762,0.3938,1000.0852,smooth_accel_decel,2
1223,3464642,-0.1689,-0.0274,1.0951,-0.2537,1.7938,0.3500,1000.0884,smooth_accel_decel,2
1224,3464702,-0.3145,-0.0854,0.8188,0.0000,0.1838,0.5600,1000.0830,smooth_accel_decel,2
1225,3464762,-0.0935,-0.0134,1.2619,2.4675,1.8375,0.8400,1000.0825,smooth_accel_decel,2
1226,3464822,-0.2157,-0.0082,0.6642,-1.3825,-1.9688,0.1925,1000.0791,smooth_accel_decel,2
1227,3464882,-0.1699,-0.0712,0.9328,-0.1400,-2.4325,0.0700,1000.0630,smooth_accel_decel,2
1228,3464942,-0.1515,-0.0268,0.9365,2.1962,-0.1663,0.1488,1000.0732,smooth_accel_decel,2
1229,3465002,-0.1489,0.0983,1.1316,-0.3675,2.1875,0.4200,1000.0869,smooth_accel_decel,2
1230,3465062,-0.1898,-0.0870,0.6819,0.3413,-2.4062,0.6212,1000.0774,smooth_accel_decel,2
1231,3465122,-0.0354,0.1441,1.2726,0.2975,-3.1500,0.6212,1000.0652,smooth_accel_decel,2
1232,3465182,-0.1713,-0.0364,0.9335,0.3938,2.7300,0.6125,1000.0583,smooth_accel_decel,2
1233,3465242,-0.0676,0.0026,1.0660,-0.1575,0.9013,0.7350,1000.0664,smooth_accel_decel,2
1234,3465302,-0.1537,-0.0963,0.9899,1.2513,1.4963,0.8575,1000.0713,smooth_accel_decel,2
1235,3465362,-0.1761,0.0242,0.9116,0.6212,1.3825,0.3500,1000.0720,smooth_accel_decel,2
1236,3465422,-0.1755,-0.1015,0.8433,1.3563,-0.2275,0.6037,1000.0735,smooth_accel_decel,2
1237,3465482,-0.1396,-0.0492,0.9555,1.4088,0.2188,0.3675,1000.0623,smooth_accel_decel,2
1238,3465542,-0.0659,0.0115,0.9321,2.3100,2.0650,0.7525,1000.0659,smooth_accel_decel,2
1239,3465602,-0.0988,0.0847,0.9776,3.3250,-1.5050,0.1575,1000.0671,smooth_accel_decel,2
1240,3465662,-0.2247,-0.0440,0.7740,-0.1488,-1.5400,0.4550,1000.0696,smooth_accel_decel,2
1241,3465722,-0.1364,-0.0179,1.0233,0.3325,-4.1038,0.6212,1000.0552,smooth_accel_decel,2
1242,3465782,0.0041,-0.0526,1.1979,0.3500,1.8900,0.2275,1000.0474,smooth_accel_decel,2
1243,3465842,-0.1117,-0.1349,1.0509,3.6137,3.0538,0.7962,1000.0388,smooth_accel_decel,2
1244,3465902,-0.1922,-0.0952,1.0487,2.1263,4.9700,0.3150,1000.0249,smooth_accel_decel,2
1245,3465962,-0.1073,0.1166,1.0133,-1.1200,0.6037,-0.0088,999.9980,smooth_accel_decel,2
1246,3466022,-0.0514,0.1071,1.1463,-0.4638,5.1800,0.9625,1000.0005,smooth_accel_decel,2
1247,3466082,-0.1329,-0.0442,1.1001,-5.0750,-1.8900,0.6300,999.9885,smooth_accel_decel,2
1248,3466142,-0.0895,0.0361,1.2976,1.0237,0.3413,-0.1925,999.9800,smooth_accel_decel,2
1249,3466202,-0.2191,-0.0561,0.8499,0.1575,-2.7912,-0.4550,999.9417,smooth_accel_decel,2
1250,3466262,-0.1927,0.0610,0.8733,2.2487,-1.4175,-0.4725,999.8855,smooth_accel_decel,2
1251,3466322,-0.0747,0.0151,0.9447,0.8138,-2.4675,0.1488,999.8726,smooth_accel_decel,2
1252,3466382,-0.1164,0.0572,1.0672,-0.2800,-1.9863,0.0787,999.8298,smooth_accel_decel,2
1253,3466442,-0.0671,0.0212,0.9064,2.4588,-3.6750,0.2537,999.8425,smooth_accel_decel,2
1254,3466502,-0.0755,-0.0554,0.9393,0.0088,-4.2875,0.0437,999.8467,smooth_accel_decel,2
1255,3466562,-0.0536,0.0862,1.0460,2.5550,-0.9013,0.4462,999.8501,smooth_accel_decel,2
1256,3466622,-0.0772,-0.0313,1.0463,-0.2800,-1.2687,0.8487,999.8296,smooth_accel_decel,2
1257,3466682,-0.0991,0.0178,0.9365,-1.1812,2.5200,0.5337,999.8408,smooth_accel_decel,2
1258,3466742,-0.0809,0.0551,0.9445,2.7213,1.0850,0.7525,999.8242,smooth_accel_decel,2
1259,3466802,-0.1014,0.1232,1.0823,1.1550,-0.8575,0.9362,999.8628,smooth_accel_decel,2
1260,3466862,-0.1420,-0.0045,0.8652,-1.7062,-0.4725,0.2100,999.8542,smooth_accel_decel,2
1261,3466922,-0.0463,0.0949,1.2022,0.7088,0.0000,0.4550,999.8799,smooth_accel_decel,2
1262,3466982,-0.0891,0.0428,0.9381,-2.2400,-4.3925,-0.4725,999.8848,smooth_accel_decel,2
1263,3467042,-0.1149,0.0175,0.9687,0.5337,-1.4350,-0.8925,999.8943,smooth_accel_decel,2
1264,3467102,-0.0517,0.0732,1.1078,-1.1113,-0.2362,-0.1488,999.8584,smooth_accel_decel,2
1265,3467162,-0.0557,0.0013,1.1073,1.6275,-1.8550,-0.2275,999.8501,smooth_accel_decel,2
1266,3467222,-0.0115,0.0564,1.1204,0.1138,-2.2662,0.0175,999.8384,smooth_accel_decel,2
1267,3467282,-0.1241,0.1144,1.0499,-1.0850,-0.7262,-0.1925,999.8286,smooth_accel_decel,2
1268,3467342,-0.0981,0.0590,1.1021,0.7962,2.3187,-0.4375,999.7986,smooth_accel_decel,2
1269,3467402,-0.0654,0.0371,1.1514,0.2713,-1.3388,-0.1312,999.7898,smooth_accel_decel,2
1270,3467462,-0.1587,0.0271,0.8901,0.5950,1.5838,-0.6913,999.7559,smooth_accel_decel,2
1271,3467522,-0.1691,0.0653,1.0493,2.5463,-1.0762,-0.4725,999.7563,smooth_accel_decel,2
1272,3467582,-0.1762,0.0479,0.9828,0.9975,0.5688,-0.3675,999.7288,smooth_accel_decel,2
1273,3467642,-0.0868,0.0032,1.1592,0.6562,-0.5512,-0.2013,999.7327,smooth_accel_decel,2
1274,3467702,-0.0764,-0.0034,1.1021,0.5775,-1.9775,-0.5512,999.7649,smooth_accel_decel,2
1275,3467762,-0.0838,-0.0044,1.0224,1.3737,2.4500,0.0088,999.7566,smooth_accel_decel,2
1276,3467822,-0.0378,0.1859,0.9999,-2.2838,0.1575,-0.1663,999.7419,smooth_accel_decel,2
1277,3467882,-0.1213,-0.0001,0.9011,-0.7962,-0.8400,0.0613,999.7559,smooth_accel_decel,2
1278,3467942,-0.0427,0.0656,1.0055,1.0150,-1.8112,0.0875,999.7397,smooth_accel_decel,2
1279,3468002,-0.0735,-0.0705,1.0545,0.6475,2.6075,-0.0613,999.7905,smooth_accel_decel,2
1280,3468062,-0.1035,0.1484,1.0836,3.3863,-0.6913,-0.1575,999.7871,smooth_accel_decel,2
1281,3468122,-0.2191,-0.0030,0.8109,3.4213,-2.0387,-0.0787,999.7817,smooth_accel_decel,2
1282,3468182,-0.0802,-0.0422,0.9335,3.0625,-0.6125,-0.1050,999.7649,smooth_accel_decel,2
1283,3468242,-0.1859,0.0087,0.7493,-0.9013,1.3737,0.3150,999.7549,smooth_accel_decel,2
1284,3468302,-0.0040,0.0825,1.2518,2.1088,-2.3975,-0.1750,999.7500,smooth_accel_decel,2
1285,3468362,-0.0662,0.0554,0.9489,0.4462,2.1263,0.4112,999.7705,smooth_accel_decel,2
1286,3468422,0.0389,0.1020,1.1622,0.9013,3.6837,0.3500,999.7590,smooth_accel_decel,2
1287,3468482,-0.0558,-0.0281,1.0924,1.9075,5.3812,0.1400,999.7742,smooth_accel_decel,2
1288,3468542,-0.2621,0.1005,0.8016,-2.8350,0.8575,0.4812,999.7629,smooth_accel_decel,2
1289,3468602,-0.0961,-0.0490,0.9965,-2.0125,-5.1013,0.3762,999.7539,smooth_accel_decel,2
1290,3468662,-0.1374,0.0161,0.9318,-0.1925,-0.2887,0.5863,999.7690,smooth_accel_decel,2
1291,3468722,-0.1388,-0.0876,0.8384,1.6625,0.0175,0.0875,999.7573,smooth_accel_decel,2
1292,3468782,-0.0559,0.1540,0.9355,1.3475,-1.3475,-0.0787,999.7603,smooth_accel_decel,2
1293,3468842,-0.0504,0.0374,0.9843,0.2975,0.0350,0.1488,999.7717,smooth_accel_decel,2
1294,3468902,-0.1127,-0.0261,0.7872,2.3888,-3.9987,-0.3850,999.7649,smooth_accel_decel,2
1295,3468962,-0.0334,0.0973,0.9284,-5.2413,-2.3975,0.6913,999.7634,smooth_accel_decel,2
1296,3469022,-0.0225,0.0806,1.1115,-4.5588,-0.1575,-0.1225,999.7327,smooth_accel_decel,2
1297,3469082,-0.0550,-0.0088,0.9115,2.4150,-3.0013,0.1750,999.7166,smooth_accel_decel,2
1298,3469142,-0.0944,0.1121,0.8650,1.0675,-2.0300,-1.1113,999.7163,smooth_accel_decel,2
1299,3469202,0.0731,0.0847,1.1710,-2.5725,-0.7088,0.1750,999.6304,smooth_accel_decel,2
1300,3469262,-0.0917,-0.2157,1.2720,-1.4700,5.6438,0.7962,999.6221,smooth_accel_decel,2
1301,3469322,-0.1904,0.0844,0.8525,-0.0875,1.8637,0.0437,999.6853,smooth_accel_decel,2
1302,3469382,-0.1576,-0.1976,0.7618,-2.8788,2.4588,-0.2713,999.7131,smooth_accel_decel,2
1303,3469442,-0.1779,-0.0659,0.8054,1.6712,-0.9800,0.8575,999.7112,smooth_accel_decel,2
1304,3469502,-0.0676,0.0716,0.8838,-0.3675,-1.3300,0.9625,999.7122,smooth_accel_decel,2
1305,3469562,-0.0886,0.0039,1.1470,0.8050,1.4612,-0.4550,999.7087,smooth_accel_decel,2
1306,3469622,-0.0043,-0.1069,1.2622,-0.3675,-3.7887,0.8662,999.7195,smooth_accel_decel,2
1307,3469682,-0.1405,0.0773,0.7381,0.1050,2.6337,0.5425,999.7239,smooth_accel_decel,2
1308,3469742,-0.0978,-0.1205,0.8913,-3.7538,-0.2275,0.9013,999.7329,smooth_accel_decel,2
1309,3469802,0.0312,0.0473,1.0638,1.9688,-3.2113,0.4638,999.7183,smooth_accel_decel,2
1310,3469862,-0.0899,0.0602,1.0365,1.2513,-0.3413,-0.4375,999.6646,smooth_accel_decel,2
1311,3469922,-0.0127,0.1132,1.0273,0.7000,-1.4000,0.0175,999.6140,smooth_accel_decel,2
1312,3469982,-0.0636,-0.0368,1.0480,-0.1400,-1.4787,0.0262,999.5940,smooth_accel_decel,2
1313,3470042,-0.0798,0.0291,0.9577,-2.9050,1.5050,0.0000,999.5696,smooth_accel_decel,2
1314,3470102,-0.0875,-0.0387,0.9748,2.2925,-3.2900,0.2887,999.5684,smooth_accel_decel,2
1315,3470162,-0.0226,0.0810,1.0587,1.6888,1.3650,-0.1663,999.5596,smooth_accel_decel,2
1316,3470222,-0.0898,-0.0202,0.9669,2.8175,2.3187,-0.2975,999.5566,smooth_accel_decel,2
1317,3470282,0.0669,0.0453,1.2720,-0.6825,-0.0613,-0.4550,999.5583,smooth_accel_decel,2
1318,3470342,-0.0407,0.1466,1.1167,0.7700,0.8138,0.7000,999.5605,smooth_accel_decel,2
1319,3470402,-0.0837,-0.0464,0.8933,2.6688,-0.2275,-0.7000,999.5686,smooth_accel_decel,2
1320,3470462,-0.0803,-0.0019,0.9520,1.0325,-2.4762,-0.4200,999.5796,smooth_accel_decel,2
1321,3470522,-0.0351,-0.0244,0.9909,2.5988,0.7262,-0.3500,999.5869,smooth_accel_decel,2
1322,3470582,0.0329,0.0964,1.0391,-0.5688,2.4150,-0.0350,999.6057,smooth_accel_decel,2
1323,3470642,0.0093,0.0210,0.9531,-1.5575,-0.0613,-0.1138,999.6128,smooth_accel_decel,2
1324,3470702,0.0083,0.0795,1.0318,-0.0787,-0.0875,-0.2625,999.6357,smooth_accel_decel,2
1325,3470762,-0.0268,0.0770,1.0158,2.0825,2.4062,-0.2100,999.6301,smooth_accel_decel,2
1326,3470822,0.0144,0.0325,1.0163,0.2013,0.8313,0.0000,999.6697,smooth_accel_decel,2
1327,3470882,-0.0969,0.0356,0.8428,1.0850,-0.0437,0.2362,999.6672,smooth_accel_decel,2
1328,3470942,-0.0331,0.0379,0.9553,2.2050,0.2362,0.4200,999.6494,smooth_accel_decel,2
1329,3471002,-0.0601,-0.0212,0.9331,-0.5337,1.5312,-0.1575,999.6548,smooth_accel_decel,2
1330,3471062,0.0317,-0.0039,0.9528,1.1463,-2.3975,0.5250,999.6353,smooth_accel_decel,2
1331,3471122,0.0264,-0.0032,1.0451,2.0475,3.1762,0.2013,999.6206,smooth_accel_decel,2
1332,3471182,-0.0739,0.0228,0.8410,2.9050,-0.1750,0.2887,999.6094,smooth_accel_decel,2
1333,3471242,0.0185,0.0703,0.9590,0.3500,1.2950,-0.0437,999.5957,smooth_accel_decel,2
1334,3471302,-0.0440,0.1532,0.9631,5.0312,-0.7875,0.0700,999.6045,smooth_accel_decel,2
1335,3471362,-0.1151,0.0461,0.8308,1.0588,-2.2925,-0.2450,999.6218,smooth_accel_decel,2
1336,3471422,0.0779,0.1776,1.0451,1.1988,1.3475,0.6475,999.6140,smooth_accel_decel,2
1337,3471482,-0.0834,0.0038,0.8439,4.1388,-0.9450,-0.1663,999.6328,smooth_accel_decel,2
1338,3471542,0.0267,-0.1195,0.9556,1.2600,3.1937,-0.3675,999.6406,smooth_accel_decel,2
1339,3471602,-0.0151,0.0391,0.9562,-1.4438,-1.9425,0.4288,999.6375,smooth_accel_decel,2
1340,3471662,-0.0508,-0.0325,0.6410,-4.3750,0.2975,-0.0700,999.5972,smooth_accel_decel,2
1341,3471722,-0.0210,0.0117,0.8701,0.4812,3.9637,-0.3237,999.5752,smooth_accel_decel,2
1342,3471782,0.0389,0.0696,1.0314,0.6388,2.9050,-0.3063,999.5986,smooth_accel_decel,2
1343,3471842,-0.0007,0.1430,1.0016,-1.1025,0.1225,-0.2188,999.6135,smooth_accel_decel,2
1344,3471902,0.0193,0.0242,1.0895,-2.1175,2.1350,-0.2013,999.5867,smooth_accel_decel,2
1345,3471962,0.0645,0.1385,0.8983,0.8138,-3.6750,-1.0675,999.5713,smooth_accel_decel,2
1346,3472022,-0.0910,0.0101,0.8708,0.0613,5.0750,-0.4988,999.5796,smooth_accel_decel,2
1347,3472082,0.0145,0.0527,0.9877,-0.6562,-0.3413,-0.0875,999.5955,smooth_accel_decel,2
1348,3472142,0.0423,0.0310,0.9655,-1.3038,-0.0088,-0.1312,999.5693,smooth_accel_decel,2
1349,3472202,-0.0198,-0.0071,0.9936,-1.3737,2.3450,-0.6125,999.5945,smooth_accel_decel,2
1350,3472262,-0.0420,0.0695,0.9112,-1.7850,-1.7500,0.0000,999.5862,smooth_accel_decel,2
1351,3472322,0.0796,-0.0040,1.1395,-0.6475,-0.1575,-0.4900,999.5857,smooth_accel_decel,2
1352,3472382,-0.0102,0.0472,0.9299,-0.7000,-1.3125,-0.2100,999.6047,smooth_accel_decel,2
1353,3472442,-0.0105,0.0100,0.9623,0.6650,0.2713,-0.4200,999.5996,smooth_accel_decel,2
1354,3472502,0.0680,0.0341,1.0972,-0.1663,0.5688,0.1750,999.5708,smooth_accel_decel,2
1355,3472562,-0.0613,0.0019,0.6773,-0.1050,-2.3625,-0.6388,999.5159,smooth_accel_decel,2
1356,3472622,0.1101,0.1040,1.0902,-5.1450,-0.7613,0.5600,999.5051,smooth_accel_decel,2
1357,3472682,0.0210,0.0828,0.9032,-1.1550,-1.0063,0.0088,999.4807,smooth_accel_decel,2
1358,3472742,0.0698,0.0839,1.0458,-2.8000,2.3625,0.2013,999.4968,smooth_accel_decel,2
1359,3472802,0.0542,0.0622,0.7673,-4.4187,2.4413,1.0938,999.5061,smooth_accel_decel,2
1360,3472862,0.0603,-0.0755,1.0333,-0.9362,-3.0275,0.8225,999.5730,smooth_accel_decel,2
1361,3472922,-0.0786,0.0663,1.1021,-1.4262,-1.7763,0.6300,999.6074,smooth_accel_decel,2
1362,3472982,-0.0065,-0.0739,0.9561,-1.0938,0.8662,0.4288,999.5894,smooth_accel_decel,2
1363,3473042,0.0073,0.0234,1.0038,-0.3675,-0.0875,0.3675,999.5706,smooth_accel_decel,2
1364,3473102,0.0910,0.1042,1.0244,0.4375,0.3063,0.1925,999.5457,smooth_accel_decel,2
1365,3473162,-0.0035,-0.0437,1.0169,-1.0938,-2.0038,-0.3850,999.5239,smooth_accel_decel,2
1366,3473222,0.0509,-0.0074,1.0313,1.6712,0.6037,0.6212,999.4856,smooth_accel_decel,2
1367,3473282,-0.0207,-0.0908,0.8806,0.8487,-2.7562,-0.1663,999.4851,smooth_accel_decel,2
1368,3473342,0.0149,0.0933,1.0050,2.4325,0.2275,-0.0525,999.4775,smooth_accel_decel,2
1369,3473402,0.0388,-0.0269,0.8491,-0.5512,-0.9625,-0.2275,999.4714,smooth_accel_decel,2
1370,3473462,-0.0066,-0.0024,0.9523,0.2362,0.4988,0.0350,999.4700,smooth_accel_decel,2
1371,3473522,0.0157,-0.0590,1.1045,4.0250,-0.6737,0.3500,999.4607,smooth_accel_decel,2
1372,3473582,0.1049,0.1521,1.1885,0.3063,2.8875,-0.1312,999.4824,smooth_accel_decel,2
1373,3473642,0.0007,0.0090,0.9509,-0.3762,-0.3237,-0.0175,999.4844,smooth_accel_decel,2
1374,3473702,0.0125,0.0117,0.9662,5.2500,-1.5575,-0.5863,999.5093,smooth_accel_decel,2
1375,3473762,0.1484,0.1391,1.1515,1.2075,-1.3913,0.7875,999.5383,smooth_accel_decel,2
1376,3473822,0.1080,0.0578,1.1456,0.5950,2.0563,0.3587,999.5027,smooth_accel_decel,2
1377,3473882,0.1191,0.0102,0.9986,2.0213,-0.2713,0.0175,999.5378,smooth_accel_decel,2
1378,3473942,-0.0312,0.0264,0.6009,-4.3488,0.3325,0.9538,999.5576,smooth_accel_decel,2
1379,3474002,0.0997,-0.2223,0.8255,-0.6212,-2.6688,0.8487,999.5681,smooth_accel_decel,2
1380,3474062,0.1064,0.0913,1.2163,-4.2613,-4.2875,1.0588,999.5835,smooth_accel_decel,2
1381,3474122,0.1154,0.0439,1.0160,-4.4012,-1.6363,1.0850,999.5618,smooth_accel_decel,2
1382,3474182,0.0879,0.1491,1.1441,2.3012,-0.0088,0.3850,999.5967,smooth_accel_decel,2
1383,3474242,0.0610,-0.1008,0.8615,1.8813,1.8112,-0.2362,999.5784,smooth_accel_decel,2
1384,3474302,0.1101,0.0588,1.0993,-5.1887,-2.1437,0.8400,999.5710,smooth_accel_decel,2
