label,duration,num_samples,accel_mag_mean,accel_mag_max,accel_mag_min,accel_mag_range,dps_mag_mean,dps_mag_max,dps_mag_min,dps_mag_range,a_x_mean,a_x_std,a_x_min,a_x_max,a_x_range,a_x_abs_max,a_x_delta,a_x_max_neighbor_diff,a_x_min_neighbor_diff,a_x_avg_neighbor_diff,a_x_max_gradient,a_x_min_gradient,a_x_num_peaks,a_x_zero_crossings,a_y_mean,a_y_std,a_y_min,a_y_max,a_y_range,a_y_abs_max,a_y_delta,a_y_max_neighbor_diff,a_y_min_neighbor_diff,a_y_avg_neighbor_diff,a_y_max_gradient,a_y_min_gradient,a_y_num_peaks,a_y_zero_crossings,a_z_mean,a_z_std,a_z_min,a_z_max,a_z_range,a_z_abs_max,a_z_delta,a_z_max_neighbor_diff,a_z_min_neighbor_diff,a_z_avg_neighbor_diff,a_z_max_gradient,a_z_min_gradient,a_z_num_peaks,a_z_zero_crossings,dps_x_mean,dps_x_std,dps_x_min,dps_x_max,dps_x_range,dps_x_abs_max,dps_x_delta,dps_x_max_neighbor_diff,dps_x_min_neighbor_diff,dps_x_avg_neighbor_diff,dps_x_max_gradient,dps_x_min_gradient,dps_x_num_peaks,dps_x_zero_crossings,dps_y_mean,dps_y_std,dps_y_min,dps_y_max,dps_y_range,dps_y_abs_max,dps_y_delta,dps_y_max_neighbor_diff,dps_y_min_neighbor_diff,dps_y_avg_neighbor_diff,dps_y_max_gradient,dps_y_min_gradient,dps_y_num_peaks,dps_y_zero_crossings,dps_z_mean,dps_z_std,dps_z_min,dps_z_max,dps_z_range,dps_z_abs_max,dps_z_delta,dps_z_max_neighbor_diff,dps_z_min_neighbor_diff,dps_z_avg_neighbor_diff,dps_z_max_gradient,dps_z_min_gradient,dps_z_num_peaks,dps_z_zero_crossings
clockwise_circle,2.3399999999999963,40,1.001335247269309,1.109009147843245,0.9035183340696524,0.2054908137735924,23.389547769473555,24.650667967623107,21.53564035802047,3.115027609602638,0.0214175,0.0298341474247899,-0.0329,0.1042,0.1371,0.1042,0.0213,0.1112,-0.0896,0.0005461538461538,0.1708888888888824,-0.1618333333333272,1,0,0.16682,0.0416483089815858,0.0664,0.2601,0.1936999999999999,0.2601,0.0766,0.0951,-0.1132,0.0019641025641025,0.3620833333333624,-0.3281666666666544,1,0,0.98591,0.0450265836009043,0.8919,1.0863,0.1944,1.0863,-0.0445999999999999,0.19,-0.1166,-0.0011435897435897,0.4934722222222056,-0.3833333333333701,1,0,0.2649074999999999,1.2375455446449286,-2.3275,2.4762,4.8037,2.4762,-0.7087000000000001,2.2838000000000003,-2.4937,-0.0181717948717948,13.854166666667972,-11.812333333332884,1,3,-0.7032774999999999,0.8680715244333563,-2.3712,1.2687,3.6399,2.3712,-1.7413,2.9488,-3.6399,-0.0446487179487179,5.7362499999997825,-5.877166666667869,1,0,-23.3296825,0.6987317561996127,-24.605,-21.3937,3.211300000000002,24.605,-0.3149999999999977,1.4263000000000012,-1.5838,-0.008076923076923,6.8103333333330625,-4.024999999999807,1,0
clockwise_circle,2.3400000000000034,40,1.022120548064379,1.1483439075468638,0.9151747647307588,0.2331691428161049,24.887693931928357,26.299139855326064,23.77468577478996,2.524454080536106,0.0526175,0.0261382997063401,-0.0088,0.1366,0.1454,0.1366,-0.0049999999999999,0.0948,-0.0776,-0.0001282051282051,0.1796666666666598,-0.1754999999999933,1,0,0.1766175,0.032786910204672,0.0913,0.2369,0.1456,0.2369,0.0045999999999999,0.1069,-0.0811,0.0001179487179487,0.2554999999999903,-0.2768333333333255,1,0,1.0046025,0.0462373114264737,0.9065,1.1244,0.2179000000000001,1.1244,-0.0014,0.1667999999999999,-0.1030999999999999,-3.589743589743764e-05,0.2571666666667127,-0.3518333333333192,1,0,0.1975249999999999,1.390724555992676,-2.4588,3.5612,6.02,3.5612,-0.3938000000000001,2.8175,-4.1913,-0.0100974358974359,12.133333333332876,-10.325000000000786,1,2,-0.421755,1.304848124367992,-3.1412,2.1437,5.2849,3.1412,3.3337,3.6313,-3.7887,0.0854794871794871,10.99591666666625,-9.697833333332966,1,2,-24.812165,0.6340728064440194,-26.1362,-23.695,2.4411999999999985,26.1362,-1.5576000000000008,0.7613000000000021,-1.0850000000000009,-0.0399384615384615,1.808333333333252,-4.214333333333144,0,0
clockwise_circle,2.3400000000000034,40,1.0153236939517307,1.0964807203047393,0.9151747647307588,0.1813059555739804,25.38599156646506,26.40499402461587,24.298116169365887,2.106877855249987,0.054965,0.0253935843906512,-0.0088,0.1015,0.1103,0.1015,-0.0249,0.0644,-0.0769,-0.0006384615384615,0.1796666666666598,-0.154027777777772,1,0,0.1881824999999999,0.0320499040960203,0.0913,0.2395,0.1482,0.2395,0.0245999999999999,0.0865999999999999,-0.0811,0.0006307692307692,0.2554999999999903,-0.2768333333333252,1,0,0.9954725,0.0419461497728841,0.9065,1.0753,0.1687999999999999,1.0753,-0.0544,0.1667999999999999,-0.1098000000000001,-0.0013948717948717,0.2473333333333229,-0.4266666666666516,1,0,0.63656,1.1483251747988996,-1.82,3.5612,5.3812,3.5612,-4.375,2.0563,-3.115,-0.1121794871794871,10.456166666666268,-10.193666666666282,1,0,-0.497,1.1390033758757745,-2.975,1.5488,4.5238,2.975,2.0212,2.8436999999999997,-2.94,0.051825641025641,7.320666666666442,-8.16649999999969,1,0,-25.322944999999997,0.5098847818317287,-26.3288,-24.2725,2.0563,26.3288,0.1138000000000012,0.7348999999999997,-0.8049999999999997,0.0029179487179487,2.1875000000003695,-4.214333333333144,0,0
clockwise_circle,2.339999999999989,40,1.0168209191236235,1.1237334781877772,0.9225314574582268,0.2012020207295505,24.722630729926504,26.40499402461587,22.90290729361668,3.5020867309991957,0.0496225,0.0263236900957371,-0.0083,0.0967,0.105,0.0967,-0.0124,0.0662,-0.0681,-0.0003179487179487,0.1334999999999949,-0.1529999999999942,0,0,0.192915,0.0287782374150667,0.1293,0.2395,0.1101999999999999,0.2395,-0.016,0.0566,-0.0915999999999999,-0.0004102564102564,0.2668333333333235,-0.2704999999999897,1,0,0.996435,0.0440109342474496,0.9134,1.101,0.1876,1.101,0.0349,0.1244999999999999,-0.1512000000000001,0.0008948717948717,0.4173333333333193,-0.3263333333333555,1,0,0.3377475,0.8813792236551902,-1.82,2.3012,4.1212,2.3012,-1.33,2.3274999999999997,-3.115,-0.0341025641025641,4.258333333333172,-8.326999999999684,1,0,-0.5661149999999999,1.076866991655863,-2.485,1.6013,4.0863,2.485,-1.4175,3.0976,-2.94,-0.0363461538461538,5.570833333333123,-6.576999999999751,1,0,-24.6758775,0.9180110259902892,-26.3288,-22.8725,3.4563000000000024,26.3288,3.4563000000000024,0.7437000000000005,-0.621299999999998,0.0886230769230769,4.097666666666498,-2.654166666666953,0,0
clockwise_circle,2.3400000000000034,40,1.011874856315193,1.1227558728414648,0.924175356737021,0.1985805161044438,22.750877964838697,23.0748429396605,22.131925484015166,0.9429174556453326,0.0576249999999999,0.0196190612441718,0.0212,0.1069,0.0857,0.1069,-0.0229,0.0529,-0.0441999999999999,-0.0005871794871794,0.110833333333329,-0.2455555555555462,1,0,0.1880399999999999,0.0295675220296588,0.1308,0.2452,0.1144,0.2452,-0.0156,0.1051,-0.0895,-0.0004,0.3515277777777646,-0.1626666666666607,1,0,0.991995,0.0419630725941089,0.8908,1.1073,0.2164999999999999,1.1073,0.0507,0.0991999999999999,-0.1582999999999998,0.0013,0.2433333333333234,-0.2399999999999913,1,0,0.0227525,0.8610707034871447,-1.5575,1.33,2.8875,1.5575,0.4987000000000001,2.1175,-1.8025,0.0127871794871794,7.700000000000765,-6.825000000000592,1,0,-0.4057824999999999,0.8568309137829369,-2.1263,2.0563,4.1826,2.1263,0.8487,2.7126,-2.9575,0.0217615384615384,8.998000000000044,-4.258499999999838,1,1,-22.7156575,0.2533289731954409,-23.0387,-22.1025,0.9361999999999996,23.0387,0.3412000000000006,0.6475000000000009,-0.8488000000000007,0.0087487179487179,2.0855000000003088,-1.866666666666532,1,0
clockwise_circle,2.3400000000000034,40,1.001741966561276,1.076287308296442,0.924175356737021,0.1521119515594209,22.733155040455006,24.30358692415587,21.88624188137379,2.417345042782081,0.05099,0.0208337842002494,0.0039,0.1069,0.103,0.1069,0.016,0.0652,-0.0561,0.0004102564102564,0.1059999999999959,-0.2093333333333254,1,0,0.1867575,0.0280143908760095,0.103,0.2408,0.1377999999999999,0.2408,-0.0402,0.0781,-0.0633999999999999,-0.0010307692307692,0.2071666666666589,-0.2931666666666566,0,0,0.982245,0.0390405440141793,0.8908,1.0501,0.1593,1.0501,0.0825,0.097,-0.1582999999999998,0.0021153846153846,0.2839999999999882,-0.2894999999999879,1,0,0.0794024999999999,1.0216284678902825,-1.8463,1.7675,3.6138,1.8463,0.2450000000000001,3.2462999999999997,-2.0737,0.0062820512820512,8.297833333333019,-9.026999999999656,1,0,-0.43532,0.6641092346046541,-1.8025,1.6888,3.4913,1.8025,-0.4549999999999999,2.4063,-1.8113,-0.0116666666666666,4.31683333333317,-3.5581666666665304,1,0,-22.6970725,0.5207999453441916,-24.2463,-21.8838,2.3625000000000007,24.2463,-1.9776000000000025,0.6475000000000009,-0.8488000000000007,-0.0507076923076923,2.1874999999999147,-3.7333333333332064,1,0
clockwise_circle,2.339999999999989,40,0.997395962231374,1.0881491671641348,0.920108569680774,0.1680405974833606,23.57152114449044,25.049641024174377,21.88624188137379,3.163399142800589,0.0440575,0.0193941292663527,-0.011,0.0813,0.0923,0.0813,0.0502,0.0857,-0.0779,0.0012871794871794,0.107833333333345,-0.1078333333333292,1,0,0.187765,0.0281111853821524,0.103,0.243,0.14,0.243,-0.0136999999999999,0.0791,-0.0823,-0.000351282051282,0.2071666666666587,-0.1942499999999927,1,0,0.9780225,0.0384309536535062,0.9041,1.0644,0.1603,1.0644,0.0374999999999999,0.1257,-0.1592,0.0009615384615384,0.2839999999999882,-0.2229999999999936,1,0,-0.0691225,0.975807743907842,-1.8463,1.7675,3.6138,1.8463,-0.1925000000000001,3.2462999999999997,-2.0737,-0.0049358974358974,8.297833333333019,-9.026999999999656,0,0,-0.4267825,1.1929227924137658,-3.7362,2.8963,6.6325,3.7362,-2.5813,3.6138,-5.1275,-0.0661871794871794,10.682083333335456,-7.116500000000464,1,1,-23.5189075,0.9642222470660896,-24.9112,-21.8838,3.0274,24.9112,-2.178699999999999,0.5950000000000024,-0.7261999999999986,-0.0558641025641025,1.8956666666666135,-3.7333333333332064,0,0
clockwise_circle,2.3400000000000034,40,1.0153594761549771,1.1432817850381418,0.9183853711814012,0.2248964138567406,24.80606985015591,25.28612114757817,24.18872571716005,1.0973954304181213,0.041915,0.0231093226831033,-0.0107,0.0939,0.1046,0.0939,-0.0934,0.0613999999999999,-0.0527,-0.0023948717948717,0.0953333333333297,-0.1856944444444373,0,0,0.20214,0.0358101174644891,0.1035,0.2636,0.1601,0.2636,0.0819999999999999,0.1028,-0.1214,0.0021025641025641,0.309277777777766,-0.3463333333333198,1,0,0.993375,0.0427135044399129,0.9026,1.1126,0.21,1.1126,0.0422999999999998,0.1533,-0.1142999999999999,0.0010846153846153,0.2663333333333213,-0.3693333333333193,1,0,0.252665,1.2361156465169845,-2.6163,2.5375,5.1538,2.6163,1.0937,2.7651000000000003,-2.2313,0.0280435897435897,11.316833333332903,-10.32499999999961,0,1,-0.440125,0.7087475557774523,-2.0738,1.085,3.1588,2.0738,1.4524,2.4587000000000003,-2.3362,0.0372410256410256,6.617124999999748,-6.752333333333078,1,0,-24.7609825,0.2508762918022778,-25.2525,-24.1763,1.0762,25.2525,0.0438000000000009,0.8049999999999997,-0.6213000000000015,0.0011230769230769,2.114666666666579,-1.662499999999966,1,0
clockwise_circle,2.3400000000000034,40,1.0083881637320429,1.1532219560865116,0.8956860052496076,0.2575359508369039,23.842263114912345,25.22545519054116,21.592759132172063,3.632696058369099,0.02768,0.0340285340296217,-0.0801,0.1044,0.1845,0.1044,-0.0035,0.1171,-0.1379,-8.974358974358911e-05,0.224666666666658,-0.200166666666659,1,4,0.1815574999999999,0.0441068683964707,0.0711,0.2636,0.1925,0.2636,-0.1819,0.1028,-0.1214,-0.0046641025641025,0.1978333333333259,-0.3463333333333198,1,0,0.9901175,0.0546259583615983,0.8733,1.1348,0.2615,1.1348,-0.0323999999999999,0.1613,-0.2615,-0.0008307692307692,0.2663333333333213,-0.4318055555555388,1,0,0.1034725,1.3609862494807363,-3.36,2.5375,5.8975,3.36,-0.3237,2.7651000000000003,-3.3338,-0.0082999999999999,15.166499999999424,-13.066499999999504,1,1,-0.253745,0.8464189581967501,-3.2025,1.085,4.2875,3.2025,0.4025000000000001,4.025,-3.3163,0.0103205128205128,6.853999999999741,-6.752333333333078,1,0,-23.7881925,1.147350550323189,-25.165,-21.5775,3.5874999999999986,25.165,2.8262,0.866299999999999,-1.058799999999998,0.0724666666666666,5.5710000000007085,-1.7745833333332603,0,0
clockwise_circle,2.3400000000000034,40,1.00433278998014,1.1532219560865116,0.8953506910702644,0.2578712650162471,22.639671559639535,24.461442311114855,21.592759132172063,2.868683178942792,0.0388975,0.0423374507638271,-0.0801,0.1098,0.1899,0.1098,-0.1056999999999999,0.1171,-0.1379,-0.0027102564102564,0.2364999999999998,-0.3393055555555427,1,4,0.165645,0.0387981955039016,0.0614,0.2287,0.1672999999999999,0.2287,0.0143,0.1173,-0.1309,0.0003666666666666,0.2619999999999782,-0.2588333333333235,1,0,0.98821,0.0573372962255941,0.8733,1.1348,0.2615,1.1348,-0.0506999999999999,0.1720999999999999,-0.2615,-0.0012999999999999,0.2879166666666564,-0.7120833333333048,1,0,0.0584149999999999,1.2697631025873717,-3.36,1.9338,5.2938,3.36,-0.9099999999999996,2.7213000000000003,-2.7038,-0.0233333333333332,15.166499999999424,-10.441666666666272,1,0,-0.5991500000000001,1.080538378867279,-3.2025,0.8225,4.025,3.2025,-0.4024999999999999,4.025,-3.4824,-0.0103205128205128,7.060694444444176,-5.891833333332986,1,0,-22.5723725,0.5705681779021814,-24.43,-21.5775,2.852499999999999,24.43,2.038699999999998,0.866299999999999,-1.058799999999998,0.0522743589743589,3.5581666666665512,-2.304333333333261,1,0
clockwise_circle,2.339999999999989,40,1.00863938142944,1.1118116252315406,0.8953506910702644,0.2164609341612762,22.70787600896894,23.5395514441121,21.727616721122455,1.811934722989644,0.05654,0.0321781324058467,-0.0381,0.1116,0.1497,0.1116,0.0378,0.0859,-0.0822,0.0009692307692307,0.2500000000000398,-0.2288333333333245,1,0,0.1633625,0.0375987498939757,0.0614,0.2445,0.1830999999999999,0.2445,-0.0633,0.1139999999999999,-0.1309,-0.0016230769230769,0.1874999999999924,-0.287833333333364,1,0,0.99255,0.0506925069059546,0.8889,1.0933,0.2043999999999999,1.0933,-0.01,0.1720999999999999,-0.1315999999999999,-0.0002564102564102,0.2851666666666572,-0.4433333333333173,1,0,0.3600725000000001,0.9681783561019937,-2.0563,2.4237,4.48,2.4237,-2.2488,2.7213000000000003,-2.3624,-0.0576615384615384,6.1398333333331,-8.95399999999966,1,1,-0.7765650000000001,0.9703907530553784,-3.1937,1.1638,4.3575,3.1937,0.77,2.3099000000000003,-3.4824,0.0197435897435897,9.55199999999964,-5.454000000000046,1,0,-22.6513425,0.4436201313826376,-23.5375,-21.7087,1.828800000000001,23.5375,-1.2250000000000014,0.8138000000000005,-0.6562000000000019,-0.0314102564102564,1.983166666666591,-2.8876666666665756,1,0
clockwise_circle,2.3400000000000034,40,1.01532896006754,1.0902495540012844,0.9225624856886387,0.1676870683126456,24.80582269801681,25.47956721826334,23.42275469495422,2.0568125233091195,0.0471225,0.0230788224325201,-0.0175,0.1054,0.1229,0.1054,0.0092,0.0593,-0.0932,0.0002358974358974,0.2087499999999921,-0.1326666666666617,1,0,0.1784575,0.0316663688582487,0.1022,0.2623,0.1600999999999999,0.2623,-0.001,0.0827,-0.0954,-2.5641025641025663e-05,0.1743333333333268,-0.2751388888888787,1,0,0.99761,0.0418242770869521,0.9077,1.0752,0.1674999999999999,1.0752,0.1052999999999999,0.1303,-0.1455999999999999,0.0026999999999999,0.2186111111111046,-0.2351666666666574,1,0,0.534185,0.9859383885025864,-1.4438,2.4762,3.92,2.4762,0.7525,1.8112,-1.8638,0.0192948717948717,6.810333333333077,-8.137499999999692,1,0,-0.8813425,0.9691237768283794,-2.8612,1.8025,4.6637,2.8612,1.995,2.3274,-3.0362,0.0511538461538461,9.52299999999964,-6.139500000000654,1,0,-24.7467475,0.4718096204427245,-25.4013,-23.415,1.9863,25.4013,0.7788000000000004,0.9800000000000004,-0.6387,0.0199692307692307,4.90000000000029,-2.50850000000014,0,0
clockwise_circle,2.3400000000000034,40,1.011437421881731,1.1132978532270688,0.9186544181573396,0.1946434350697292,24.003438028398723,25.405667752294956,22.595214883465925,2.8104528688290316,0.0331375,0.0271910212131759,-0.0249,0.0757,0.1006,0.0757,0.0158,0.0622,-0.0932,0.0004051282051282,0.2133333333333253,-0.1473333333333277,0,0,0.1758125,0.0307825557285207,0.1022,0.2409,0.1387,0.2409,-0.0068999999999999,0.0827,-0.0954,-0.000176923076923,0.2096666666666589,-0.226333333333407,1,0,0.9946750000000002,0.045212692511092,0.9052,1.0973,0.1920999999999999,1.0973,0.0373999999999999,0.1556999999999999,-0.1920999999999999,0.0009589743589743,0.3214999999999879,-0.2499999999999911,0,0,0.0794025,0.7612081273019311,-1.4438,1.6888,3.1326,1.6888,0.2537999999999999,1.7063,-2.0213,0.0065076923076922,5.920833333333109,-8.050166666666364,1,0,-0.531785,1.0290997800044115,-2.8612,1.8025,4.6637,2.8612,0.2538,3.5437000000000003,-3.0362,0.0065076923076922,8.604166666666343,-6.081499999999771,1,0,-23.9644975,0.9742451985597194,-25.3575,-22.5925,2.765000000000001,25.3575,1.9162,0.9800000000000004,-0.5512999999999977,0.0491333333333333,5.016666666666453,-2.173000000000286,0,0
clockwise_circle,2.3400000000000034,40,1.0238497548836432,1.1381274313538006,0.9186544181573396,0.219473013196461,23.298920381053716,23.993374345848064,22.595214883465925,1.3981594623821394,0.0354325,0.0278992729204038,-0.0249,0.0922,0.1171,0.0922,0.0377,0.0622,-0.0856,0.0009666666666666,0.1858333333333263,-0.1524166666666608,1,0,0.1841799999999999,0.0293117216423912,0.1293,0.253,0.1237,0.253,0.0459999999999999,0.0689999999999999,-0.0816,0.0011794871794871,0.2550000000000214,-0.2043055555555475,1,0,1.0058075,0.0459906812606696,0.9052,1.1189,0.2137,1.1189,0.0147,0.1556999999999999,-0.1920999999999999,0.000376923076923,0.3214999999999879,-0.4874999999999815,1,0,0.14218,0.7922485721682079,-1.3212,2.275,3.5961999999999996,2.275,-1.7238,1.7325,-2.2575,-0.0442,5.0894999999998065,-7.568833333333046,1,0,-0.53222,0.8861373827619536,-2.4237,1.12,3.5437000000000003,2.4237,0.28,3.5437000000000003,-2.2312,0.0071794871794871,4.010333333333182,-3.2083333333332114,1,0,-23.262965,0.3656554820648837,-23.9487,-22.5925,1.3561999999999976,23.9487,0.8488000000000007,0.8138000000000005,-0.9274999999999984,0.0217641025641025,2.5399999999999054,-2.4206666666665626,1,0
clockwise_circle,2.339999999999989,40,1.013255998465504,1.1381274313538006,0.8883538934456245,0.249773537908176,22.84112856143705,23.975698904098707,20.62759697904727,3.348101925051438,0.0426925,0.0241587525945168,-0.0085,0.0925,0.101,0.0925,-0.0037999999999999,0.101,-0.0499,-9.74358974358964e-05,0.1504999999999943,-0.2176666666666584,1,0,0.18635,0.035238360507862,0.0581,0.253,0.1949,0.253,-0.001,0.1197,-0.1268,-2.5641025641024952e-05,0.2550000000000216,-0.2386666666666574,1,0,0.9941775,0.0460729103759771,0.8708,1.1189,0.2481,1.1189,-0.1517999999999999,0.0977,-0.1275,-0.0038923076923076,0.1583333333333261,-0.2333333333333485,0,0,0.0721825,0.7490492328783476,-0.9625,2.275,3.2375,2.275,-1.435,1.7325,-2.2575,-0.0367948717948718,5.0894999999998065,-7.568833333333046,0,0,-0.47819,0.6795343027510713,-2.345,0.7437,3.0887,2.345,1.12,1.7237,-2.2312,0.0287179487179487,6.283055555556806,-4.083499999999845,1,0,-22.814525000000003,0.917036543116062,-23.9487,-20.615,3.3337000000000003,23.9487,1.7238000000000009,0.7524000000000015,-0.9274999999999984,0.0442,6.358333333333093,-2.4206666666665626,0,0
clockwise_circle,2.3400000000000034,40,1.0155795084947978,1.1101014187901932,0.9378496734551864,0.1722517453350067,22.132191818136683,23.50834997931586,21.205983190363987,2.302366788951872,0.0526275,0.0209623592758605,0.0063,0.1061,0.0998,0.1061,-0.0042,0.0584999999999999,-0.0818,-0.0001076923076923,0.1478333333333277,-0.1541666666666607,0,0,0.1865699999999999,0.0358611152886185,0.113,0.2586,0.1456,0.2586,0.0249,0.1198,-0.1190999999999999,0.0006384615384615,0.2214999999999609,-0.1824999999999933,1,0,0.9961950000000002,0.0423061427921374,0.9226,1.0848,0.1622,1.0848,-0.0419,0.1007,-0.1184,-0.0010743589743589,0.3858333333333187,-0.3820833333333165,0,0,-0.0166174999999999,0.9264630929003108,-1.8025,1.6888,3.4913,1.8025,2.0212,1.925,-1.8988,0.051825641025641,7.204166666666902,-6.5625000000009575,1,0,-0.4436175,1.0308861383289225,-3.1412,1.435,4.5762,3.1412,-0.9449,2.7388,-1.9162,-0.0242282051282051,6.24166666666643,-10.441666666666984,1,0,-22.085655,0.4782428290775539,-23.3625,-21.2013,2.161200000000001,23.3625,-1.0061999999999998,0.7175000000000011,-0.7175000000000011,-0.0257999999999999,3.8646666666665226,-4.2001666666669735,1,0
clockwise_circle,2.3400000000000034,40,1.006447784480122,1.0953192274401105,0.8945042425835665,0.2008149848565439,23.132380512235738,25.436598423924533,21.277857756127613,4.15874066779692,0.05273,0.023795099689448,0.0063,0.1061,0.0998,0.1061,0.0667,0.0591,-0.0818,0.0017102564102564,0.1926666666666592,-0.1259999999999832,1,0,0.1963349999999999,0.0377820643244302,0.113,0.2681,0.1551,0.2681,0.0308,0.1198,-0.1190999999999999,0.0007897435897435,0.2214999999999609,-0.2871666666667203,0,0,0.9848275,0.0410403303049385,0.8796,1.0719,0.1923,1.0719,-0.0141,0.1825999999999999,-0.1387,-0.0003615384615384,0.2480000000000606,-0.3196666666666568,1,0,-0.07109,1.0138496160673929,-2.8963,1.54,4.4363,2.8963,-3.2813,1.925,-1.8988,-0.0841358974358974,8.968833333332993,-8.502166666667094,1,0,-0.71051,1.166544302476775,-3.1412,1.1638,4.305,3.1412,1.3387,2.7388,-1.9162999999999997,0.034325641025641,8.470555555555235,-10.441666666666986,0,0,-23.071775,1.0678726464811072,-25.2525,-21.2712,3.981300000000001,25.2525,-3.981300000000001,0.7175000000000011,-0.7175000000000011,-0.1020846153846154,2.8583333333332064,-4.433333333333167,0,0
clockwise_circle,2.3400000000000034,40,1.007811625709533,1.1095554875714868,0.8945042425835665,0.2150512449879202,24.7166357489054,26.6288539723361,22.77807404347435,3.850779928861748,0.0474599999999999,0.0273292254574212,-0.0045,0.1051,0.1096,0.1051,0.0022,0.0601,-0.0602999999999999,5.641025641025696e-05,0.1926666666666592,-0.2269999999999914,1,0,0.2017325,0.0371493547412644,0.1191,0.2723,0.1532,0.2723,-0.0241,0.0567,-0.0924,-0.0006179487179487,0.3773333333333577,-0.3358333333333205,1,0,0.9853325,0.0426770423331759,0.8796,1.0831,0.2034999999999999,1.0831,-0.0060999999999999,0.1825999999999999,-0.1387,-0.0001564102564102,0.3434999999999881,-0.3196666666666568,1,0,-0.2430275,1.4064943256901956,-2.8963,2.5113,5.4076,2.8963,-4.0863000000000005,2.6338,-2.2925000000000004,-0.104776923076923,13.460666666667729,-14.335333333332793,1,2,-0.6208199999999999,1.1618417080056724,-2.5725,2.9925,5.5649999999999995,2.9925,-2.0563,2.6775,-4.9087,-0.052725641025641,9.668999999999636,-7.670833333333043,1,1,-24.6426225,1.1167438008156825,-26.5212,-22.7062,3.8150000000000017,26.5212,-0.9800000000000004,0.7699999999999996,-0.6563000000000017,-0.0251282051282051,4.914666666666477,-4.433333333333167,0,0
clockwise_circle,2.339999999999989,40,1.0139865175793392,1.1095554875714868,0.9074923746236108,0.202063112947876,24.632660246124015,26.6288539723361,22.79317958030428,3.835674392031819,0.036545,0.0245748876409252,-0.0045,0.1051,0.1096,0.1051,-0.0259,0.0601,-0.0569,-0.0006641025641025,0.186499999999995,-0.2269999999999914,1,0,0.19374,0.0360446005771909,0.1171,0.2723,0.1552,0.2723,-0.0267999999999999,0.0583,-0.1049,-0.0006871794871794,0.3773333333333577,-0.3358333333333205,1,0,0.99386,0.0422540594317461,0.8996,1.0831,0.1835,1.0831,0.0281000000000001,0.1037000000000001,-0.1396,0.0007205128205128,0.3434999999999881,-0.2883333333333207,1,0,0.0463774999999999,1.3991341830937023,-2.8875,2.5113,5.3988,2.8875,1.1812,2.17,-2.2925000000000004,0.0302871794871794,12.08966666666621,-14.335333333332793,0,2,-0.44144,1.0422631130480022,-2.2313,2.9925,5.223800000000001,2.9925,-2.7475,2.6775,-4.9087,-0.0704487179487179,9.46466666666912,-7.670833333333043,1,1,-24.5691275,1.071786876534481,-26.5212,-22.7588,3.762399999999999,26.5212,2.651299999999999,0.7699999999999996,-0.9538000000000012,0.0679820512820512,5.746166666666454,-3.5148333333332005,0,0
clockwise_circle,2.3400000000000034,40,1.008721188897412,1.1082097093961951,0.8912972848606687,0.2169124245355266,23.09900976907018,24.055852709268073,21.810533005866684,2.245319703401389,0.0384275,0.0395617918983092,-0.0285,0.1574,0.1859,0.1574,0.1347,0.0907,-0.0761999999999999,0.0034538461538461,0.4875000000000595,-0.2530000000000395,1,0,0.183145,0.0448172468519053,0.0842,0.2908,0.2066,0.2908,-0.0176,0.1316,-0.1376,-0.000451282051282,0.2984999999999884,-0.5037499999999805,1,0,0.98952,0.0423944977078091,0.8811,1.0738,0.1927000000000001,1.0738,0.0486,0.1241999999999999,-0.1212,0.0012461538461538,0.2394999999999925,-0.3274999999999881,1,0,0.1760875,1.2827221985128707,-2.7125,2.4325,5.145,2.7125,-4.9875,4.768800000000001,-2.8787000000000003,-0.1278846153846153,10.499833333332935,-11.05399999999958,1,3,-0.764315,0.9771670086766918,-2.6512,1.4612,4.1124,2.6512,0.4199999999999999,3.4125,-3.6313,0.0107692307692307,8.735500000001206,-7.175166666666396,1,0,-23.0310925,0.6535137741618235,-24.0362,-21.805,2.231200000000001,24.0362,0.6648999999999994,0.8925000000000018,-0.875,0.0170487179487179,5.424999999999812,-3.266666666666538,1,0
clockwise_circle,2.3400000000000034,40,1.0098605150751243,1.1572058892003618,0.8912972848606687,0.2659086043396931,23.687862205541137,24.7607324546347,22.45093125863602,2.309801195998677,0.0476474999999999,0.0402736472182047,-0.0215,0.1574,0.1789,0.1574,0.043,0.0907,-0.0761999999999999,0.0011025641025641,0.4875000000000595,-0.2868333333333225,1,0,0.1824825,0.0456797766368197,0.0842,0.2908,0.2066,0.2908,-0.0622,0.1142,-0.1376,-0.0015948717948717,0.306666666666655,-0.3976666666666513,1,0,0.9903525,0.0499318663344464,0.8811,1.1453,0.2642,1.1453,0.0294999999999999,0.1361,-0.2190999999999999,0.0007564102564102,0.3241666666666543,-0.4033333333333182,1,0,0.4926175,1.2197625476964034,-2.7125,2.45,5.1625,2.7125,1.5838,4.768800000000001,-2.38,0.0406102564102564,10.587500000002423,-9.143666666666322,1,3,-0.6256275,0.9555498138036846,-2.6075,1.4612,4.0687,2.6075,0.5775,2.7125,-3.6313,0.0148076923076923,8.735500000001204,-7.175166666666395,1,0,-23.6245625,0.5581963204352354,-24.7362,-22.2862,2.4499999999999993,24.7362,-2.4499999999999993,0.8925000000000018,-0.7261999999999986,-0.0628205128205128,2.4063333333332366,-4.127166666666511,0,0
