duration,num_samples,accel_mag_mean,accel_mag_max,accel_mag_min,accel_mag_range,dps_mag_mean,dps_mag_max,dps_mag_min,dps_mag_range,a_x_mean,a_x_std,a_x_min,a_x_max,a_x_range,a_x_abs_max,a_x_delta,a_x_max_neighbor_diff,a_x_min_neighbor_diff,a_x_avg_neighbor_diff,a_x_max_gradient,a_x_min_gradient,a_x_num_peaks,a_x_zero_crossings,a_y_mean,a_y_std,a_y_min,a_y_max,a_y_range,a_y_abs_max,a_y_delta,a_y_max_neighbor_diff,a_y_min_neighbor_diff,a_y_avg_neighbor_diff,a_y_max_gradient,a_y_min_gradient,a_y_num_peaks,a_y_zero_crossings,a_z_mean,a_z_std,a_z_min,a_z_max,a_z_range,a_z_abs_max,a_z_delta,a_z_max_neighbor_diff,a_z_min_neighbor_diff,a_z_avg_neighbor_diff,a_z_max_gradient,a_z_min_gradient,a_z_num_peaks,a_z_zero_crossings,dps_x_mean,dps_x_std,dps_x_min,dps_x_max,dps_x_range,dps_x_abs_max,dps_x_delta,dps_x_max_neighbor_diff,dps_x_min_neighbor_diff,dps_x_avg_neighbor_diff,dps_x_max_gradient,dps_x_min_gradient,dps_x_num_peaks,dps_x_zero_crossings,dps_y_mean,dps_y_std,dps_y_min,dps_y_max,dps_y_range,dps_y_abs_max,dps_y_delta,dps_y_max_neighbor_diff,dps_y_min_neighbor_diff,dps_y_avg_neighbor_diff,dps_y_max_gradient,dps_y_min_gradient,dps_y_num_peaks,dps_y_zero_crossings,dps_z_mean,dps_z_std,dps_z_min,dps_z_max,dps_z_range,dps_z_abs_max,dps_z_delta,dps_z_max_neighbor_diff,dps_z_min_neighbor_diff,dps_z_avg_neighbor_diff,dps_z_max_gradient,dps_z_min_gradient,dps_z_num_peaks,dps_z_zero_crossings
2.34,40,1.0230028740024375,1.1154292581782137,0.9200418360052982,0.1953874221729155,28.593734603842087,29.08072998138114,27.86525475731381,1.2154752240673297,0.0559374999999999,0.0266123326673931,0.0044,0.1039,0.0995,0.1039,0.034,0.0539,-0.0973,0.0008717948717948,0.2131666666666656,-0.1945000000000016,1,0,0.211735,0.0358261224706505,0.1188,0.2755,0.1567,0.2755,-0.0393,0.1266999999999999,-0.1292,-0.0010076923076923,0.270000000000004,-0.2570000000000061,1,0,0.9984099999999998,0.0467193519449258,0.9109,1.082,0.1711,1.082,0.0292999999999999,0.1553000000000001,-0.1113,0.000751282051282,0.3411666666666644,-0.305000000000005,1,0,0.5615224999999999,0.9813343204306716,-1.3563,2.3975,3.7538,2.3975,-0.2276,2.5462,-2.3012,-0.0058358974358974,10.106166666666711,-9.114499999999971,1,0,-0.7964724999999999,0.8837199129865606,-2.485,1.2862,3.7712,2.485,0.4725,1.8638,-1.8113,0.0121153846153846,7.204166666666764,-6.57700000000014,1,0,-28.5475275,0.2839366731378039,-28.9363,-27.8512,1.0851000000000006,28.9363,-0.490000000000002,0.4725000000000001,-0.7437000000000005,-0.0125641025641026,1.4584999999999582,-1.8669999999999616,0,0
2.34,40,1.025625465033201,1.1154292581782137,0.96114741845359,0.1542818397246238,28.74395609469019,29.277161227994764,27.942946560804927,1.334214667189837,0.0681025,0.0176506916767209,0.03,0.0993,0.0693,0.0993,-0.0146,0.0428999999999999,-0.0406999999999999,-0.0003743589743589,0.1728333333333345,-0.1570000000000033,1,0,0.2243325,0.0354573878418039,0.1393,0.3016,0.1622999999999999,0.3016,0.0195,0.1249999999999999,-0.1292,0.0005,0.270000000000004,-0.2570000000000061,1,0,0.997735,0.043769135302496,0.9267,1.082,0.1553000000000001,1.082,-0.0443999999999999,0.1553000000000001,-0.1047,-0.0011384615384615,0.3411666666666644,-0.305000000000005,1,0,0.4127675,0.928562082866396,-1.3563,2.3975,3.7538,2.3975,-2.7387,1.6275,-1.4087,-0.0702230769230769,10.106166666666711,-7.590625000000075,1,0,-0.96754,0.7808856460488489,-2.485,0.56,3.045,2.485,-0.9975,1.855,-1.8113,-0.025576923076923,6.635499999999908,-6.985499999999945,1,0,-28.69977,0.2571195224414371,-29.1987,-27.93,1.268699999999999,29.1987,-0.1400000000000005,0.6650999999999989,-0.7437000000000005,-0.0035897435897436,2.0416666666667425,-2.0998333333332937,1,0
2.34,40,1.0202597274386591,1.1108834547332136,0.9485154136860402,0.1623680410471734,27.70428335047085,29.277161227994764,23.34535419521409,5.931807032780675,0.0575499999999999,0.0228497433077653,0.0082,0.093,0.0848,0.093,-0.04,0.0473999999999999,-0.0522999999999999,-0.001025641025641,0.1143333333333357,-0.1952777777777818,1,0,0.2124725,0.0365665462039013,0.1222,0.3016,0.1793999999999999,0.3016,-0.0635,0.1087999999999999,-0.1359999999999999,-0.0016282051282051,0.1958333333333377,-0.2501666666666715,1,0,0.9953,0.0407026175684448,0.9248,1.0816,0.1567999999999999,1.0816,0.0181,0.1333999999999998,-0.1065999999999999,0.0004641025641025,0.2941666666666656,-0.3878333333333223,1,0,0.0043649999999999,0.7917274856692185,-1.6537,1.6187,3.2724,1.6537,-0.9013,1.7762,-1.4525,-0.0231102564102564,6.533166666666553,-6.737500000000022,1,0,-0.5810074999999999,0.918347948244494,-2.2313,2.0387,4.27,2.2313,0.0874999999999999,1.855,-1.7937,0.0022435897435897,7.597666666666829,-7.466500000000012,1,1,-27.672299999999996,1.7339488295765086,-29.1987,-23.31,5.8887,29.1987,4.873800000000003,0.8924999999999983,-0.7261999999999986,0.1249692307692308,7.772833333333324,-2.0998333333332937,0,0
2.34,40,1.0043420674873809,1.0729431345602618,0.8890905240750235,0.1838526104852382,22.876983836371146,24.068867866603114,20.83213014504278,3.236737721560335,0.0398125,0.0188324894864277,-0.0024,0.0793,0.0817,0.0793,0.0036999999999999,0.0716,-0.0583,9.487179487179476e-05,0.1119166666666691,-0.1105000000000023,0,0,0.1847325,0.0266774887095122,0.1376,0.2491,0.1114999999999999,0.2491,0.0211999999999999,0.0744,-0.0723999999999999,0.0005435897435897,0.1744999999999892,-0.2743333333333322,1,0,0.98593,0.0389935050476029,0.8728,1.0568,0.1839999999999999,1.0568,-0.0135999999999998,0.1529000000000001,-0.1273,-0.0003487179487179,0.3318750000000063,-0.2558333333333387,0,0,0.0164024999999999,0.7445130776649277,-1.435,1.8987,3.3337000000000003,1.8987,-2.3362,2.0126,-1.5137,-0.0599025641025641,7.714666666666568,-7.83116666666645,1,0,-0.3745,0.6631065328031038,-1.9512,0.7437,2.6949,1.9512,-1.3212000000000002,2.2749,-2.1,-0.033876923076923,5.002000000000106,-5.775166666666584,1,0,-22.8528075,0.8604810337418756,-24.0537,-20.8075,3.246199999999998,24.0537,0.1836999999999982,0.8924999999999983,-0.8661999999999992,0.0047102564102563,6.57700000000014,-6.299833333333339,1,0
2.34,40,0.9997670895984944,1.0653694429633318,0.8890905240750235,0.1762789188883082,23.55864255209973,25.805366649981934,20.83213014504278,4.973236504939155,0.0491825,0.0209864411356109,-0.0024,0.0903,0.0927,0.0903,0.0006,0.0716,-0.0564999999999999,1.5384615384615824e-05,0.1476666666666723,-0.1145000000000017,1,0,0.190955,0.0293709951989094,0.1261,0.2494,0.1233,0.2494,0.0635,0.0931,-0.0768,0.0016282051282051,0.2196666666666713,-0.1844444444444375,1,0,0.979565,0.0351430523461626,0.8728,1.0345,0.1616999999999999,1.0345,-0.0185999999999999,0.1028,-0.0981999999999999,-0.000476923076923,0.3611666666666737,-0.3222222222222097,1,0,0.0485599999999999,0.7473213336944636,-1.785,1.5838,3.3688,1.785,2.3451,2.0126,-1.5137,0.0601307692307692,7.714666666666607,-5.833333333333458,0,0,-0.5547449999999999,0.5760123351376855,-1.8025,0.595,2.3975,1.8025,-0.875,1.3912,-1.3387,-0.0224358974358974,3.4415000000000737,-5.9794444444442165,1,0,-23.5339975,1.2333209542318802,-25.7075,-20.8075,4.899999999999999,25.7075,-4.427499999999998,0.621299999999998,-0.8661999999999992,-0.1135256410256409,1.545666666666648,-6.299833333333339,0,0
2.3400000000000034,40,1.0145117757180802,1.1008465560649223,0.931654447743368,0.1691921083215544,26.16594447550806,29.223964338022313,23.740567337365803,5.48339700065651,0.0636775,0.0239121092325356,0.0215,0.1144,0.0929,0.1144,0.0272,0.0647,-0.0622,0.0006974358974358,0.160249999999994,-0.1145000000000017,0,0,0.2107125,0.0337000356653543,0.1261,0.2655,0.1394,0.2655,-0.0025,0.0984,-0.0849,-6.410256410256416e-05,0.2196666666666715,-0.1213333333333324,0,0,0.9895824999999998,0.0418884776244292,0.9187,1.0733,0.1545999999999999,1.0733,0.0421,0.1211999999999998,-0.1370999999999999,0.0010794871794871,0.155833333333323,-0.208666666666673,0,0,0.07109,0.908257382700944,-2.135,1.5838,3.7188,2.135,-1.715,1.3562,-2.5374999999999996,-0.0439743589743589,7.714666666666606,-8.997999999999953,1,0,-0.6575625,1.0057620870450323,-3.0275,2.2137,5.241199999999999,3.0275,-1.5926,2.4237,-2.905,-0.0408358974358974,6.401999999999819,-10.295999999999715,1,1,-26.1246475,1.861303040950076,-29.1987,-23.7125,5.4862,29.1987,-4.462599999999998,0.6123999999999974,-0.7525000000000013,-0.1144256410256409,2.357361111111059,-4.710166666666765,0,0
2.34,40,1.0149303942046843,1.1008465560649223,0.9469088762916946,0.1539376797732277,27.819000184744187,29.223964338022313,25.716624844252017,3.5073394937702993,0.0607725,0.0243481793927921,0.012,0.1144,0.1024,0.1144,-0.0175,0.0647,-0.0622,-0.0004487179487179,0.1241666666666622,-0.2069999999999922,1,0,0.2121,0.0367201125633714,0.1356,0.2655,0.1299,0.2655,-0.0252999999999999,0.0984,-0.0978999999999999,-0.0006487179487179,0.220972222222214,-0.2173333333333253,1,0,0.9897625,0.0405365975037309,0.9226,1.0733,0.1506999999999999,1.0733,-0.0229999999999999,0.1211999999999998,-0.1370999999999999,-0.0005897435897435,0.1949999999999914,-0.2636666666666567,1,0,-0.0669374999999999,1.115778948029306,-2.1613,1.9688,4.1301000000000005,2.1613,1.3038,2.1263,-2.5374999999999996,0.0334307692307692,9.858333333333343,-9.595999999999638,1,0,-0.6420375,1.1250285901067991,-3.0275,2.2137,5.241199999999999,3.0275,-2.0037000000000003,2.0999,-2.905,-0.051376923076923,6.401999999999819,-10.295999999999715,1,1,-27.768115,0.9412514096560424,-29.1987,-25.7075,3.491199999999999,29.1987,-0.682500000000001,1.0151000000000003,-0.7525000000000013,-0.0175,4.491833333333204,-4.710166666666822,0,0
2.3399999999999963,40,1.018832457105344,1.114210186634461,0.9236085155519084,0.1906016710825524,24.848589593696335,26.506508283438617,23.290509522550163,3.2159987608884535,0.03549,0.0276585851650682,-0.0239,0.0903,0.1142,0.0903,-0.0206,0.0919,-0.0895,-0.0005282051282051,0.1913333333333376,-0.2160000000000166,1,0,0.1846425,0.0367255789258099,0.0954,0.2923,0.1969,0.2923,-0.0268999999999999,0.1027,-0.1231,-0.0006897435897435,0.3506666666666531,-0.2683333333333519,1,0,1.00041,0.0449892397391608,0.9084,1.0953,0.1868999999999999,1.0953,-0.0080999999999999,0.1778,-0.1258999999999999,-0.0002076923076923,0.3801666666666499,-0.37472222222225,1,0,0.0347874999999999,1.3109318023270944,-2.94,2.5812,5.5212,2.94,0.2012,2.4763,-3.1675,0.0051589743589743,14.17500000000009,-15.19583333333396,1,3,-0.680095,0.7082996772517066,-2.8875,0.7875,3.675,2.8875,-1.05,2.3363,-2.835,-0.0269230769230768,5.833333333333113,-5.599833333333644,1,0,-24.7959725,0.9027499267515898,-26.4688,-23.2838,3.1850000000000023,26.4688,2.450000000000003,1.0762999999999998,-0.5862000000000016,0.0628205128205128,5.22083333333336,-2.58116666666686,0,0
2.3400000000000034,40,1.0119092577812352,1.0855117641002332,0.91815655527802,0.1673552088222131,23.821218420800164,25.30815748805116,22.8138787708272,2.49427871722396,0.050565,0.0277860742653028,-0.0138,0.1103,0.1240999999999999,0.1103,0.0063,0.0634,-0.0692,0.0001615384615384,0.2793333333333228,-0.1348333333333282,1,0,0.1769649999999999,0.0400811647688882,0.08,0.2508,0.1708,0.2508,0.0388999999999999,0.1246999999999999,-0.1455,0.0009974358974358,0.1773333333333286,-0.2441666666666573,1,0,0.99391,0.0343544032933338,0.9033,1.0617,0.1584000000000001,1.0617,0.014,0.1584000000000001,-0.0974999999999999,0.0003589743589743,0.2463333333333253,-0.2555000000000049,1,0,0.506845,0.8630016855169682,-1.2862,2.8087,4.0949,2.8087,-0.8575,2.0999999999999996,-2.485,-0.0219871794871794,7.116499999999989,-7.45183333333368,1,0,-0.6369999999999999,0.8684134670441205,-2.7213,0.8662,3.5875,2.7213,0.3412,2.1963,-1.8987,0.0087487179487179,8.822999999999665,-7.437666666666547,0,0,-23.7763825,0.5984412598415731,-25.27,-22.7588,2.5111999999999988,25.27,-1.9162,1.0412,-0.9450000000000004,-0.0491333333333333,2.5664999999999054,-3.5000000000000853,1,0
2.3399999999999963,40,1.0198217417965432,1.1543161871861627,0.91815655527802,0.2361596319081426,24.89121085183649,26.284212463378086,22.8138787708272,3.4703336925508843,0.057965,0.0240890500712114,0.0058,0.1103,0.1045,0.1103,0.0312,0.0634,-0.0638,0.0007999999999999,0.1418333333333393,-0.1718333333333319,0,0,0.180725,0.0344981288976068,0.12,0.2386,0.1186,0.2386,0.0272,0.1093,-0.1042,0.0006974358974358,0.2478333333333235,-0.2691666666666858,0,0,1.001215,0.0361537567647558,0.9033,1.1367,0.2334,1.1367,0.0791,0.1584000000000001,-0.1168,0.0020282051282051,0.2369999999999841,-0.1971666666666749,1,0,0.6475025000000001,0.9896495630706345,-1.3038,2.8525,4.1563,2.8525,-0.315,1.8113,-1.9162,-0.008076923076923,10.38333333333377,-11.06883333333387,1,0,-0.6348149999999999,0.8041932439503484,-2.7213,0.8662,3.5875,2.7213,0.0875,2.205,-1.8638,0.0022435897435897,7.889666666667315,-4.593833333333525,1,0,-24.842999999999996,0.9966270927740636,-26.2237,-22.7588,3.4649,26.2237,-1.601300000000002,1.0412,-0.8223999999999982,-0.0410589743589744,4.678611111111489,-3.5000000000001137,0,0
2.3400000000000034,40,1.02147238543103,1.1543161871861627,0.9551128990857574,0.1992032881004053,25.79002173126644,26.284212463378086,25.156628623287343,1.1275838400907432,0.05582,0.0249258099166305,0.0058,0.1015,0.0957,0.1015,0.0093,0.058,-0.0717,0.0002384615384615,0.1754999999999966,-0.1718333333333319,1,0,0.1866275,0.0312493937377088,0.1235,0.2386,0.1151,0.2386,-0.0022,0.1093,-0.1042,-5.641025641025661e-05,0.2478333333333235,-0.2691666666666858,1,0,1.0020025,0.0382339927122181,0.9409,1.1367,0.1958,1.1367,-0.0147,0.147,-0.1168,-0.000376923076923,0.2448333333333234,-0.2053333333333427,0,0,0.5285,1.0323267677361734,-1.96,2.8525,4.8125,2.8525,1.33,2.485,-1.9338,0.034102564102564,10.38333333333377,-11.06883333333387,1,0,-0.8157225,0.7605540906900604,-2.205,1.225,3.43,2.205,-0.5776,3.36,-2.6425,-0.0148102564102564,5.395999999999794,-4.5938333333335235,1,0,-25.7405325,0.263476883029661,-26.2237,-25.1213,1.1023999999999994,26.2237,0.0524999999999984,0.7261999999999986,-0.875,0.0013461538461538,1.7866666666665798,-1.735500000000087,1,0
2.3399999999999963,40,1.0260942727302886,1.0928695713579002,0.9551128990857574,0.1377566722721428,25.91681566785928,26.47275620104563,25.156628623287343,1.3161275777582908,0.0599499999999999,0.027669978176856,0.01,0.1418,0.1318,0.1418,-0.012,0.0944,-0.0954,-0.0003076923076923,0.1754999999999967,-0.2584999999999903,1,0,0.1916625,0.0282046158024551,0.1426,0.2437,0.1011,0.2437,-0.0277,0.0809999999999999,-0.0713,-0.0007102564102564,0.2352777777777962,-0.2048333333333314,1,0,1.005575,0.0334258977594565,0.9409,1.0718,0.1309000000000001,1.0718,-0.0169,0.1157,-0.0882,-0.0004333333333333,0.2732083333333222,-0.2143055555555741,1,0,0.1800399999999999,0.6897498787836438,-1.96,1.4525,3.4124999999999996,1.96,-0.6123999999999999,2.485,-2.4412,-0.015702564102564,3.1791666666670486,-5.541666666667133,0,0,-0.512535,0.7980259868366861,-2.135,1.2513,3.3863,2.135,0.8575,3.36,-2.6425,0.0219871794871795,5.220999999999924,-4.360500000000251,1,0,-25.8901525,0.2983917069270198,-26.46,-25.1213,1.3386999999999991,26.46,-0.2713000000000001,0.7261999999999986,-0.875,-0.0069564102564102,1.6626666666665812,-2.1731666666665888,1,0
2.3400000000000034,40,1.0128011958093956,1.0881829855313856,0.9389623794380688,0.1492206060933166,25.437036897570692,26.45724306914838,23.52530537272577,2.931937696422608,0.0494774999999999,0.017082897242714,0.009,0.0798,0.0708,0.0798,-0.0294,0.0559,-0.0655999999999999,-0.0007538461538461,0.1249999999999937,-0.0816666666666636,1,0,0.1874825,0.0273996433394342,0.1303,0.2596,0.1293,0.2596,-0.0116999999999999,0.1239,-0.0847,-0.0002999999999999,0.1138333333333379,-0.3061111111110991,1,0,0.99358,0.0352778873139156,0.9182,1.0712,0.1529999999999999,1.0712,-0.0554,0.1057,-0.0914999999999999,-0.0014205128205128,0.2123333333333263,-0.2795000000000129,0,0,-0.03304,0.847401803039663,-1.3125,1.9425,3.255,1.9425,-2.4412000000000003,1.61,-1.785,-0.0625948717948717,8.458333333333533,-6.465138888888644,1,0,-0.4385849999999999,0.7212019218477742,-1.6888,1.3563,3.0451,1.6888,2.4325,3.0451,-2.0563,0.0623717948717948,5.118666666666472,-4.15633333333305,1,0,-25.4091275,1.018568861004976,-26.4513,-23.4762,2.975100000000001,26.4513,2.3888,0.9187000000000012,-0.4987999999999992,0.061251282051282,7.087499999999693,-2.0659722222221006,0,0
2.3399999999999963,40,1.0029787528810854,1.065790237335659,0.9212383404960954,0.1445518968395635,24.40443794500549,26.45724306914838,23.08282856107544,3.3744145080729417,0.0454049999999999,0.0188585007697338,0.0,0.0798,0.0798,0.0798,0.0063,0.0559,-0.0655999999999999,0.0001615384615384,0.1249999999999937,-0.1183333333333397,1,0,0.18296,0.028842941633115,0.1303,0.2581,0.1278,0.2581,0.0406,0.0940999999999999,-0.0723999999999999,0.0010410256410256,0.1634999999999937,-0.2583333333333408,1,0,0.98455,0.0371349030649202,0.9062,1.0409,0.1346999999999999,1.0409,0.0601000000000001,0.1257,-0.1113999999999999,0.0015410256410256,0.2123333333333263,-0.196499999999995,1,0,-0.02714,0.8599953860341345,-1.6187,1.9425,3.5612,1.9425,0.6212,1.7499,-1.785,0.0159282051282051,8.458333333333533,-7.364499999999721,1,0,-0.48605,0.7588462980752848,-1.7237,1.3563,3.08,1.7237,-1.0937,3.0451,-2.0563,-0.0280435897435897,3.937499999999873,-6.270972222221989,1,0,-24.37313,1.0018982772972924,-26.4513,-23.0387,3.412600000000001,26.4513,1.2775,0.9187000000000012,-0.5775000000000006,0.0327564102564102,7.08749999999975,-3.776999999999816,1,0
2.3400000000000034,40,1.0047344924323265,1.1030990572020267,0.9212383404960954,0.1818607167059313,25.118273665115417,27.383345531545267,23.08282856107544,4.300516970469829,0.0524699999999999,0.0225467741737266,0.0,0.1071,0.1071,0.1071,0.0612,0.06,-0.0578,0.0015692307692307,0.1533333333333275,-0.2004999999999919,1,0,0.1952675,0.0319772225626384,0.1303,0.2638,0.1334999999999999,0.2638,0.0316,0.0940999999999999,-0.0781,0.0008102564102564,0.2191666666666776,-0.2113333333333256,1,0,0.9834775,0.0440305807918973,0.8941,1.0746,0.1805,1.0746,0.0228999999999999,0.1257,-0.1113999999999999,0.0005871794871794,0.3121666666666538,-0.3384999999999873,1,0,0.0824574999999999,0.84782902330766,-1.6187,2.2225,3.8412,2.2225,1.4874999999999998,1.7499,-1.7762,0.0381410256410256,7.641666666667039,-8.808333333333186,1,0,-0.5742125,0.9461170806790056,-2.9313,1.5488,4.4801,2.9313,0.2362,3.3163,-2.3537999999999997,0.0060564102564102,7.539666666666694,-7.84566666666637,1,0,-25.0807875,1.3221373229014357,-27.37,-23.0387,4.331300000000002,27.37,-3.0275,1.3825000000000005,-1.0673999999999992,-0.0776282051282051,2.872833333333432,-5.439499999999782,0,0
2.3399999999999963,40,1.0126927512531414,1.1030990572020267,0.9342434425780038,0.1688556146240228,26.222866888119547,27.383345531545267,24.66069746844156,2.7226480631037084,0.0537725,0.0241143854023554,0.0105,0.1102,0.0997,0.1102,-0.0366,0.06,-0.0578,-0.0009384615384615,0.1236666666666619,-0.2004999999999919,1,0,0.2026424999999999,0.0301957790181478,0.1408,0.2638,0.1229999999999999,0.2638,-0.0317999999999999,0.0586999999999999,-0.0869,-0.0008153846153846,0.2213333333333402,-0.2845833333333564,1,0,0.99005,0.0436121542691942,0.8941,1.0746,0.1805,1.0746,-0.0201999999999999,0.1175,-0.1303,-0.0005179487179487,0.3121666666666538,-0.3384999999999873,1,0,-0.022975,0.980386442057024,-1.96,2.2225,4.1825,2.2225,-1.1113,3.5,-2.2575,-0.0284948717948718,7.641666666667039,-8.808333333333186,1,0,-0.4950324999999999,1.0814012669674091,-3.22,1.5488,4.768800000000001,3.22,0.2538,3.3163,-2.3537999999999997,0.0065076923076922,9.508166666666307,-7.84566666666637,1,0,-26.1786875,0.5561281475581059,-27.37,-24.6313,2.7387000000000015,27.37,-1.6625000000000014,1.3825000000000005,-1.0673999999999992,-0.0426282051282051,2.872833333333432,-5.439499999999782,1,0
2.3400000000000034,40,1.0116305214217085,1.1214153467828056,0.9416606660575771,0.1797546807252285,25.315333131691133,27.004306412496508,23.879706759924836,3.1245996525716713,0.03363,0.0251973869219073,-0.0292,0.0801,0.1093,0.0801,0.0155,0.0887,-0.0745,0.0003974358974358,0.1521666666666609,-0.1285000000000091,1,0,0.191175,0.0395531434129596,0.1143,0.2826,0.1683,0.2826,-0.0593,0.1413999999999999,-0.1574999999999999,-0.0015205128205128,0.2256666666666433,-0.2300000000000186,1,0,0.9918375,0.0431063484378,0.9198,1.0865,0.1667,1.0865,0.0293999999999998,0.1586,-0.1489000000000001,0.0007538461538461,0.2429999999999754,-0.271166666666657,1,0,0.152465,0.8178402187218322,-1.2687,1.9338,3.2024999999999997,1.9338,-2.0038,1.9249,-2.5813,-0.0513794871794871,7.000000000000584,-7.218666666666394,1,0,-0.6033225,0.8760236410834924,-2.3625,1.2775,3.64,2.3625,-0.2276,2.3975,-2.5025,-0.0058358974358974,5.381166666666604,-5.600166666667266,1,0,-25.279835,0.9811633062927828,-26.9587,-23.8787,3.080000000000002,26.9587,2.336300000000002,0.8225000000000016,-0.5248999999999988,0.0599051282051282,3.8061666666667975,-1.7938333333333103,0,0
2.3399999999999963,40,1.016490946839474,1.1214153467828056,0.9041581498830832,0.2172571968997223,24.579384780217623,25.107715171436848,23.879706759924836,1.2280084115120111,0.04262,0.0292494067439289,-0.0292,0.0991,0.1283,0.0991,-0.0025999999999999,0.0812,-0.0743,-6.666666666666573e-05,0.1871666666666648,-0.1787500000000143,1,0,0.178345,0.0430159657300903,0.1094,0.2718,0.1624,0.2718,-0.0023999999999999,0.1413999999999999,-0.1574999999999999,-6.153846153846117e-05,0.2256666666666433,-0.2878333333333223,1,0,0.9985475,0.04564743364876,0.8918,1.0865,0.1946999999999999,1.0865,-0.0902999999999999,0.1586,-0.1533999999999998,-0.0023153846153846,0.2893333333333228,-0.3218333333333216,1,0,-0.004155,0.9920068648826776,-1.8288,1.9338,3.7626,1.9338,1.0325,2.8263,-2.5813,0.0264743589743589,7.765833333333957,-6.271000000000099,1,0,-0.5007225,0.9968054789246008,-2.1788,2.0738,4.252599999999999,2.1788,-1.5663,3.4038,-2.9575,-0.0401615384615384,7.466666666666424,-13.100972222221726,1,1,-24.5350025,0.2967894250375219,-25.0163,-23.8787,1.1376000000000026,25.0163,0.0874999999999985,0.7000999999999991,-0.7787000000000006,0.0022435897435897,2.041833333333358,-1.7938333333333103,1,0
2.3400000000000034,40,1.0182034519294167,1.0887327312063324,0.9041581498830832,0.1845745813232491,25.068353935846556,26.597398803830423,24.03193153785189,2.565467265978537,0.0606149999999999,0.0263476126491128,0.0057,0.1127,0.107,0.1127,0.0141,0.0812,-0.0693,0.0003615384615384,0.2238888888888803,-0.1714999999999935,1,0,0.1771174999999999,0.036584218872525,0.1094,0.2639,0.1545,0.2639,-0.0041,0.1091,-0.1395,-0.0001051282051282,0.2071666666666589,-0.2878333333333223,1,0,0.9998675,0.0402339083138231,0.8918,1.0824,0.1906,1.0824,-0.0411000000000001,0.1024,-0.1533999999999998,-0.0010538461538461,0.2893333333333228,-0.4173333333333193,1,0,0.1148375,0.9783347402307186,-1.8288,2.4237,4.2525,2.4237,1.4875,2.8263,-2.0126,0.0381410256410256,9.163194444444096,-7.743833333333041,1,0,-0.619065,1.0593717425908622,-2.7125,2.0738,4.7863,2.7125,-0.7963,3.4038,-4.2,-0.0204179487179487,7.510333333333048,-6.241833333333096,1,1,-25.0197575,0.6496030408730694,-26.5562,-23.9312,2.625,26.5562,-1.9600000000000009,0.7000999999999991,-0.7787000000000006,-0.0502564102564102,1.3365277777777456,-3.1208333333333655,0,0
2.3399999999999963,40,1.0192547703528332,1.1223286996241342,0.9363506768300004,0.1859780227941336,25.48933726317908,26.597398803830423,24.55703000812598,2.040368795704442,0.06231,0.0240394312830036,0.0057,0.1127,0.107,0.1127,0.0255,0.0587,-0.0609999999999999,0.0006538461538461,0.1983333333333307,-0.1714999999999934,1,0,0.1734125,0.0306579741373289,0.0944,0.2406,0.1462,0.2406,0.0632,0.1059,-0.0857,0.0016205128205128,0.2658333333333236,-0.2171666666666583,0,0,1.0017575,0.0412289037740546,0.9165,1.0935,0.1769999999999999,1.0935,0.1333999999999999,0.1024,-0.1378,0.0034205128205128,0.2701666666666646,-0.4173333333333193,1,0,0.59412,0.9358782410943456,-1.2075,2.4938,3.7013,2.4938,-1.2512,1.855,-2.5463,-0.0320820512820512,10.63133333333336,-7.743833333333041,1,0,-0.6125,0.9516290645047872,-2.7125,1.4875,4.2,2.7125,-1.26,2.1613,-4.2,-0.0323076923076923,7.510333333333048,-6.526250000000527,1,0,-25.4408475,0.4983576231045435,-26.5562,-24.4737,2.0824999999999996,26.5562,-0.1750000000000007,0.7175000000000011,-0.5863000000000014,-0.0044871794871795,3.397833333333324,-3.120833333333337,0,0
2.3400000000000034,40,1.0233391939603909,1.123067526910114,0.949031506326318,0.174036020583796,24.928544836396703,26.478959287328493,22.51731146540368,3.9616478219248137,0.04959,0.0230417102285487,0.0002,0.1042,0.104,0.1042,-0.0149,0.0559,-0.0679,-0.0003820512820512,0.1633333333333271,-0.1636666666666605,1,0,0.1792225,0.0380524906526733,0.1156,0.2933,0.1777,0.2933,0.031,0.1777,-0.1413,0.0007948717948717,0.274500000000013,-0.2406666666666574,1,0,1.005455,0.0380250925924798,0.9372,1.1051,0.1678999999999999,1.1051,0.0363999999999999,0.1209,-0.1008,0.0009333333333333,0.3036666666666789,-0.2838333333333214,1,0,0.0231875,0.7218291115284836,-1.2687,1.7413,3.01,1.7413,1.715,2.4675,-1.9249,0.0439743589743589,7.789861111110816,-4.6811666666668685,1,0,-0.4790549999999999,0.8612047104537297,-2.0912,1.4525,3.5437000000000003,2.0912,0.8575,2.3011999999999997,-2.4413,0.0219871794871794,7.765555555555261,-7.160500000000182,1,0,-24.8994425,1.1444645441265624,-26.4075,-22.4875,3.919999999999998,26.4075,1.863699999999998,1.2949999999999982,-0.5863000000000014,0.0477871794871794,6.970833333333729,-3.0916666666667254,0,0
