750,1000.7151,left_u_turn
1412822,0.0117,0.0198,0.9889,0.3762,0.1400,0.1400,1000.7200,left_u_turn
1412882,0.0144,0.0203,0.9917,0.2100,0.0700,0.0437,1000.7148,left_u_turn
1412942,0.0139,0.0179,0.9963,0.2537,0.0525,0.1225,1000.7034,left_u_turn
1413002,0.0134,0.0195,0.9918,0.1838,01B1428722,0.0122,0.0181,0.9933,0.5600,0.1312,0.1225,1000.7051,left_u_turn
1428782,0.0129,0.0190,0.9941,0.3587,0.0875,0.1838,1000.7109,left_u_turn
1428842,0.0115,0.0215,0.9931,0.5688,0.0525,0.2537,1000.7034,left_u_turn
1428902,0.0130,0.0221,0.9912,0.3237,0.0875,0.3063,1000.7168,left_u_turn
1428962,0.0146,0.0171,0.9973,0.1312,0.0525,0.2713,1000.7175,left_u_turn
1429022,0.0132,0.0190,0.9965,0.1050,-0.1400,0.1838,1000.7175,left_u_turn
1429082,0.0197,0.0171,0.9807,0.0262,-0.3850,0.1663,1000.7073,left_u_turn
1429142,0.0132,0.0198,0.9953,0.2887,0.2450,0.1575,1000.7153,left_u_turn
1429202,0.0110,0.0181,0.9931,0.1750,0.1050,0.1312,1000.7151,left_u_turn
1429262,0.0200,0.0210,1.0126,0.5163,0.3150,0.2013,1000.7229,left_u_turn
1429322,0.0131,0.0182,0.9885,0.1838,0.1925,0.2013,1000.7136,left_u_turn
1429382,0.0151,0.0178,0.9938,0.2013,0.1050,0.1225,1000.7141,left_u_turn
1429442,0.0124,0.0181,0.9931,0.4112,0.0875,0.1663,1000.7170,left_u_turn
1429502,0.0107,0.0235,0.9933,0.3150,0.1225,0.1400,1000.7117,left_u_turn
1429562,0.0032,0.0220,0.9904,0.2625,0.1225,0.1050,1000.7070,left_u_turn
1429622,0.0068,0.0159,0.9951,0.1312,0.2975,0.2188,1000.7029,left_u_turn
1429682,0.0107,0.0237,0.9948,0.2975,0.2713,0.0962,1000.7324,left_u_turn
1429742,-0.0324,0.0185,0.9860,0.5512,0.2975,0.0000,1000.7549,left_u_turn
1429802,-0.0425,0.0149,1.0011,0.6300,0.4288,-0.0613,1000.7598,left_u_turn
1429862,-0.0839,0.0249,1.0053,0.7962,0.5075,0.0175,1000.7573,left_u_turn
1429922,-0.1122,0.0204,0.9958,0.7788,0.7437,-0.0875,1000.7546,left_u_turn
1429982,-0.1077,0.0244,1.0045,0.7875,0.8225,-0.1138,1000.7466,left_u_turn
1430042,-0.1179,0.0263,1.0040,0.4812,0.3938,-0.1750,1000.7603,left_u_turn
1430102,-0.1134,0.0256,1.0000,0.4550,0.0437,-0.1925,1000.7461,left_u_turn
1430162,-0.1147,0.0160,0.9899,0.5600,-0.1050,-0.1488,1000.7502,left_u_turn
1430222,-0.1157,0.0149,0.9958,0.5863,-0.1925,-0.1838,1000.7532,left_u_turn
1430282,-0.1105,0.0209,0.9958,0.8750,-0.2013,-0.1838,1000.7480,left_u_turn
1430342,-0.1007,0.0349,1.0066,0.8225,-0.0962,-0.0262,1000.7632,left_u_turn
1430402,-0.1080,0.0210,0.9955,0.4725,-0.2362,-0.0875,1000.7581,left_u_turn
1430462,-0.1098,0.0346,0.9955,0.5775,-0.3500,-0.2887,1000.7512,left_u_turn
1430522,-0.1144,0.0184,0.9967,0.5337,-0.2100,-0.3587,1000.7507,left_u_turn
1430582,-0.1149,0.0196,0.9895,0.4288,-0.3413,-0.3850,1000.7568,left_u_turn
1430642,-0.1041,0.0109,0.9922,0.6650,-0.2975,-0.3063,1000.7510,left_u_turn
1430702,-0.0981,0.0173,1.0143,0.7613,-0.3675,-0.1663,1000.7456,left_u_turn
1430762,-0.1191,0.0114,0.9892,1.0412,-0.2537,-0.3500,1000.7556,left_u_turn
1430822,-0.1218,0.0306,0.9931,0.6125,-0.3150,-0.4812,1000.7617,left_u_turn
1430882,-0.1280,0.0226,0.9989,0.7700,-0.0962,-0.5163,1000.7432,left_u_turn
1430942,-0.1171,0.0556,1.0124,1.0938,0.1225,-0.4900,1000.7493,left_u_turn
1431002,-0.1044,0.0205,1.0170,0.4638,-0.1400,-0.5337,1000.7573,left_u_turn
1431062,-0.1113,0.0307,1.0080,0.6300,0.1138,-0.9100,1000.7539,left_u_turn
1431122,-0.1239,0.0383,1.0052,0.2013,-0.0350,-1.0500,1000.7544,left_u_turn
1431182,-0.1171,0.0364,0.9930,0.1488,-0.3587,-1.5225,1000.7400,left_u_turn
1431242,-0.0976,0.0181,1.0121,0.7525,-0.3675,-1.4438,1000.7534,left_u_turn
1431302,-0.1091,0.0473,0.9943,0.4112,-0.1838,-1.2862,1000.7568,left_u_turn
1431362,-0.1149,0.0130,0.9921,0.7788,-0.1050,-1.3388,1000.7520,left_u_turn
1431422,-0.0956,0.0251,0.9982,0.7613,-0.1663,-1.4963,1000.7444,left_u_turn
1431482,-0.0830,0.0332,1.0002,0.9275,0.0525,-1.6450,1000.7498,left_u_turn
1431542,-0.0747,0.0263,0.9958,0.4375,-0.6562,-1.5137,1000.7466,left_u_turn
1431602,-0.0983,0.0181,0.9822,0.3762,-0.2537,-1.4700,1000.7524,left_u_turn
1431662,-0.0931,0.0293,1.0006,0.9800,-0.3237,-1.4700,1000.7493,left_u_turn
1431722,-0.0687,0.0264,0.9774,-0.6037,0.0350,-1.6975,1000.7437,left_u_turn
1431782,-0.0692,0.0217,1.0013,0.3850,-0.6737,-1.6013,1000.7446,left_u_turn
1431842,-0.0696,0.0157,1.0045,1.0237,-0.3063,-1.5838,1000.7451,left_u_turn
1431902,-0.0488,0.0296,0.9980,0.4812,-0.6125,-1.6625,1000.7551,left_u_turn
1431962,-0.0517,0.0204,1.0289,0.3587,0.2625,-1.4700,1000.7512,left_u_turn
1432022,-0.0478,-0.0127,1.0153,0.3413,-0.1663,-1.2950,1000.7471,left_u_turn
1432082,-0.0618,0.0049,1.0219,0.4988,-0.9887,-1.1812,1000.7417,left_u_turn
