timestamp,a_x,a_y,a_z,dps_x,dps_y,dps_z,pressure,target
4320062,0.0920,0.0034,0.9968,0.9538,-1.9688,-0.0175,996.9973,smooth_constant_speed
4320122,0.0074,-0.1227,1.0275,0.1838,-0.9800,0.8750,996.9263,smooth_constant_speed
4320182,0.0485,0.0647,1.0460,0.4638,0.5250,-0.0350,996.9165,smooth_constant_speed
4320242,0.0371,-0.0698,1.0002,1.3038,-0.6388,0.0525,996.9497,smooth_constant_speed
4320302,0.0100,-0.0779,1.0738,0.8050,-1.3125,1.4088,996.9185,smooth_constant_speed
4320362,0.0605,0.0744,1.1625,0.7350,-1.6450,0.3325,997.0293,smooth_constant_speed
4320422,0.0168,-0.0052,0.9685,1.4262,1.3212,-0.1138,997.0510,smooth_constant_speed
4320482,0.0342,-0.0614,0.8768,-0.5688,-2.1175,0.7437,997.0015,smooth_constant_speed
4320542,-0.0167,0.0142,0.9065,-1.7763,-0.9625,0.4900,996.9766,smooth_constant_speed
4320602,0.0492,-0.0422,1.1682,2.1613,0.3325,-0.0175,996.9275,smooth_constant_speed
4320662,0.0710,0.0076,1.0343,0.5863,-3.3863,1.1725,996.9380,smooth_constant_speed
4320722,0.0253,0.0481,1.0038,-0.7262,-0.5075,0.3500,996.9578,smooth_constant_speed
4320782,0.0368,-0.0247,1.0912,1.9950,2.7475,-0.2100,996.9006,smooth_constant_speed
4320842,0.0306,-0.0795,0.9929,0.8138,-0.3850,0.6475,996.8923,smooth_constant_speed
4320902,-0.0229,0.0346,0.9631,0.3938,-0.4200,0.7088,996.9299,smooth_constant_speed
4320962,0.0220,-0.0078,0.9701,1.6013,-3.3863,0.2100,996.8125,smooth_constant_speed
4321022,0.0564,-0.0045,1.0511,0.3762,-0.2275,0.7350,996.7542,smooth_constant_speed
4321082,-0.0403,-0.0117,0.8526,-1.3913,2.6337,0.4550,996.8296,smooth_constant_speed
4321142,-0.0354,-0.0146,0.8644,0.4025,0.6300,-0.1312,996.7310,smooth_constant_speed
4321202,0.0239,-0.0483,0.9587,2.3975,-0.8313,0.5163,996.6548,smooth_constant_speed
4321262,-0.0161,-0.0319,1.0334,-0.9712,-0.5250,0.6475,996.6670,smooth_constant_speed
4321322,0.0415,0.0414,1.0548,2.6163,2.3187,0.0700,996.6753,smooth_constant_speed
4321382,0.0190,-0.0786,0.8147,-1.0588,-1.1550,0.3762,996.7029,smooth_constant_speed
4321442,-0.0349,0.0344,0.9223,-3.3163,-2.2925,0.4025,996.7852,smooth_constant_speed
4321502,-0.0227,-0.0242,0.8433,1.7325,-3.0100,0.3500,996.8391,smooth_constant_speed
4321562,0.0281,0.0625,1.1239,1.3475,-1.8987,0.4112,996.8384,smooth_constant_speed
4321622,0.0254,0.0126,1.0915,-0.6125,2.6600,0.5775,996.6628,smooth_constant_speed
4321682,0.0876,0.0049,1.1502,1.9338,3.0625,-0.2013,996.5796,smooth_constant_speed
4321742,0.0224,-0.0489,0.9614,0.4638,-1.4700,0.2362,996.5823,smooth_constant_speed
4321802,-0.0739,-0.0880,0.8447,-1.0938,0.5863,0.7613,996.6829,smooth_constant_speed
4321862,-0.0051,0.0844,0.8227,1.4963,-0.9100,-0.5425,996.6887,smooth_constant_speed
4321922,0.1003,0.0120,1.1059,1.1988,-1.2075,-0.1400,996.5942,smooth_constant_speed
4321982,0.0154,-0.0405,1.0624,0.7525,3.0450,0.3325,996.5505,smooth_constant_speed
4322042,0.0483,0.1408,1.1019,-1.0412,2.1350,-0.6125,996.6033,smooth_constant_speed
4322102,0.0527,-0.0398,0.9521,-0.1400,-1.1113,-0.0525,996.5935,smooth_constant_speed
4322162,0.0051,-0.0183,0.9530,-0.6300,-0.5950,0.2800,996.5715,smooth_constant_speed
4322222,0.0864,0.1318,1.3581,-0.0437,1.8637,-0.4025,996.5925,smooth_constant_speed
4322282,0.0148,0.0459,0.9823,0.1663,2.6775,-0.7175,996.6853,smooth_constant_speed
