,label,accel_mag_mean,accel_mag_max,accel_mag_min,accel_mag_range,dps_mag_mean,dps_mag_max,dps_mag_min,dps_mag_range,a_x_mean,a_x_std,a_x_min,a_x_max,a_x_range,a_x_abs_max,a_x_delta,a_x_max_neighbor_diff,a_x_min_neighbor_diff,a_x_avg_neighbor_diff,a_x_max_gradient,a_x_min_gradient,a_x_zero_crossings,a_y_mean,a_y_std,a_y_min,a_y_max,a_y_range,a_y_abs_max,a_y_delta,a_y_max_neighbor_diff,a_y_min_neighbor_diff,a_y_avg_neighbor_diff,a_y_max_gradient,a_y_min_gradient,a_y_zero_crossings,a_z_mean,a_z_std,a_z_min,a_z_max,a_z_range,a_z_abs_max,a_z_delta,a_z_max_neighbor_diff,a_z_min_neighbor_diff,a_z_avg_neighbor_diff,a_z_max_gradient,a_z_min_gradient,a_z_zero_crossings,dps_x_mean,dps_x_std,dps_x_min,dps_x_max,dps_x_range,dps_x_abs_max,dps_x_delta,dps_x_max_neighbor_diff,dps_x_min_neighbor_diff,dps_x_avg_neighbor_diff,dps_x_max_gradient,dps_x_min_gradient,dps_x_zero_crossings,dps_y_mean,dps_y_std,dps_y_min,dps_y_max,dps_y_range,dps_y_abs_max,dps_y_delta,dps_y_max_neighbor_diff,dps_y_min_neighbor_diff,dps_y_avg_neighbor_diff,dps_y_max_gradient,dps_y_min_gradient,dps_y_zero_crossings,dps_z_mean,dps_z_std,dps_z_min,dps_z_max,dps_z_range,dps_z_abs_max,dps_z_delta,dps_z_max_neighbor_diff,dps_z_min_neighbor_diff,dps_z_avg_neighbor_diff,dps_z_max_gradient,dps_z_min_gradient,dps_z_zero_crossings
10,weave,1.0029211692005824,1.090740106533174,0.9196726047893348,0.17106750174383933,14.943319487717327,19.599919888356684,7.424518082003707,12.175401806352976,0.013869999999999999,0.02225153099404505,-0.0249,0.0509,0.0758,0.0509,0.0368,0.066,-0.0666,0.0019368421052631578,0.066,-0.025750000000000002,0,0.11805999999999997,0.05274236687102594,0.0073,0.2145,0.2072,0.2145,-0.10129999999999999,0.12079999999999999,-0.1074,-0.005331578947368421,0.0408,-0.04845,0,0.9943500000000002,0.03892129034481338,0.9187,1.0687,0.15000000000000002,1.0687,0.05940000000000012,0.10409999999999986,-0.12290000000000012,0.0031263157894736906,0.062400000000000067,-0.05440000000000006,0,-0.3578799999999999,0.8823037468379076,-1.9162,1.225,3.1412,1.9162,-1.785,1.75,-2.0737,-0.09394736842105265,0.91435,-1.03685,0,-0.24194,0.8464283222054771,-1.8813,0.875,2.7563,1.8813,1.1375,1.6274,-2.1,0.059868421052631564,1.0413000000000001,-0.8663000000000001,0,-14.885070000000004,3.9932891895884786,-19.5037,-7.1925,12.3112,19.5037,12.215,1.2775000000000007,-0.14880000000000138,0.6428947368421053,1.2775000000000007,-0.09619999999999962,0
11,weave,1.0249320165163822,1.1477806149260408,0.9307822570290003,0.21699835789704047,21.219655121047616,22.3878282653767,18.29648862842267,4.091339636954032,0.061825,0.03304392411703899,-0.0029,0.1083,0.1112,0.1083,-0.01270000000000001,0.0798,-0.0944,-0.0006684210526315802,0.0556,-0.035,0,-0.15639,0.03691255527381036,-0.2181,-0.0851,0.133,0.2181,0.06760000000000001,0.1015,-0.10629999999999999,0.003557894736842106,0.061750000000000006,-0.029249999999999998,0,1.009815,0.05944306674634584,0.9066,1.1348,0.22820000000000007,1.1348,-0.03379999999999994,0.20130000000000003,-0.14129999999999998,-0.0017789473684210494,0.0923,-0.09705000000000003,0,0.671565,0.8858488081020313,-1.085,2.1,3.185,2.1,-1.2163,1.9775,-1.7238,-0.0640157894736842,1.3912499999999999,-0.9974999999999999,0,0.06694999999999997,1.184245099764314,-1.575,2.0563,3.6312999999999995,2.0563,0.4988,3.0188,-3.2025,0.026252631578947364,1.6975,-1.52255,0,21.160545000000003,1.0189766835176508,18.2787,22.365,4.086299999999998,22.365,3.3512999999999984,1.1201000000000008,-0.7963000000000022,0.1763842105263157,1.1201000000000008,-0.4681499999999996,0
12,weave,1.0236236635101563,1.1427208670537177,0.9598652509597376,0.18285561609398004,17.624951106555166,21.42828672432773,8.897523883081181,12.530762841246549,0.037485,0.021088367334673046,0.0063,0.0764,0.0701,0.0764,-0.0063,0.0659,-0.0482,-0.00033157894736842016,0.02905,-0.02635,0,-0.092755,0.06332183854597168,-0.1851,0.0691,0.2542,0.1851,0.13640000000000002,0.10669999999999999,-0.0745,0.007178947368421054,0.037,-0.0745,1,1.0166349999999995,0.044813147448159965,0.9528,1.1349,0.18210000000000004,1.1349,0.01100000000000012,0.13159999999999994,-0.11640000000000006,0.000578947368421059,0.09105000000000002,-0.05344999999999994,0,0.797565,1.099206023155853,-2.065,2.695,4.76,2.695,0.8312,2.2925,-2.415,0.04374736842105265,1.61875,-2.415,2,0.71312,0.9191353085201444,-2.0563,1.82,3.8762999999999996,2.0563,0.3937,3.7713,-3.1325,0.020721052631578956,1.15065,-0.93185,0,17.525815000000005,3.9478855561553456,8.855,21.42,12.565000000000001,21.42,-12.495000000000001,0.27120000000000033,-1.8462999999999994,-0.6576315789473685,0.07874999999999943,-1.6581000000000001,0
13,weave,0.9998451982050618,1.1532151273721654,0.9073554209900331,0.24585970638213228,6.787074702322208,14.569225412835097,1.4767553114852847,13.092470101349813,0.038704999999999996,0.029405772347762284,-0.0185,0.0986,0.1171,0.0986,0.0682,0.0627,-0.0693,0.003589473684210527,0.060200000000000004,-0.0384,0,0.094365,0.06100831069357855,-0.022,0.1892,0.2112,0.1892,0.2112,0.0937,-0.0932,0.011115789473684213,0.053899999999999997,-0.02085,0,0.9925250000000002,0.05626609594268629,0.9069,1.1438,0.2368999999999999,1.1438,0.08689999999999998,0.15420000000000011,-0.20519999999999994,0.004573684210526315,0.14329999999999998,-0.06469999999999998,0,1.1865,0.8341583889734232,-0.5337,2.5725,3.1062,2.5725,-0.1225,2.695,-2.1175,-0.006447368421052599,0.84875,-1.1156,0,-0.32287999999999994,0.8100581854345239,-2.0563,1.3212,3.3774999999999995,2.0563,0.7263,2.1874,-1.75,0.038226315789473664,0.9625499999999999,-1.2337500000000001,0,-3.756375,6.918337340482215,-14.5513,7.7962,22.3475,14.5513,-22.3475,-0.1487999999999996,-1.9337,-1.176184210526316,-0.8225,-1.6187999999999998,1
14,weave,1.014867766881305,1.0832163311176581,0.956124552555785,0.12709177856187315,19.98512964774074,21.55513790561313,15.823042752264813,5.732095153348316,0.07266,0.03022789579528364,-0.0108,0.1239,0.1347,0.1239,0.1033,0.1347,-0.0508,0.0054368421052631575,0.1347,-0.026449999999999998,0,0.180445,0.02974260589227443,0.1342,0.2535,0.11929999999999999,0.2535,-0.008800000000000002,0.07520000000000002,-0.07070000000000001,-0.00046315789473684224,0.04345,-0.03219999999999999,0,0.9952,0.037307992652908475,0.938,1.0632,0.12519999999999998,1.0632,0.026599999999999957,0.0696000000000001,-0.09589999999999987,0.0013999999999999978,0.0696000000000001,-0.05224999999999996,0,0.273005,0.7210586212208007,-1.3388,1.9425,3.2813,1.9425,-0.6475,2.3451,-1.9863,-0.03407894736842104,0.94065,-1.9863,0,-0.3705550000000001,0.7347673254883229,-1.5488,1.47,3.0187999999999997,1.5488,-2.415,1.225,-2.1,-0.12710526315789475,0.7394,-2.1,0,-19.953515,1.7004878700181745,-21.5513,-15.7413,5.8100000000000005,21.5513,-4.5937,0.42879999999999896,-1.4787999999999997,-0.24177368421052634,0.42879999999999896,-1.0587499999999999,0
15,weave,0.9943974924424307,1.08045452472559,0.9330712834505197,0.1473832412750702,18.978952851511806,20.525005016808155,15.17886951093526,5.346135505872896,0.06161000000000001,0.020789721650753035,0.0232,0.0993,0.0761,0.0993,-0.024000000000000007,0.061399999999999996,-0.0695,-0.0012631578947368426,0.029099999999999994,-0.0695,0,0.12956499999999999,0.033574085793095024,0.0688,0.1805,0.1117,0.1805,-0.07830000000000001,0.051100000000000007,-0.08739999999999999,-0.004121052631578948,0.0295,-0.048249999999999994,0,0.9833300000000001,0.036950608569876225,0.9265,1.0618,0.1353000000000001,1.0618,-0.0040000000000000036,0.08860000000000001,-0.11150000000000004,-0.00021052631578947386,0.07129999999999992,-0.08849999999999991,0,-0.57006,0.5932388916164514,-1.4963,0.385,1.8813,1.4963,-0.8662,0.9012,-1.0762,-0.045589473684210534,0.44630000000000003,-0.58625,0,-0.552125,0.5683895632907897,-1.6888,0.5863,2.2751,1.6888,-0.3763,1.2776,-1.2163000000000002,-0.01980526315789476,0.77,-0.7044,0,-18.944619999999997,1.5790837951833103,-20.5187,-15.1287,5.389999999999999,20.5187,5.1187999999999985,0.8487999999999989,-0.3412000000000006,0.2694105263157894,0.8487999999999989,-0.1750000000000007,0
16,weave,1.0009216412549944,1.0654239531754484,0.9376464792233798,0.1277774739520685,3.5926132565925384,9.539548633452213,0.532650100910532,9.006898532541681,0.028085,0.022262956606032926,-0.0066,0.0676,0.07419999999999999,0.0676,0.0271,0.046,-0.0246,0.0014263157894736842,0.0196,-0.0189,0,0.06476500000000002,0.029115871508237745,0.0149,0.1084,0.0935,0.1084,0.059300000000000005,0.0472,-0.0423,0.0031210526315789476,0.026149999999999996,-0.016,0,0.997785,0.030238617258138808,0.9374,1.063,0.12559999999999993,1.063,-0.061799999999999966,0.05369999999999997,-0.0815999999999999,-0.003252631578947367,0.04489999999999994,-0.04444999999999999,0,0.5411999999999999,0.7657635219693788,-0.8925,1.75,2.6425,1.75,-1.9863,1.0587,-1.0149,-0.1045421052631579,0.80935,-0.86625,0,0.02229500000000002,0.5644371499905668,-0.8838,0.9625,1.8463,0.9625,-1.4438,0.9624999999999999,-1.1987,-0.07598947368421054,0.65625,-0.875,0,-2.1371849999999997,3.8309877057153425,-9.4762,2.205,11.6812,9.4762,-11.4362,0.12250000000000005,-1.2687999999999997,-0.6019052631578948,0.12250000000000005,-1.1025,1
17,weave,1.0095592784659284,1.0491817097147662,0.9675978348466887,0.0815838748680775,14.87665433854485,23.162615874076057,9.87489047736733,13.287725396708726,0.06793499999999998,0.017727981896010134,0.0227,0.1035,0.0808,0.1035,-0.04050000000000001,0.037599999999999995,-0.0398,-0.0021315789473684214,0.01185,-0.0398,0,0.135175,0.040965388150434864,0.0687,0.2345,0.1658,0.2345,0.0798,0.07329999999999999,-0.06949999999999999,0.0042,0.05499999999999999,-0.03589999999999999,0,0.9971849999999998,0.025473108111145504,0.9587,1.0375,0.07880000000000009,1.0375,-0.03960000000000008,0.07300000000000006,-0.04860000000000009,-0.002084210526315794,0.02124999999999999,-0.04150000000000009,0,0.535065,0.5991033434049149,-0.84,1.7062,2.5462,1.7062,-0.2013,1.1637,-1.4000000000000001,-0.010594736842105271,0.80065,-0.8094,0,-0.08530000000000001,0.5161650419452248,-1.0938,0.9538,2.0476,1.0938,-0.5162,1.5312999999999999,-1.4438,-0.027168421052631567,0.47250000000000003,-0.8181499999999999,0,-14.84524,3.80802464932867,-23.1612,-9.87,13.291200000000002,23.1612,-13.291200000000002,0.5861999999999998,-1.5748999999999995,-0.6995368421052632,0.12249999999999961,-1.5748999999999995,0
18,weave,1.0080917666126532,1.0597719660379774,0.9515327845113903,0.10823918152658707,27.577487320106172,29.14622387428601,23.520194288738345,5.626029585547666,0.050695000000000004,0.026034662623025038,0.0084,0.0955,0.0871,0.0955,-0.030199999999999998,0.047,-0.0871,-0.0015894736842105258,0.046900000000000004,-0.03565,0,0.18612,0.02718144878211492,0.1241,0.2408,0.11669999999999998,0.2408,0.009800000000000003,0.08089999999999999,-0.0712,0.0005157894736842107,0.039,-0.028549999999999992,0,0.9888399999999999,0.032890238513481225,0.9362,1.0386,0.10239999999999994,1.0386,-0.010000000000000009,0.09700000000000009,-0.07579999999999998,-0.0005263157894736846,0.09239999999999993,-0.07179999999999997,0,-0.39156499999999994,0.6118293847789165,-1.75,0.6388,2.3888,1.75,-0.2712,1.2775,-1.6976,-0.01427368421052633,0.7613000000000001,-1.1944,0,-0.46593,0.7868813038959895,-1.8987,0.9013,2.8,1.8987,-0.9188,2.8,-2.5462,-0.04835789473684212,0.84875,-2.5462,0,-27.553325,1.8441190359669815,-29.1287,-23.5112,5.6175,29.1287,-5.5913,0.6473999999999975,-1.0150000000000006,-0.2942789473684211,0.2580999999999989,-0.7088000000000001,0
19,weave,1.0000095304046819,1.0544037604257679,0.8928567018284626,0.16154705859730534,21.99769360095586,28.720470397958316,16.073052175924772,12.647418222033544,-0.008584999999999999,0.022763643104046882,-0.0498,0.0396,0.08940000000000001,0.0498,-0.037700000000000004,0.0652,-0.044500000000000005,-0.00198421052631579,0.02515,-0.044500000000000005,0,0.123085,0.024752166837630492,0.0822,0.1618,0.0796,0.1618,-0.04509999999999999,0.059600000000000014,-0.05379999999999999,-0.002373684210526315,0.021900000000000003,-0.0348,0,0.9918499999999998,0.03866504609429146,0.888,1.0446,0.15659999999999996,1.0446,-0.02289999999999992,0.15659999999999996,-0.10829999999999995,-0.0012052631578947327,0.041700000000000015,-0.03470000000000001,0,-0.32593000000000005,0.6627025371438096,-1.3737,0.7875,2.1612,1.3737,0.6212,1.3036999999999999,-1.3912,0.0326947368421053,1.00185,-1.2425,0,-0.812425,0.8385731138289864,-1.96,1.0675,3.0275,1.96,0.3587,1.1986999999999999,-1.4087999999999998,0.01887894736842104,1.1986999999999999,-0.5599999999999999,0,-21.95287,4.3977405482337115,-28.7,-16.065,12.634999999999998,28.7,12.634999999999998,1.2337000000000025,0.09619999999999962,0.6649999999999999,1.1856000000000009,0.09619999999999962,0
